address,email,income,monthly_spending,name,phone_number,ssn
제주특별자치**************,subin***********,97444076.258~97471287.027,23801444.058~23812397.701,하**,010-*********,86022*********
대전광역*********,sonje***********,79875427.685~79907393.586,9803850.404~9809551.34,황**,010-*********,95060*********
경기도 수**********,icoe@b************,87116744.715~87138210.579,396666.514~396995.603,허**,010-*********,73071*********
인천광역시*********,eunju8**************,69471348.65~69497353.61,22428410.84~22489950.102,이**,010-*********,80070*********
제주특별자치**************,minsugi***************,3227420.158~3244839.035,366758.968~368121.132,박**,010-*********,53021*********
경상북도 ***********,gimji***********,5755666.611~5773100.378,1653097.916~1654717.762,송**,010-*********,93090*********
전라북도 ***********,ugim@h**************,51062066.984~51065965.524,7887134.247~7888543.255,김**,010-*********,54040*********
울산광역시 ***********,hongseu**************,44774008.093~44793091.711,3807584.23~3811287.432,김**,010-*********,04022*********
경상북도 ***********,cgim*********,29708030.88~29720232.938,18873400.775~18879609.764,오**,010-*********,01021*********
충청북도 ***********,si@r*******,57973024.221~57997227.341,9517154.628~9528179.519,김**,010-*********,69120*********
서울특별*********,ryuyeo***********,87609144.063~87650708.776,50983585.654~51057410.078,차**,010-*********,14090*********
전라남도 ***********,migyeong******************,54432044.865~54435366.316,6339908.535~6349604.2,이**,010-*********,95062*********
전라북도********,jiao@y*************,27616070.0~27625154.765,8008921.73~8012051.008,박**,010-*********,86112*********
충청북도 ***********,ogja17************,15499591.974~15536459.643,3902251.492~3904850.137,정**,010-*********,11030*********
서울특별*********,yeongceo*****************,29355133.444~29388066.932,5363251.554~5365212.093,조**,010-*********,91121*********
서울특별시*********,dbag@**********,29720232.938~29749938.326,12675735.542~12692749.392,최**,010-*********,02033*********
세종특별자**********,hyeonjeon******************,56285419.262~56287724.716,2526659.773~2534206.968,김**,010-*********,08030*********
인천광역*********,ryus********,51065965.524~51078075.451,2944007.166~2945821.701,이**,010-*********,89102*********
인천광역********,gimseo*************,89264378.922~89288164.415,18025363.68~18031059.469,오**,010-*********,94032*********
경상북도 **********,wyang@**************,23117378.208~23125176.882,2767190.283~2770436.808,박**,010-*********,76012*********
세종특별자치*************,doyun*********,54435366.316~54446113.66,5528866.306~5536774.288,송**,010-*********,47120*********
인천광역시*********,qgim@**********,86259342.972~86274995.258,16341719.783~16351164.938,박**,010-*********,75042*********
서울특별시**********,seoyeo************,38962076.656~38990037.912,14975900.029~14983607.011,김**,010-*********,92091*********
대구광역********,migyeon***************,72041253.088~72049261.06,19673716.74~19682893.272,최**,010-*********,73062*********
서울특별시*********,rbag@y*************,41396766.525~41408373.159,2307802.383~2310763.402,박**,010-*********,63112*********
경상북도 **********,eungyeong******************,18580106.93~18589438.0,2615348.189~2617732.592,홍**,010-*********,07111*********
대구광역*********,rjan********,33851135.137~33876027.076,2501027.051~2502911.428,김**,010-*********,07032*********
서울특별*********,gimjeo*************,12092684.028~12120248.446,6317803.062~6325476.158,김**,010-*********,46051*********
충청북도 ***********,seongsu***************,53130393.912~53152424.398,4140527.665~4145920.856,이**,010-*********,06070*********
울산광역********,yejungi****************,65845554.65~65849780.925,2589209.526~2591706.31,오**,010-*********,52082*********
충청남도 ***********,seojunc***************,87271394.786~87282958.06,3557172.374~3559888.275,이**,010-*********,47090*********
제주특별자치*************,iseony**************,15835216.59~15840001.235,3886080.41~3890615.217,양**,010-*********,12082*********
울산광역********,sugja1************,26864046.645~26875235.439,1146400.558~1149187.392,김**,010-*********,09121*********
울산광역시 ***********,hyeons************,58917059.685~58925175.429,4022631.32~4023446.917,강**,010-*********,84040*********
충청북도 ***********,yeweo***********,71349716.218~71369573.633,27969181.144~28015162.89,이**,010-*********,55102*********
충청북도 ***********,baghyeo****************,53509096.527~53538410.066,10713732.24~10721189.859,김**,010-*********,59112*********
대구광역시 ***********,boram0************,55279506.011~55292412.972,31362608.36~31410913.37,장**,010-*********,52012*********
전라북도 ***********,jinu50************,91374725.758~91401609.647,59097283.36~59748581.371,김**,010-*********,97010*********
경상남도********,jeongu***********,96706883.663~96743613.925,47667292.148~47696103.711,이**,010-*********,66102*********
전라북도 ***********,gimeungye******************,4146616.623~4169651.187,753234.26~753994.454,박**,010-*********,81121*********
광주광역시*********,tan@ju************,5301483.944~5330393.388,2205830.674~2209580.706,이**,010-*********,44092*********
대구광역*********,xgang**********,64644817.064~64668546.474,12170161.616~12174686.467,문**,010-*********,63020*********
경기도 안**********,sanghye***************,61867452.8~61888962.25,18364840.991~18372244.378,박**,010-*********,11042*********
울산광역********,myeongj**************,49201986.86~49226397.966,16554086.882~16560236.685,홍**,010-*********,93061*********
경상남도 ***********,sumi*********,5991123.32~6005503.712,4365107.585~4373247.204,장**,010-*********,50022*********
경상북도********,hyeonj*************,26783272.849~26791572.52,8137970.241~8142802.376,김**,010-*********,03032*********
광주광역********,jeonghoj******************,86123334.312~86126124.631,18318564.689~18323265.4,김**,010-*********,90123*********
부산광역시 ***********,bagyeo*************,95880314.282~95901376.637,13803716.57~13805837.848,손**,010-*********,73042*********
경상남도 창************,jeongung******************,85419028.359~85444147.363,7659924.258~7661952.026,이**,010-*********,95043*********
충청남도 ***********,geonu3**************,87107294.382~87116744.715,20056063.04~20080839.316,최**,010-*********,88031*********
인천광역********,seojun7***************,65296174.952~65311217.856,1011861.355~1013192.607,홍**,010-*********,60061*********
부산광역시 ***********,minj*********,77556896.634~77577123.815,31733812.872~31755864.46,신**,010-*********,67061*********
서울특별*********,ocoe@**********,70453180.893~70461827.37,4884518.729~4888080.81,김**,010-*********,00062*********
부산광역********,gimseo************,71829667.178~71840834.246,3426400.096~3433717.968,조**,010-*********,74083*********
경상북도 ***********,miyeo***********,3488559.446~3500044.086,243458.718~243538.27,황**,010-*********,66082*********
세종특별자치*************,wji@ju************,77190971.68~77198113.606,2707593.672~2709942.663,김**,010-*********,51051*********
경기도 수**********,gimmin*************,9449380.684~9452503.51,3292269.187~3294130.727,김**,010-*********,63021*********
울산광역********,hyeonje***************,58568624.805~58594497.916,30228890.987~30262218.83,이**,010-*********,87052*********
충청남도 ***********,yejiba**************,93261602.3~93266502.436,38085556.784~38143127.738,장**,010-*********,94122*********
충청북도 ***********,gogeon**************,22278395.578~22317241.885,507793.265~508548.66,이**,010-*********,51090*********
서울특별*********,seungm*************,16545540.404~16580281.937,421677.243~422450.831,문**,010-*********,05081*********
경상남도********,eunjeo*************,3326899.893~3332880.063,788828.099~790575.277,남**,010-*********,98083*********
전라남도 ***********,gimdong****************,68632613.342~68650829.627,35220657.483~35296571.449,김**,010-*********,44021*********
광주광역*********,dohyeon***************,18293630.14~18298457.653,837585.22~838773.569,이**,010-*********,83071*********
경상북도 ***********,lo@yuh***********,6559764.786~6565090.33,4165339.275~4167385.678,이**,010-*********,82060*********
대전광역********,yangeuns*****************,67313172.834~67319586.808,7974656.489~7982590.893,남**,010-*********,88082*********
전라북도********,yeongsuhw******************,60510929.877~60524540.946,24258965.447~24260311.495,고**,010-*********,12022*********
광주광역*********,bagseo************,32275180.466~32278018.962,10753388.637~10754367.53,우**,010-*********,53091*********
대전광역*********,bagjihy***************,48197240.471~48205436.034,14507200.822~14511791.914,김**,010-*********,09102*********
세종특별자치*************,seongho****************,15277506.494~15299271.275,6983339.947~6989103.286,김**,010-*********,07050*********
서울특별*********,yeonghw****************,7771614.199~7791720.552,563407.599~563822.614,박**,010-*********,12111*********
광주광역********,yeeungi****************,81357384.988~81372290.34,5990881.383~5995410.891,박**,010-*********,00110*********
전라남도 ***********,jihy*********,4961378.314~4985826.624,948656.242~949794.278,박**,010-*********,78021*********
경상북도 ***********,seongjin*****************,58790833.539~58798366.78,10504797.89~10510188.395,박**,010-*********,99052*********
대전광역*********,baghyeonj*******************,73863315.132~73880524.227,16190337.335~16204984.36,박**,010-*********,62092*********
인천광역*********,bba*******,23848895.024~23856783.872,6116815.542~6121510.28,진**,010-*********,47010*********
전라북도 ***********,coesun************,10439827.315~10453276.507,3721146.314~3721809.127,이**,010-*********,68030*********
전라남도 ***********,coeyeon***************,19880113.174~19885515.653,8679850.12~8688643.615,손**,010-*********,94111*********
인천광역*******,bgim*********,9206516.193~9241087.58,1339574.92~1341738.098,김**,010-*********,06022*********
경상남도 ***********,gyeongsu*****************,15685439.486~15710356.62,2939412.74~2942421.32,최**,010-*********,49081*********
대전광역********,minju***********,23135861.397~23176948.774,6989103.286~6991399.902,노**,010-*********,02030*********
경상북도 ***********,suji*********,92598150.059~92642943.87,16253175.265~16260686.021,이**,010-*********,79112*********
강원도 *******,mba*******,73078931.452~73082400.894,37454294.103~37483104.758,서**,010-*********,47013*********
강원도 영***********,jeongung****************,42697177.052~42715052.994,28914505.844~28939450.747,황**,010-*********,66091*********
충청북도 ***********,imin********,79411924.242~79423637.26,2438806.425~2440904.27,남**,010-*********,62060*********
서울특별*********,yeji*********,12529537.623~12553509.791,6765039.894~6766923.182,박**,010-*********,52110*********
인천광역********,jeongu************,28318280.794~28337540.732,14913312.205~14918201.833,양**,010-*********,46050*********
부산광역*********,seongmin******************,63640227.44~63663807.099,11981711.842~11984811.19,김**,010-*********,76121*********
전라남도 ***********,jiu81@*************,96529441.907~96540236.58,12570271.566~12581757.728,진**,010-*********,44062*********
경상남도 창************,hyejing****************,92557989.557~92578593.782,13684690.209~13700484.269,김**,010-*********,63111*********
충청남도 ***********,jeongsub*****************,87042110.279~87064230.722,28159771.656~28178893.832,이**,010-*********,04071*********
경상남도 ***********,ki@g*******,21894858.289~21909262.76,4139753.342~4140527.665,최**,010-*********,76072*********
대구광역시 ***********,jihye80***************,67923513.496~67946383.316,46467616.995~46553459.085,이**,010-*********,94082*********
충청남도 ***********,ybag@*********,33179309.36~33203565.227,16640912.72~16643196.036,김**,010-*********,57060*********
경상북도 **********,dohyeon****************,14154343.38~14168618.974,4130741.392~4132716.031,이**,010-*********,79021*********
전라북도 ***********,donghye**************,29826564.689~29831341.042,14052176.0~14057855.719,양**,010-*********,06012*********
광주광역*********,seongsu****************,53939309.62~53977375.1,6864225.012~6866501.966,최**,010-*********,59050*********
대전광역********,gimcu**********,7992153.177~8022434.678,940806.439~941918.028,이**,010-*********,14091*********
울산광역시 ***********,gsin@j*************,38076845.582~38099011.42,7787223.965~7790342.152,장**,010-*********,70060*********
광주광역*******,gu@******,21818958.43~21831603.38,10449290.076~10453989.076,박**,010-*********,74020*********
광주광역********,gangyewe*****************,75586183.836~75602331.265,8164462.25~8168115.434,오**,010-*********,52071*********
부산광역시*********,donghyeo*****************,45853060.298~45863451.858,2910612.252~2912982.659,박**,010-*********,68052*********
울산광역********,jinho*********,18580106.93~18589438.0,11472941.453~11474873.321,최**,010-*********,05120*********
서울특별********,hyeonj**************,12618660.94~12629942.296,613534.746~614592.215,심**,010-*********,44042*********
전라남도 **********,yeonghog****************,64018593.76~64047513.583,7524441.354~7532280.499,하**,010-*********,10060*********
강원도 *******,jeonjih***************,45548362.302~45567854.106,4895637.085~4898646.352,김**,010-*********,60040*********
대전광역********,gimmyeo***************,52506215.46~52510315.815,3826769.317~3829383.485,고**,010-*********,73070*********
서울특별*********,seong***********,10974163.358~11023528.852,862649.94~864162.614,이**,010-*********,11012*********
서울특별*********,sinjihy****************,96943934.946~96963150.086,6972291.803~6980828.818,김**,010-*********,97010*********
경기도 수**********,bgo@*********,59522362.976~59561180.517,22308498.48~22317677.485,이**,010-*********,55072*********
전라북도 ***********,fgim@y************,9928952.59~9940143.965,6213508.695~6219310.895,허**,010-*********,84061*********
경상남도 ***********,hyeon***********,30472993.288~30487918.054,3272699.58~3278165.444,김**,010-*********,10040*********
서울특별*********,sgim@*********,19198313.71~19236128.696,2296141.34~2297035.981,조**,010-*********,60052*********
대구광역********,iyejin**************,85578811.2~85579354.765,6244997.864~6251689.231,김**,010-*********,75040*********
부산광역시 ***********,rcoe@**********,27273755.797~27290622.078,5698536.965~5705050.989,박**,010-*********,88070*********
대구광역********,sinmyeon******************,48380329.04~48394501.504,13866124.63~13890320.103,류**,010-*********,14080*********
강원도 *******,iseoyeo****************,14661565.754~14668970.166,1123427.999~1124392.148,정**,010-*********,04072*********
경상남도 ***********,jinho**********,74093716.296~74125454.017,44837361.95~44877327.026,류**,010-*********,12081*********
대전광역********,ecoe@**********,99017511.661~99026659.046,40809114.068~40856586.544,이**,010-*********,61031*********
인천광역시*********,xyan*******,28392004.401~28414915.655,2763854.733~2765407.208,곽**,010-*********,12081*********
광주광역*********,xgim@s************,72783204.968~72808711.147,11654160.711~11657602.226,문**,010-*********,57092*********
광주광역********,yeongceol******************,66156944.722~66183277.489,17593417.568~17616290.563,이**,010-*********,86111*********
경기도 김**********,bagjae************,9068000.116~9087004.628,1203266.851~1206344.75,한**,010-*********,82111*********
울산광역********,jgim@c***********,93714437.231~93726209.896,9564414.755~9565990.024,이**,010-*********,82082*********
경기도 ********,baegjeon*****************,49669289.166~49696219.602,7289954.04~7294415.872,이**,010-*********,78031*********
경상북도 ***********,seungmi****************,34102402.789~34120626.98,2466548.838~2467067.492,신**,010-*********,10103*********
충청북도 청**************,nobyeong******************,9013056.979~9068000.116,2985872.796~2987342.525,이**,010-*********,14041*********
대전광역*******,iyeongj**************,4989685.794~4996267.039,1425690.248~1425874.172,김**,010-*********,06062*********
경상북도 ***********,yeongsi***************,62754215.828~62762754.748,6370106.975~6374248.475,송**,010-*********,95082*********
세종특별자치*************,haeuni***********,80050288.085~80056765.964,25145911.393~25187779.826,김**,010-*********,71050*********
경기도 화**********,cju@s*********,50501202.001~50560407.724,9280927.395~9285148.618,권**,010-*********,03061*********
경상남도 ***********,iseonghy****************,50313759.102~50356938.315,5902797.326~5905461.244,전**,010-*********,89061*********
경상북도 ***********,pjo@yu***********,30075269.302~30095278.97,6559988.456~6563216.966,송**,010-*********,72041*********
세종특별자치*************,hyeonji**************,95318335.381~95329394.07,20490747.496~20494835.783,안**,010-*********,08031*********
광주광역시*********,jinu*********,36793316.325~36803642.02,10426855.399~10430819.923,이**,010-*********,88102*********
제주특별자치**************,wgim@**********,33470003.917~33482862.21,111875.842~113432.04,권**,010-*********,54011*********
경기도 ********,yunyeon**************,86566319.31~86576072.623,140966.712~141225.472,김**,010-*********,10040*********
울산광역********,vjeong*************,44509504.524~44524794.634,14467078.347~14476618.8,이**,010-*********,81052*********
경상남도 창원***************,eunju60***************,11634206.046~11702489.757,2060420.255~2068274.673,오**,010-*********,00030*********
전라북도 ***********,hgan*********,46090630.422~46135011.566,5157586.007~5160872.235,류**,010-*********,48032*********
세종특별자치**************,qbag@y************,49808932.008~49818597.517,13017099.799~13021043.354,강**,010-*********,00113*********
대전광역********,ogim@g*************,51206115.888~51225054.94,2245864.798~2252439.494,김**,010-*********,96051*********
광주광역********,kan@c**********,62099733.536~62127814.761,23472142.114~23476409.772,김**,010-*********,47041*********
울산광역********,seohyeon******************,7519856.914~7529329.166,540503.08~541662.483,김**,010-*********,88112*********
서울특별시***********,byeong**************,17668667.472~17698642.045,5822918.107~5823653.641,박**,010-*********,51111*********
대구광역*********,hyeonju8****************,31921785.276~31932152.558,14608336.645~14614859.146,이**,010-*********,77121*********
대전광역********,di@yuh***********,96017161.885~96028935.626,2297035.981~2301698.191,김**,010-*********,54060*********
대전광역*********,naseon***********,31150634.368~31156432.105,12355808.37~12358091.541,김**,010-*********,00042*********
서울특별********,jungsu**************,75563173.746~75586183.836,16630377.326~16640912.72,엄**,010-*********,02101*********
대전광역*********,rheo@g*************,21263077.69~21278850.159,6110428.019~6116815.542,김**,010-*********,60080*********
경기도 포**********,seoyu*********,5432482.054~5452465.835,1368833.746~1371813.881,윤**,010-*********,57051*********
광주광역********,jaehyeo****************,64533441.056~64573367.309,1523366.641~1523922.42,이**,010-*********,93113*********
대구광역*********,eungye*************,45216372.018~45239515.415,2204362.078~2205830.674,이**,010-*********,03120*********
충청북도 ***********,jangye*************,36803642.02~36824680.496,1376974.089~1378265.05,양**,010-*********,60061*********
부산광역시 ***********,hanhyeo****************,3201796.693~3207782.35,1169650.093~1170520.76,김**,010-*********,97121*********
제주특별자***********,kseong***********,82609087.044~82625092.492,8211220.174~8215265.593,문**,010-*********,79022*********
전라남도 ***********,coehae**************,81263269.75~81269369.985,3181002.945~3185234.273,김**,010-*********,67122*********
대전광역*********,eungye***********,81911168.958~81940667.968,5087641.719~5093766.887,김**,010-*********,05090*********
대구광역********,hyeonj**************,75761309.508~75789152.139,18388635.642~18399539.12,박**,010-*********,73101*********
울산광역********,jieunc*************,47591415.024~47618405.906,20112188.765~20137435.613,심**,010-*********,99053*********
울산광역********,xgim@b*************,91900572.034~91905806.096,628698.952~629388.378,김**,010-*********,10103*********
전라북도 ***********,myeongs**************,58093945.846~58107657.19,6448997.3~6457017.392,박**,010-*********,53060*********
제주특별자치**************,yeongsu***************,22584693.153~22642487.998,4894503.277~4895637.085,손**,010-*********,96122*********
서울특별*********,imigye*************,31632979.496~31647818.258,2990393.316~2992545.635,강**,010-*********,11100*********
충청북도 ***********,xi@yuh***********,50606934.795~50636315.872,14230140.914~14240539.448,김**,010-*********,89120*********
대전광역********,ihyeon***********,48244329.98~48260732.169,8776838.349~8780472.242,최**,010-*********,45082*********
강원도 원**********,haeun70**************,58025436.067~58048529.984,7289954.04~7294415.872,양**,010-*********,67121*********
경상남도 ***********,ygim@y************,22101633.459~22108990.075,3740582.49~3742232.641,박**,010-*********,14100*********
대구광역시*********,myeongsug******************,45736367.455~45744062.502,20612217.073~20628327.268,문**,010-*********,11022*********
경상남도 **********,mijeo***********,87805762.776~87825246.369,4931571.122~4935307.295,이**,010-*********,71070*********
부산광역시*********,ri@******,19448947.759~19456658.901,10608603.311~10618522.576,이**,010-*********,96060*********
인천광역*********,yeji91@**************,39284587.752~39303233.544,9238439.786~9244458.256,박**,010-*********,13031*********
강원도*******,eunyeo************,32278018.962~32291411.208,1447017.224~1448701.891,강**,010-*********,66082*********
부산광역시*********,nojun**********,34176027.968~34189619.891,4811681.169~4816625.841,김**,010-*********,04070*********
인천광역*********,hheo@*********,56857181.92~56869644.224,6281219.306~6289976.1,권**,010-*********,47082*********
경기도 수**********,hanjun************,18996059.58~19031000.566,8132593.489~8135916.582,전**,010-*********,57101*********
경상북도 ***********,junhye***********,73635494.25~73641158.109,33567727.404~33594923.526,박**,010-*********,66042*********
부산광역시 ***********,seoyeo**************,30829530.086~30874979.284,1176299.882~1177999.886,황**,010-*********,65021*********
세종특별자치*************,jaeho0************,30829530.086~30874979.284,3035053.96~3036562.534,최**,010-*********,86022*********
인천광역********,yeongs*************,38456848.557~38470992.174,6046642.912~6048023.672,김**,010-*********,86020*********
인천광역시 ***********,bjang@**************,22086363.092~22101633.459,4977757.221~4982502.311,최**,010-*********,04060*********
전라남도 ***********,mijeo***********,32707564.79~32716660.757,6102633.246~6106940.451,강**,010-*********,10052*********
서울특별*********,sumin6************,59188434.76~59211844.391,7820387.123~7823226.69,장**,010-*********,65102*********
경상북도 포*************,gyeong***********,55963536.394~55975760.726,14219566.861~14230140.914,김**,010-*********,47021*********
전라북도 군***********,ieun*********,48347761.644~48355192.082,1310078.301~1311013.852,이**,010-*********,87110*********
강원도 정**********,eunyeon***************,48355192.082~48366829.726,25559816.955~25600446.808,배**,010-*********,59040*********
경상북도 ***********,jiweong****************,2834931.842~2852406.058,1124392.148~1126525.563,문**,010-*********,71111*********
전라북도 ***********,minjae2****************,94367788.494~94383517.156,30029908.697~30080517.69,김**,010-*********,82051*********
전라북도 ***********,donghye****************,43762871.189~43785941.253,4321680.054~4324120.168,이**,010-*********,58090*********
충청북도 ***********,seohyeo***************,49985153.451~49994854.722,21535997.435~21548353.594,이**,010-*********,14060*********
대전광역********,mgim@**********,88837395.686~88854030.854,205063.73~207005.306,박**,010-*********,58022*********
경상북도 ***********,ogjagi***********,4935999.321~4961378.314,347578.892~348699.982,이**,010-*********,47123*********
부산광역*********,rgim@g***********,63558981.192~63568785.047,15080551.359~15097348.631,박**,010-*********,53012*********
충청북도 청**************,ki@yu***********,40613863.925~40628055.515,16596876.343~16612019.111,권**,010-*********,93101*********
광주광역********,lbag@y*************,3500044.086~3519764.434,688342.752~689746.086,장**,010-*********,05111*********
대구광역*********,baegmije******************,81659994.456~81688992.084,9390791.723~9397759.4,김**,010-*********,45021*********
전라북도 ***********,bagjun*************,71303335.998~71319308.067,31669366.39~31710410.708,김**,010-*********,83091*********
전라북도 ***********,yeongsuc****************,48679435.726~48701425.054,29633170.925~29656272.257,권**,010-*********,95041*********
대전광역********,hgim@**********,33031514.741~33070462.479,2007536.492~2009199.529,곽**,010-*********,75110*********
광주광역********,oco*******,15212702.4~15257316.923,1469509.069~1471267.718,진**,010-*********,13052*********
대전광역********,gimhyeji****************,33203565.227~33228442.09,9818464.626~9819600.659,이**,010-*********,64081*********
울산광역********,sgweon************,84186604.731~84201239.592,25410179.392~25436247.771,박**,010-*********,69092*********
광주광역********,lgim********,10194899.22~10210060.68,978853.624~983450.047,이**,010-*********,92062*********
제주특별자치*************,wjeon***********,60949684.731~60962391.069,17963395.224~17976554.569,김**,010-*********,45102*********
경상남도 ***********,jungsu81****************,22687810.335~22693446.203,1140878.972~1144871.734,박**,010-*********,02071*********
부산광역시 ***********,abag@**********,19846494.46~19857627.621,558002.968~559769.671,최**,010-*********,57010*********
서울특별시*********,gimjunhy*****************,93404622.322~93407798.441,31845560.004~31878830.076,이**,010-*********,06080*********
대전광역********,seungm**************,46323531.893~46346612.682,2256872.882~2259860.046,이**,010-*********,67112*********
경기도 성**********,seongsu9****************,40150971.474~40160475.42,12215833.807~12218535.722,김**,010-*********,81010*********
경상북도 ***********,jeongsun*****************,24819248.634~24875516.879,1539888.952~1540585.282,강**,010-*********,70030*********
서울특별*********,mson********,41411637.044~41447476.122,18997011.849~19009259.465,이**,010-*********,91050*********
충청북도 ***********,siuhw*********,77809356.485~77861919.764,39150590.918~39188388.515,안**,010-*********,10120*********
대구광역********,yunseogi****************,39263765.234~39284587.752,7054326.215~7054751.861,김**,010-*********,12042*********
충청북도 ***********,yumin**********,11077512.586~11109622.594,2644146.889~2646692.328,박**,010-*********,92050*********
부산광역시*********,gweonju***************,32268062.09~32272263.973,2625509.149~2630845.33,강**,010-*********,85051*********
충청북도 ***********,dgo@yu************,96158072.495~96174168.106,8023089.406~8029399.574,김**,010-*********,05080*********
서울특별*********,gimjaeh****************,94198628.549~94215717.974,35021388.546~35065071.18,나**,010-*********,55060*********
전라북도 ***********,kyu@b*********,80056765.964~80074211.415,6151581.772~6155259.379,박**,010-*********,83021*********
경상남도 ***********,caeweonc*****************,4185426.166~4191462.112,518527.418~525568.242,김**,010-*********,72011*********
경기도 용인*************,gyeong*************,30746102.172~30754294.554,3020045.15~3021385.952,김**,010-*********,75110*********
세종특별자치*************,jeongung*****************,76703716.321~76716434.715,6435188.127~6437534.226,김**,010-*********,87102*********
충청남도 ***********,gimjie**************,46015821.818~46090630.422,1600700.754~1601302.705,조**,010-*********,63102*********
강원도 횡**********,wyun@g************,58376308.441~58399326.112,10833426.006~10847000.93,정**,010-*********,00041*********
서울특별*********,myeong***********,59474968.692~59481749.467,2704116.874~2707593.672,김**,010-*********,71081*********
서울특별*********,seungm***********,66116005.236~66142685.427,17725478.568~17737391.56,곽**,010-*********,64080*********
강원도 영*********,ngim@j************,56040032.266~56063068.481,22112446.269~22147570.16,최**,010-*********,49113*********
제주특별자치**************,gjan********,83705330.429~83719584.139,11820844.721~11834095.41,이**,010-*********,08070*********
충청남도 천**************,ggim@**********,19791889.424~19801560.918,5877909.765~5879797.051,이**,010-*********,50032*********
부산광역*********,jeongja6****************,21558988.572~21588692.83,7667090.7~7670501.163,김**,010-*********,81013*********
경상북도 ***********,ogsu*********,79149285.747~79162468.288,27093738.643~27107666.433,조**,010-*********,56063*********
대전광역********,bagmyeon****************,9821289.724~9875965.966,3160073.705~3160847.67,김**,010-*********,03090*********
전라북도 ***********,yeong**********,18233871.536~18253968.81,5569321.381~5574005.811,오**,010-*********,08120*********
전라남도 ***********,fsin@***********,66200317.058~66222834.747,6888903.161~6890003.848,김**,010-*********,91081*********
전라북도 ***********,anmyeong*****************,94719676.074~94734179.764,41719118.379~41930137.169,윤**,010-*********,04090*********
강원도 고***********,jeongsu***************,70850912.236~70910666.27,1540585.282~1542346.654,차**,010-*********,50032*********
전라북도 ***********,ubag*******,85357137.686~85399456.251,50520479.267~50563966.587,김**,010-*********,06071*********
제주특별자치**************,hyeonuj****************,6166190.635~6171354.828,1840411.01~1844544.013,김**,010-*********,49072*********
전라남도 ***********,gimjun*************,17573743.291~17602927.782,5395992.914~5402521.991,하**,010-*********,81111*********
제주특별자***********,dgim*******,57997227.341~58017473.393,13032965.574~13033533.551,홍**,010-*********,96112*********
전라북도 ***********,phan@y*************,55173994.567~55185269.578,32250708.875~32292009.027,윤**,010-*********,69071*********
인천광역*********,yeongh**************,29137749.562~29150607.821,9517154.628~9528179.519,한**,010-*********,00011*********
경상북도 ***********,byeongc***************,12525296.232~12529537.623,155206.671~156036.136,양**,010-*********,68030*********
세종특별자치*************,eunse***********,10453276.507~10471050.761,3205652.629~3208960.044,서**,010-*********,68061*********
경상북도 ***********,ogja*********,9181941.59~9186835.15,730288.813~730498.486,김**,010-*********,12032*********
광주광역시*********,gimsangh*****************,19867789.315~19880113.174,1283095.385~1285541.18,김**,010-*********,96010*********
경기도 용**********,eunji*********,67996392.922~68019283.5,30894639.109~30963881.403,이**,010-*********,05070*********
충청북도 영***********,minjigi****************,41580913.758~41590048.4,2774852.611~2775259.257,최**,010-*********,85042*********
부산광역*********,ijihy***********,95761843.595~95767409.724,33323547.064~33353356.994,오**,010-*********,74091*********
전라북도 ***********,gimseo*************,55994431.771~56018081.418,22755808.502~22777784.476,이**,010-*********,91122*********
대전광역*********,pgang***********,81788240.817~81841371.818,5133626.25~5141318.04,장**,010-*********,45022*********
대구광역*********,gyeong*************,9371395.266~9395504.438,197325.572~198220.854,윤**,010-*********,73082*********
경상남도 ***********,vgim@y*************,3178650.055~3201796.693,508548.66~510259.986,김**,010-*********,92092*********
충청남도 ***********,baegyeon******************,52251605.181~52259265.835,2586499.013~2587287.22,엄**,010-*********,81012*********
강원도 고**********,jia40@*************,17621955.789~17635643.175,8475786.518~8485258.601,이**,010-*********,64052*********
서울특별********,ogsu*********,99639326.228~99680352.136,35957500.028~36014271.663,이**,010-*********,79071*********
경기도 *******,hyejin0****************,12766900.601~12778847.369,5827560.788~5833373.215,최**,010-*********,47112*********
대구광역*********,qcoe********,21868925.11~21894858.289,4087590.993~4089300.405,박**,010-*********,84072*********
대전광역********,yeongsig*****************,63799914.045~63818862.213,11488646.72~11493051.424,이**,010-*********,03072*********
경상남도 ***********,seojun*************,72870466.497~72908565.755,17009078.0~17043857.953,윤**,010-*********,10121*********
세종특별자치*************,dgwe********,71935522.817~71962791.32,36538918.58~36552389.119,하**,010-*********,61012*********
충청북도 ***********,qi@yuh***********,6636371.775~6662808.904,1473202.28~1474515.251,김**,010-*********,56092*********
강원도 *******,ojeongs****************,71030479.978~71046131.247,18605021.293~18614629.03,최**,010-*********,79102*********
서울특별*********,sumi*********,24962608.894~24986793.094,16643196.036~16661848.231,전**,010-*********,45032*********
세종특별자치*************,pi@i*******,54462374.272~54480300.598,18163598.502~18168978.687,남**,010-*********,57080*********
충청북도 단***********,gwagjeon******************,28555135.069~28591532.478,4848267.332~4851872.015,서**,010-*********,90070*********
대전광역*********,kson@y*************,35515642.965~35521570.018,3173068.728~3173641.762,김**,010-*********,93020*********
강원도 정**********,ujie*********,2797498.171~2817482.099,198220.854~200192.506,이**,010-*********,44100*********
전라북도 ***********,gimseo**************,70976436.576~70983715.435,5650266.56~5652314.18,박**,010-*********,68070*********
대구광역********,jongsuj**************,92879606.574~92882735.2,4970365.09~4973639.104,김**,010-*********,04113*********
