name,ssn,phone_number,email,address,car_plate,phone_model,residence_type,job_type,blood_type,favorite_color,marital_status,pet_type,vehicle_type,family_size,hobby,birth_year,mobile_carrier,sns_usage
김영자,980914-2037280,010-3095-5652,miyeonggim@ju.org,전라남도 장흥군 용산면 운주리,22마7821,OnePlus 8T,연립주택,개발자,O,빨강,이혼,물고기,승용차,5,등산,1990,SKT,사용
엄정희,010405-4079276,010-1634-8063,doyunyang@gangyun.net,경상북도 봉화군 법전면 척곡리,69바2391,Galaxy Note 20,연립주택,학생,O,회색,이혼,새,자전거,5,운동,2007,SKT,사용
박영순,470330-1649769,010-9431-5161,hyejineom@baggim.kr,대구광역시 서구 원대동2가,804마8962,OnePlus 9,연립주택,교사,O,분홍,이혼,파충류,버스,1,게임,1996,SKT,미사용
이정수,660225-1065310,010-5778-6538,yeongil22@jusighoesa.com,경상남도 창원시 마산합포구 진동면 교동리,358나9075,Xiaomi Redmi Note 10,오피스텔,디자이너,AB,빨강,미혼,물고기,오토바이,2,요리,2000,LG U+,미사용
구현숙,820214-1504649,010-9274-5008,yeonggilgang@yu.kr,울산광역시 동구 주전동,798마3091,Pixel 7,단독주택,의사,A,보라,사별,없음,트럭,5,게임,1986,LG U+,미사용
이영미,860904-2950070,010-5118-8666,gyeongsugryu@jogimjang.org,경상남도 밀양시 산내면 남명리,206라8771,Galaxy S23,다가구,회사원,A,분홍,미혼,물고기,트럭,6,자전거,2006,알뜰폰,미사용
이옥순,980113-1865167,010-1798-7642,gyeonghyii@ju.org,인천광역시 옹진군 덕적면 백아리,797바6434,Pixel 4,연립주택,의사,O,회색,미혼,물고기,자전거,5,게임,1981,SKT,미사용
김동현,780124-1889492,010-5184-4884,myeongsug52@baeibag.kr,서울특별시 용산구 남영동,394가8629,iPhone 14,기숙사,개발자,B,파랑,기혼,물고기,오토바이,4,영화감상,2007,KT,사용
서성민,610621-2409760,010-3494-2849,mijeongnam@gimi.net,경상북도 구미시 지산동,382다8832,Realme 8,원룸,교사,AB,보라,기혼,새,승용차,5,쇼핑,2000,KT,사용
고영호,450923-2838876,010-3410-5742,zgim@yuhanhoesa.kr,충청남도 부여군 규암면 금암리,460사5351,Galaxy S22,연립주택,디자이너,AB,노랑,미혼,물고기,자전거,6,수영,2007,SKT,사용
김진호,851117-1503722,010-5613-5602,seonyeong74@baggang.org,충청남도 서천군 마산면 군간리,320사6658,iPhone XS,빌라,공무원,A,검정,미혼,물고기,버스,2,게임,2006,LG U+,미사용
김지후,060531-4690717,010-4966-9955,jeonghunsong@gimgim.net,세종특별자치시 세종시 반곡동,756사4621,Redmi 9,빌라,공무원,AB,노랑,사별,물고기,오토바이,3,게임,2000,SKT,사용
김서윤,550620-2235884,010-6362-7290,gyeongja81@yuhanhoesa.com,세종특별자치시 세종시 부강면 등곡리,860바2859,LG Wing,아파트,연구원,AB,빨강,이혼,햄스터,승용차,2,등산,2005,KT,사용
이광수,020604-4405215,010-2869-3225,tgwag@jusighoesa.kr,충청남도 당진시 순성면 성북리,379라1816,iPhone 14,기숙사,프리랜서,A,파랑,사별,강아지,전기차,1,쇼핑,1987,알뜰폰,사용
박서현,490621-2077796,010-8709-6001,gimmijeong@ju.kr,대구광역시 수성구 신매동,30다2388,Redmi 9,단독주택,공무원,AB,회색,이혼,물고기,승용차,5,운동,2010,SKT,미사용
김서연,860621-2781249,010-8758-9027,iseonghun@hanbag.com,광주광역시 남구 구소동,953라1676,Xiaomi Redmi Note 10,오피스텔,교사,B,주황,사별,없음,승용차,5,운동,2007,KT,미사용
송현숙,670918-2618638,010-4477-5370,dohyeon36@yu.kr,경상북도 영천시 신녕면 화남리,935다6089,LG V60,오피스텔,프리랜서,B,검정,사별,고양이,SUV,2,독서,1994,SKT,사용
김민서,921203-1138916,010-5695-6470,dohyeonbag@yu.org,충청남도 부여군 홍산면 좌홍리,738마3146,LG V60,빌라,연구원,O,분홍,이혼,새,SUV,1,쇼핑,1984,KT,미사용
황정숙,570424-1346759,010-3689-6977,yejibag@ju.com,세종특별자치시 세종시 장군면 금암리,303바8307,Realme 8,아파트,간호사,AB,검정,이혼,없음,SUV,1,여행,1994,LG U+,미사용
김예은,440229-2120531,010-5771-6410,yangjia@gimgim.kr,인천광역시 중구 항동7가,453바8052,OnePlus 8T,다가구,공무원,A,초록,이혼,없음,오토바이,1,요리,1982,알뜰폰,사용
김민준,130913-3464438,010-4626-8743,junyeongha@icoe.kr,제주특별자치도 서귀포시 대정읍 상모리,443가3646,iPhone X,단독주택,의사,AB,흰색,이혼,없음,오토바이,6,운동,1995,알뜰폰,미사용
홍지후,460108-1441133,010-7352-6136,byeongceol70@yuhanhoesa.kr,울산광역시 울주군 두서면 인보리,609다9978,Galaxy Z Fold,아파트,간호사,B,빨강,이혼,새,자전거,1,쇼핑,2010,KT,사용
최중수,691117-1870816,010-4142-9059,yeonghobag@ibag.net,충청북도 괴산군 칠성면 쌍곡리,981가8523,Sony Xperia 5 II,단독주택,디자이너,A,보라,미혼,물고기,버스,2,요리,1993,LG U+,미사용
이상철,041213-4819096,010-5422-3532,yeonghwangim@yuhanhoesa.com,부산광역시 해운대구 송정동,774가3690,Galaxy Note 20,기숙사,연구원,AB,분홍,이혼,새,자전거,1,게임,1993,KT,미사용
김상철,140224-4262279,010-7014-1642,jeongsiggim@gimi.kr,울산광역시 울주군 두동면 월평리,707마8457,Galaxy S21,빌라,의사,O,보라,기혼,햄스터,버스,4,사진,1981,SKT,미사용
노민서,600118-1880663,010-7312-8494,fyun@yu.kr,강원도 춘천시 동산면 원창리,217가5161,iPhone 12,기숙사,디자이너,AB,분홍,이혼,물고기,버스,2,수영,1981,KT,미사용
심현지,710331-2946633,010-9247-7036,jeongnamgim@jusighoesa.com,인천광역시 미추홀구 문학동,660라4503,iPhone 14,원룸,회사원,AB,노랑,미혼,파충류,전기차,2,수영,1998,알뜰폰,사용
김영식,740122-2226472,010-8139-3603,migyeong99@igim.com,인천광역시 계양구 작전동,325나1454,Xiaomi Mi 11,아파트,디자이너,B,회색,기혼,없음,SUV,4,쇼핑,1984,LG U+,미사용
하은주,670120-2795800,010-2406-4118,yejun31@hongbagi.com,대전광역시 유성구 화암동,681나9100,Pixel 4a,기숙사,프리랜서,O,노랑,미혼,새,오토바이,4,등산,1980,알뜰폰,미사용
이명숙,560223-2682358,010-3367-1898,yejun25@ryugweon.com,부산광역시 서구 서대신동3가,294바9494,iPhone 13,빌라,공무원,O,파랑,미혼,강아지,자전거,2,등산,1986,SKT,미사용
노영수,020306-3950699,010-5635-8013,minjuni@ihan.org,대전광역시 동구 가양동,789바4644,Redmi 9,원룸,학생,O,초록,미혼,고양이,전기차,3,게임,2010,SKT,미사용
류상호,631214-1946322,010-9812-6305,cunja68@yunbae.kr,전라남도 화순군 남면 대곡리,366라4850,LG Q92,빌라,회사원,AB,파랑,사별,햄스터,자전거,5,영화감상,1995,SKT,미사용
이영진,090629-3871262,010-3233-2920,ii@ju.com,대구광역시 달서구 유천동,933다4174,OnePlus 8T,오피스텔,학생,A,노랑,사별,고양이,자전거,5,요리,1985,SKT,사용
김중수,810706-2520776,010-3933-8131,qbag@jusighoesa.com,세종특별자치시 세종시 조치원읍 원리,62가4933,OnePlus 9,단독주택,프리랜서,AB,보라,사별,물고기,트럭,2,수영,1990,LG U+,사용
박승현,720311-2601085,010-5678-4964,geonu09@yu.net,충청북도 음성군 원남면 보룡리,673바3736,Galaxy A52,연립주택,간호사,A,회색,미혼,새,오토바이,2,여행,1995,알뜰폰,미사용
김성호,740228-1951125,010-2686-8764,sgweon@ibagi.org,부산광역시 남구 우암동,32다9532,Pixel 4a,원룸,자영업,AB,검정,사별,새,자전거,4,독서,2005,알뜰폰,미사용
박성진,800718-2900036,010-4732-3201,ggim@ju.org,충청북도 보은군 탄부면 평각리,980다7175,Redmi 9,단독주택,회사원,B,주황,기혼,없음,자전거,6,등산,2001,알뜰폰,사용
권영희,720331-1256021,010-9906-9282,jeongjahwang@yuhanhoesa.com,경상북도 영주시 이산면 신천리,28사7938,LG V60,빌라,연구원,A,회색,사별,없음,승용차,4,운동,1987,알뜰폰,사용
김은서,140411-4128851,010-7698-8492,jinu27@yu.com,경상남도 의령군 의령읍 만천리,758바2774,Xiaomi Mi 11,빌라,의사,B,노랑,이혼,없음,오토바이,1,사진,1997,SKT,미사용
오준혁,900212-1846790,010-3038-7382,gimyeweon@ju.com,서울특별시 성동구 홍익동,815다2782,Pixel 7,다가구,회사원,O,분홍,이혼,햄스터,트럭,6,영화감상,1987,LG U+,사용
이영식,691128-2384094,010-1619-4531,xyang@igo.org,전라남도 목포시 용해동,726사2698,iPhone 14,기숙사,마케터,B,파랑,이혼,강아지,오토바이,2,등산,2009,알뜰폰,미사용
박광수,950827-2753232,010-4220-5958,myeongja22@iibag.com,세종특별자치시 세종시 연동면 용호리,187라5220,Motorola Moto G Power,다가구,마케터,B,회색,이혼,새,버스,6,영화감상,1989,알뜰폰,미사용
박지현,900809-2831576,010-9306-3860,donghyeongang@hangweongim.org,충청남도 서천군 기산면 광암리,369사8430,Galaxy S23,아파트,간호사,AB,초록,미혼,없음,트럭,1,사진,1995,SKT,사용
박재현,560430-1745218,010-1014-7903,sanghoseo@gimhan.com,부산광역시 중구 동광동3가,786라7008,Realme GT,다가구,의사,B,주황,사별,강아지,자전거,2,영화감상,1980,SKT,사용
이영철,580208-1001253,010-6525-1697,mgim@yuhanhoesa.kr,서울특별시 동대문구 전농동,416나8391,iPhone 7,원룸,프리랜서,O,검정,기혼,없음,자전거,2,자전거,2010,LG U+,사용
성경수,520626-2305870,010-8801-9648,hayunyun@jusighoesa.org,강원도 정선군 고한읍 고한리,594가5506,Galaxy Note 10,빌라,회사원,O,파랑,이혼,햄스터,자전거,2,자전거,1987,알뜰폰,사용
장정훈,040213-3682314,010-7058-4306,gimyeonggil@coehwanggim.com,경기도 성남시 중원구 중앙동,199가6179,Realme GT,단독주택,마케터,O,주황,이혼,고양이,자전거,6,음악감상,1981,KT,미사용
백정희,050418-4126893,010-6692-1076,imigyeong@yuhanhoesa.com,인천광역시 계양구 계산동,536나9827,Redmi 9,연립주택,의사,AB,주황,기혼,파충류,버스,2,요리,2003,KT,미사용
서진호,781019-1075580,010-6976-7111,gimjaehyeon@bagson.org,울산광역시 북구 천곡동,471가4685,Xiaomi Poco F3,다가구,개발자,B,빨강,미혼,강아지,오토바이,5,사진,1991,알뜰폰,사용
류상훈,750527-2463640,010-6174-1990,minjunbag@oi.com,강원도 고성군 죽왕면 마좌리,504바3320,Galaxy A12,다가구,마케터,AB,주황,기혼,새,SUV,5,독서,1996,SKT,사용
김영철,701128-2527851,010-3602-9609,eunjui@yuhanhoesa.com,충청남도 천안시 동남구 수신면 장산리,631다6370,Realme 8,연립주택,디자이너,AB,노랑,이혼,고양이,자전거,6,게임,1990,알뜰폰,사용
조현지,110622-4864428,010-8754-9746,songsugja@baeggim.com,대전광역시 유성구 봉명동,365나4369,Motorola Edge 20,원룸,마케터,B,흰색,기혼,파충류,승용차,4,영화감상,2005,알뜰폰,사용
김예은,900920-1549650,010-3397-2211,jgweon@gimyuncoe.net,전라남도 구례군 산동면 신학리,815사5507,Pixel 8,다가구,간호사,A,흰색,이혼,강아지,승용차,5,독서,1984,SKT,미사용
강승민,130108-4628847,010-3624-2637,subinson@baegangyun.com,경기도 시흥시 능곡동,738가1471,iPhone XR,단독주택,디자이너,B,회색,기혼,새,트럭,6,여행,1985,LG U+,사용
김준영,760710-1821434,010-4709-5228,gimjaehyeon@gimhonggim.com,광주광역시 남구 화장동,599다8086,Oppo Reno 6,오피스텔,디자이너,A,초록,미혼,없음,자전거,5,게임,1994,KT,미사용
정은경,960618-2480055,010-6625-5106,gimjunseo@yuhanhoesa.org,강원도 양구군 양구읍 웅진리,351나9435,Galaxy S10,오피스텔,디자이너,AB,회색,이혼,파충류,전기차,3,여행,1995,LG U+,미사용
박예진,521105-2096271,010-9771-8346,yejin97@yu.kr,서울특별시 서초구 원지동,519다5787,Xiaomi Poco F3,빌라,마케터,A,주황,사별,강아지,자전거,4,게임,1997,LG U+,미사용
이도현,120202-4906767,010-7939-8814,eseo@gimcoegim.kr,경상남도 진주시 정촌면 화개리,217라9128,Oppo Reno 6,아파트,프리랜서,AB,주황,미혼,강아지,버스,3,영화감상,1989,KT,미사용
최민준,900117-1249616,010-1211-2117,ijia@jusighoesa.com,대구광역시 동구 봉무동,610다7829,Xiaomi Mi 11,아파트,공무원,AB,흰색,사별,새,전기차,4,등산,1988,알뜰폰,사용
김지은,910917-1255289,010-5699-8104,gimjunho@gohansong.kr,광주광역시 광산구 연산동,836다9858,Galaxy S9,연립주택,디자이너,B,노랑,기혼,새,전기차,1,자전거,1983,LG U+,미사용
전서연,550428-2535105,010-7884-9549,yeji03@jusighoesa.com,대전광역시 대덕구 상서동,307나8278,iPhone XR,오피스텔,마케터,O,검정,기혼,고양이,승용차,6,운동,2004,KT,사용
서정희,520419-1216207,010-8087-4152,minjun89@gimgim.kr,인천광역시 남동구 장수동,335사9314,Motorola Edge 20,빌라,개발자,B,파랑,이혼,고양이,버스,5,사진,1999,KT,사용
이성호,900418-1583621,010-8283-8082,hyeonjeong11@yuhanhoesa.net,인천광역시 중구 중앙동1가,535사9189,Motorola Moto G Power,단독주택,디자이너,A,회색,사별,강아지,SUV,6,음악감상,2004,알뜰폰,사용
이아름,690105-1229687,010-9238-7964,cunja15@yuhanhoesa.net,전라북도 전주시 완산구 서노송동,507마6585,OnePlus 8T,원룸,회사원,B,흰색,사별,강아지,SUV,6,운동,1983,KT,사용
김병철,031016-4634210,010-6371-7267,minjungim@yu.kr,울산광역시 북구 창평동,485다1381,Galaxy Note 10,원룸,회사원,O,분홍,이혼,없음,자전거,4,운동,1980,LG U+,사용
김영식,931206-1210012,010-8099-4291,kbag@gimgim.kr,충청남도 서천군 기산면 신산리,699다8686,iPhone 8,원룸,회사원,A,보라,사별,물고기,오토바이,6,음악감상,1988,LG U+,사용
한선영,480531-2366627,010-8058-4573,ryuyeonghwan@gweongim.com,광주광역시 북구 본촌동,502사5054,Galaxy S10,연립주택,개발자,A,빨강,사별,햄스터,SUV,1,쇼핑,2001,SKT,사용
서상훈,711120-1869357,010-1525-8786,gi@yu.com,강원도 강릉시 사천면 노동리,117마3069,LG Q92,아파트,자영업,A,노랑,미혼,새,승용차,2,수영,2008,알뜰폰,미사용
이시우,050901-4532247,010-7332-9638,seungmingim@gimii.com,광주광역시 동구 충장로4가,649가8128,Galaxy S22,단독주택,간호사,B,초록,기혼,고양이,승용차,4,자전거,1985,알뜰폰,사용
김상철,731226-1605537,010-3342-5721,jiunam@yuhanhoesa.com,광주광역시 서구 벽진동,521나6049,LG Velvet,다가구,마케터,A,검정,이혼,고양이,자전거,1,게임,1990,SKT,미사용
이영희,860301-1671789,010-5870-2404,mbag@jusighoesa.net,강원도 강릉시 유산동,392사2950,iPhone XR,오피스텔,프리랜서,O,파랑,이혼,물고기,SUV,1,음악감상,1980,알뜰폰,사용
장재현,491218-1331059,010-5245-3645,sumin70@imii.org,전라남도 해남군 계곡면 장소리,30나1273,iPhone 12,원룸,학생,B,흰색,이혼,파충류,승용차,3,수영,1980,KT,사용
이예준,550312-2930194,010-7783-6942,xgweon@yuhanhoesa.org,대전광역시 서구 괴정동,612마4437,iPhone SE,아파트,간호사,AB,분홍,이혼,고양이,승용차,1,등산,1994,LG U+,사용
한명숙,680825-2558215,010-4036-1852,seongmin66@mingim.kr,광주광역시 광산구 신창동,316사7804,Galaxy Note 10,빌라,공무원,A,초록,이혼,고양이,SUV,2,수영,2006,KT,미사용
나상호,891028-2211723,010-2806-1601,seoyeong98@ryugweongim.com,전라남도 무안군 운남면 하묘리,936라4386,Huawei Mate 40,원룸,개발자,A,흰색,기혼,햄스터,SUV,3,수영,1995,KT,사용
이은서,580605-1253520,010-7031-8495,hayungweon@minjeongbae.org,서울특별시 서대문구 합동,194나3432,iPhone 13,기숙사,간호사,AB,흰색,기혼,파충류,트럭,4,사진,1981,KT,사용
전상호,570909-2573196,010-7337-5981,suminsin@hanhanbag.com,서울특별시 강동구 고덕동,784가6286,Oppo Find X3,연립주택,개발자,B,파랑,이혼,새,SUV,4,사진,2010,KT,미사용
이서영,740204-2448865,010-4422-1828,areum19@ju.kr,전라북도 무주군 무주읍 읍내리,164가6918,Pixel 8,원룸,자영업,O,검정,미혼,햄스터,버스,6,등산,2007,SKT,사용
전예진,690207-1941852,010-5504-9902,myeongjaca@ju.kr,인천광역시 부평구 갈산동,877라4923,LG Velvet,단독주택,학생,O,보라,이혼,새,트럭,2,운동,1980,KT,미사용
장서준,530315-2696876,010-9501-6320,ebag@ju.net,경상북도 상주시 공검면 역곡리,865사3214,Pixel 4a,오피스텔,디자이너,B,주황,미혼,물고기,버스,2,사진,1997,LG U+,사용
곽정자,560801-2377973,010-6954-1504,yeonggil14@yu.kr,제주특별자치도 서귀포시 하효동,238마9452,Galaxy S23,다가구,공무원,O,보라,사별,햄스터,트럭,5,쇼핑,2000,SKT,미사용
백상훈,490826-2313048,010-8595-3931,heosangho@yu.kr,울산광역시 동구 동부동,361마5035,iPhone SE,단독주택,회사원,AB,회색,기혼,햄스터,SUV,5,사진,2007,SKT,미사용
황영환,880424-2574799,010-8325-1439,sangceolgim@iijang.org,충청북도 충주시 주덕읍 창전리,292다5659,Galaxy M12,기숙사,회사원,A,검정,미혼,물고기,전기차,4,자전거,1982,LG U+,미사용
허채원,130103-3383735,010-6882-8974,hajinu@yu.net,전라남도 해남군 문내면 충평리,967마4765,Pixel 6,아파트,마케터,AB,흰색,기혼,햄스터,트럭,3,독서,1995,KT,미사용
김준서,860809-2504159,010-7085-7894,areum63@igimbag.com,인천광역시 연수구 선학동,631마8057,Huawei P50,원룸,프리랜서,B,파랑,기혼,새,오토바이,6,수영,1991,KT,사용
김성민,891102-2234603,010-7830-1492,bagjaehyeon@anigang.net,대전광역시 대덕구 법동,977라2244,LG Velvet,오피스텔,의사,A,주황,미혼,물고기,버스,1,등산,1991,LG U+,미사용
황영미,800309-1830933,010-1768-6696,zgim@jusighoesa.net,세종특별자치시 세종시 조치원읍 교리,339다3715,LG Q92,오피스텔,간호사,A,보라,기혼,햄스터,오토바이,5,운동,1990,알뜰폰,미사용
서명숙,840920-1458329,010-7851-5635,jangseohyeon@angim.org,대전광역시 유성구 세동,192나2970,Sony Xperia 5 II,기숙사,연구원,B,빨강,기혼,없음,트럭,6,여행,1998,KT,미사용
한도현,650605-2131215,010-7844-5650,dohyeoncoe@gimryuhan.com,전라북도 익산시 낭산면 낭산리,764라7654,Realme GT,단독주택,자영업,AB,회색,기혼,햄스터,SUV,5,등산,2005,KT,사용
김정자,980628-2703424,010-8995-4092,byeongceolgim@coebagi.org,울산광역시 남구 달동,184라4328,iPhone SE,아파트,개발자,A,초록,미혼,강아지,오토바이,2,독서,1984,SKT,미사용
송준영,110607-4719298,010-3417-7109,jeongjajang@gimgiman.com,전라남도 광양시 옥곡면 묵백리,764나1044,LG Wing,기숙사,자영업,A,분홍,기혼,고양이,자전거,2,수영,1981,LG U+,미사용
손윤서,870331-2042670,010-3532-2958,yeonghyiyun@igim.net,광주광역시 남구 지석동,955바6548,Galaxy A52,연립주택,마케터,AB,흰색,미혼,햄스터,자전거,3,영화감상,1989,SKT,미사용
박영환,900814-1628412,010-5463-6211,sangceoli@yu.kr,대전광역시 서구 내동,673가5432,Galaxy S21,단독주택,연구원,O,보라,기혼,고양이,트럭,3,등산,1983,알뜰폰,사용
고영호,050728-3322111,010-7938-6290,mgweon@jusighoesa.org,인천광역시 강화군 양사면 인화리,882가7344,OnePlus 8T,단독주택,자영업,O,주황,사별,햄스터,승용차,4,등산,1981,SKT,사용
강영일,840411-1267729,010-7908-2462,mgweon@yuhanhoesa.org,전라북도 진안군 부귀면 봉암리,703라5147,Galaxy S20,아파트,회사원,A,초록,미혼,없음,SUV,4,영화감상,1991,KT,미사용
이정호,790820-1851013,010-6044-8669,lgang@yuhanhoesa.com,세종특별자치시 세종시 부강면 행산리,714가5550,OnePlus 9,다가구,의사,O,회색,이혼,없음,트럭,6,수영,1988,LG U+,미사용
주지원,730530-2902208,010-7511-2303,cbag@yu.org,전라남도 곡성군 오산면 선세리,45다4362,Motorola Moto G Power,단독주택,공무원,B,검정,사별,고양이,트럭,4,등산,2002,LG U+,미사용
정성호,500104-2932009,010-6945-8764,yunseoyun@yuhanhoesa.com,전라북도 남원시 어현동,877사8357,LG V60,연립주택,마케터,O,파랑,이혼,강아지,승용차,4,음악감상,1989,SKT,미사용
박도현,500305-2147754,010-4194-1629,jeongsiggim@gimbaecoe.com,울산광역시 북구 매곡동,473나5216,iPhone 13,연립주택,학생,AB,회색,기혼,고양이,자전거,5,수영,2010,KT,사용
김상철,720131-2518522,010-1904-3221,yeji90@inami.kr,경상북도 경산시 용성면 일광리,981나4622,iPhone SE,오피스텔,학생,A,분홍,기혼,강아지,자전거,4,독서,2010,LG U+,미사용
이재호,690421-1379120,010-2765-4726,ryang@gimbag.org,부산광역시 부산진구 양정동,602바4174,Xiaomi Mi 11,단독주택,개발자,B,흰색,기혼,강아지,트럭,1,등산,2008,알뜰폰,사용
박지우,900211-1585932,010-1011-5579,yunseo58@yu.kr,대전광역시 대덕구 상서동,492라8777,OnePlus 8T,원룸,자영업,B,노랑,미혼,고양이,자전거,5,여행,1996,SKT,미사용
이미정,470215-1156290,010-5906-6960,eunseo09@ju.kr,부산광역시 남구 대연동,289나7988,Pixel 4a,빌라,교사,B,검정,이혼,강아지,승용차,1,음악감상,1989,SKT,사용
강중수,081003-3820730,010-7142-9702,sonjihun@jusighoesa.com,서울특별시 서대문구 현저동,805사5633,Oppo Reno 6,다가구,공무원,B,회색,미혼,파충류,트럭,3,사진,1997,LG U+,사용
최지혜,450302-2048451,010-9910-4292,coejeongnam@yu.com,경상남도 진주시 정촌면 예하리,585나3165,Pixel 7,빌라,프리랜서,A,초록,사별,파충류,승용차,1,자전거,1981,KT,사용
허수민,960913-1083946,010-1269-2825,yejin47@jusighoesa.org,대전광역시 대덕구 송촌동,693사1449,LG Wing,다가구,학생,O,검정,사별,햄스터,버스,1,운동,2005,SKT,사용
박미경,930404-2763316,010-6070-5837,oi@gweongweongim.kr,제주특별자치도 제주시 한림읍 월림리,344사7406,Galaxy Note 20,원룸,학생,O,검정,기혼,없음,SUV,3,독서,1984,알뜰폰,미사용
윤은서,050826-3872969,010-9075-8492,jeongsug38@yuhanhoesa.com,대전광역시 대덕구 용호동,898사8948,Realme GT,오피스텔,프리랜서,AB,초록,미혼,강아지,전기차,1,자전거,1986,SKT,사용
최현주,710423-1551810,010-3613-7145,sanghyeoni@yuhanhoesa.com,충청남도 보령시 웅천읍 성동리,726가1325,Xiaomi Poco F3,빌라,간호사,O,검정,기혼,강아지,SUV,4,쇼핑,1997,SKT,미사용
윤미영,120504-3824984,010-8191-6217,ijongsu@jusighoesa.com,충청남도 서천군 판교면 흥림리,968가5868,Pixel 6,오피스텔,의사,A,파랑,사별,파충류,트럭,6,등산,2002,LG U+,미사용
민시우,620331-1615108,010-9415-2492,xgwag@ju.kr,대구광역시 서구 이현동,66가9640,Vivo X60,다가구,디자이너,AB,주황,사별,없음,버스,2,수영,2001,LG U+,미사용
김현정,980725-1350479,010-4812-2996,rjo@yu.com,충청남도 예산군 봉산면 대지리,961바6186,Galaxy M12,다가구,연구원,O,노랑,이혼,물고기,SUV,6,음악감상,1989,KT,사용
최민지,900513-2188756,010-5730-4815,songjeongung@baeyun.com,경상북도 상주시 낙동면 내곡리,185나6951,iPhone 11,단독주택,학생,B,분홍,사별,새,트럭,2,여행,1995,SKT,미사용
박서준,951206-1495328,010-8436-2404,yeeun75@gimhong.com,강원도 춘천시 칠전동,964다7541,Realme 8,아파트,프리랜서,AB,초록,기혼,없음,SUV,3,여행,1988,LG U+,미사용
이수빈,891207-1597997,010-4185-6291,migyeong98@yuhanhoesa.net,충청북도 옥천군 청성면 대안리,377마6611,LG G8,빌라,의사,AB,파랑,사별,새,SUV,4,게임,2004,KT,미사용
손영환,990923-1457165,010-3433-7357,mijeong22@gimgim.kr,경기도 수원시 영통구 신동,287바4349,Galaxy A32,단독주택,의사,O,검정,사별,파충류,자전거,1,영화감상,2004,알뜰폰,사용
이진호,021112-3101338,010-8060-5172,xcoe@ju.com,강원도 영월군 중동면 녹전리,435마6292,iPhone X,기숙사,의사,AB,노랑,미혼,물고기,전기차,4,독서,2010,KT,미사용
이민준,530226-2745082,010-9766-9530,jeongho98@yuhanhoesa.kr,경상북도 경산시 남산면 상대리,544나9534,Pixel 6,단독주택,회사원,A,회색,미혼,강아지,오토바이,5,수영,1985,LG U+,미사용
박지혜,841129-1504547,010-3782-8462,gimogja@icoei.com,전라북도 군산시 성산면 대명리,960다8309,Galaxy S10,오피스텔,프리랜서,A,회색,기혼,없음,자전거,1,게임,1995,알뜰폰,미사용
박준혁,031212-3755965,010-2052-7762,geonugim@yu.org,전라남도 순천시 해룡면 신대리,574다5026,Pixel 4,기숙사,교사,AB,분홍,이혼,물고기,승용차,2,운동,2002,KT,미사용
김지민,980323-2483718,010-1497-4742,migyeonggang@gimii.com,전라남도 나주시 삼영동,994라9374,Galaxy A32,기숙사,프리랜서,O,노랑,사별,강아지,SUV,5,자전거,2010,LG U+,사용
노성수,950312-2341162,010-8753-8630,sangho01@io.com,전라북도 완주군 운주면 산북리,111라3218,iPhone 7,단독주택,간호사,O,파랑,이혼,햄스터,승용차,3,요리,1989,알뜰폰,사용
유정훈,740611-1329672,010-5171-9496,minjaehan@minibag.net,세종특별자치시 세종시 금남면 황용리,301라3314,iPhone 13,단독주택,교사,AB,노랑,이혼,햄스터,버스,4,수영,2004,KT,사용
이정남,871023-1217236,010-8654-2014,yeeun89@ryugang.kr,서울특별시 동작구 신대방동,983다2705,Galaxy Note 10,단독주택,디자이너,A,검정,사별,파충류,오토바이,3,등산,1985,KT,사용
김수민,811025-1547217,010-1440-3081,eunseo38@igim.kr,부산광역시 북구 구포동,307마2584,Pixel 4,단독주택,연구원,AB,분홍,미혼,물고기,SUV,3,운동,1992,알뜰폰,미사용
이지현,530322-2324757,010-8990-1276,minjiu@yu.org,경상남도 의령군 유곡면 덕천리,914다9739,Galaxy Z Flip,원룸,간호사,B,흰색,사별,없음,버스,4,게임,1996,알뜰폰,사용
최예진,830406-2790605,010-5032-8741,tgim@jusighoesa.kr,전라남도 진도군 의신면 침계리,735마2957,Huawei Mate 40,연립주택,간호사,O,검정,사별,고양이,오토바이,1,운동,1986,KT,사용
고영진,870409-1574888,010-5540-5932,iareum@yuhanhoesa.com,충청북도 제천시 한수면 상노리,94나9476,Galaxy S9,원룸,자영업,B,파랑,미혼,강아지,트럭,3,여행,2004,SKT,사용
권수진,590927-1723241,010-1085-2990,ci@ju.com,인천광역시 부평구 삼산동,664마1770,Pixel 4,빌라,학생,O,회색,사별,고양이,승용차,3,영화감상,1999,LG U+,사용
문건우,690123-2877216,010-7057-7596,gimsanghun@ju.net,전라북도 부안군 계화면 궁안리,47사7965,iPhone 11,빌라,자영업,AB,초록,이혼,물고기,오토바이,1,자전거,1980,SKT,미사용
김혜진,680619-1218789,010-6868-9918,hyeonjun96@yu.com,경상남도 함안군 칠원읍 운곡리,444라9698,Galaxy Note 10,다가구,공무원,AB,노랑,이혼,고양이,SUV,3,여행,1983,알뜰폰,미사용
주채원,060515-4122424,010-8050-1057,yeweonbag@jusighoesa.org,인천광역시 중구 도원동,688나9147,Pixel 4a,연립주택,회사원,AB,파랑,이혼,파충류,오토바이,4,쇼핑,1984,SKT,사용
