address,birth_year,blood_type,car_plate,email,family_size,favorite_color,hobby,job_type,marital_status,mobile_carrier,name,pet_type,phone_model,phone_number,residence_type,sns_usage,ssn,vehicle_type,mk_serial_number,matching_key
경상북도 안동시 임동면 마령리,1989,AB,696사3052,pjo@yuhanhoesa.kr,1,흰색,수영,자영업,사별,SKT,송성호,파충류,Galaxy Note 10,010-1143-7225,아파트,사용,720418-2582036,버스,data2_20250602185128961493_2111,50aece780b34a3668bb56a0ba3c485f338c47b5a918d53c914d87fade6aa0771
세종특별자치시 세종시 장군면 봉안리,1985,B,473마1910,hyeonji21@igimcoe.com,5,보라,수영,회사원,기혼,LG U+,안정훈,강아지,Realme GT,010-3452-5921,오피스텔,사용,080311-3605964,자전거,data2_20250602185128961493_2112,5f6b525cad66d61b40fe40a8751f1936928e4ec45414027ef3e46ede408293f2
광주광역시 동구 금남로1가,1994,A,447라9685,jinu14@ju.com,2,보라,쇼핑,교사,미혼,SKT,이정식,없음,Pixel 4a,010-6617-5613,기숙사,미사용,881021-1930295,전기차,data2_20250602185128961493_2113,934c7e411689ea0e4354b5e63397bd47e964bf3b94e46625aa47416a55578fd6
제주특별자치도 서귀포시 대정읍 일과리,1985,O,416가7814,wgim@baggim.com,3,흰색,등산,디자이너,이혼,알뜰폰,권영식,파충류,iPhone XR,010-8776-7720,빌라,미사용,540115-1249455,오토바이,data2_20250602185128961493_2114,e64e6dd91bae8cb664d1f92025ff8286daed00e80fdf50902d54b866ec95a9ee
경기도 동두천시 송내동,1987,B,858가3767,yunyeongil@gimgim.org,4,회색,운동,자영업,기혼,알뜰폰,김지우,새,Xiaomi Poco F3,010-4149-6721,연립주택,미사용,100403-3453367,전기차,data2_20250602185128961493_2115,5cae7cec09cb5fbb4159695c4b2c806faa09595a649d442e5d929f57dd1fa5f2
울산광역시 남구 고사동,1985,A,563가6967,vjeong@igimgang.net,5,흰색,독서,학생,이혼,LG U+,이윤서,파충류,iPhone XS,010-7155-5923,원룸,미사용,810521-1480234,승용차,data2_20250602185128961493_2116,0021e1fb6ca4135b9f94b73c3edb1532a1911d511d17d72ec5a44b2e7e425acb
경상남도 창원시 마산회원구 내서읍 상곡리,1993,B,530라5740,eunju60@jusighoesa.com,4,주황,요리,회사원,사별,SKT,오병철,없음,iPhone X,010-4547-9228,기숙사,미사용,000303-4484343,트럭,data2_20250602185128961493_2117,748899047da9c02a5648f22556fbe1cf41c97814cf65ec3349bf220fb89d5e50
전라북도 순창군 구림면 월정리,2002,O,452다3569,hgang@hai.com,5,분홍,쇼핑,간호사,기혼,SKT,류은경,파충류,iPhone 6S,010-7582-7269,다가구,미사용,480323-2337385,트럭,data2_20250602185128961493_2118,48adf570fc3feb2930c82e1c8320229994b8aced8efb5678fd992873efb0daec
세종특별자치시 세종시 조치원읍 침산리,2006,AB,489마1184,qbag@yuhanhoesa.kr,3,빨강,운동,자영업,이혼,LG U+,강경수,고양이,LG G8,010-8479-4345,오피스텔,사용,001130-3865870,전기차,data2_20250602185128961493_2119,219257f80253b7741311af94fd955c4e2923aaeae0e73f5300e9b72959c4a89f
대전광역시 중구 중촌동,1983,B,822라3985,ogim@gimsonggim.com,2,파랑,요리,공무원,미혼,KT,김영일,햄스터,Huawei P50,010-1595-8525,오피스텔,사용,960515-2617693,오토바이,data2_20250602185128961493_2120,851d6fb764959ce0f5d9dde1af817a69f1b8d131302d4b7feb5489381ee869b4
광주광역시 남구 덕남동,1992,B,653사3419,kan@coeyang.com,3,파랑,자전거,개발자,이혼,SKT,김재현,새,Pixel 7,010-9900-9687,다가구,미사용,470411-2890611,오토바이,data2_20250602185128961493_2121,dd6ec7e78bfaab707dd3c01737495a4016e4f0d974671f25bfebb6ae339afd59
울산광역시 남구 선암동,2005,O,904라9202,seohyeonryu@jusighoesa.com,3,노랑,여행,연구원,기혼,알뜰폰,김명자,고양이,Huawei Mate 40,010-3297-1888,오피스텔,사용,881124-2867808,승용차,data2_20250602185128961493_2122,5ab2bed0e4a78859cfc6d4dda1ae1d354b201b96e7bddd796cd5f936af007f59
서울특별시 성북구 동소문동5가,2008,B,274사1321,byeongceolbae@ijo.kr,3,검정,독서,회사원,미혼,알뜰폰,박병철,강아지,iPhone 12,010-9945-7711,다가구,사용,511111-1707377,승용차,data2_20250602185128961493_2123,1b5eee84d9eea35c888002fab5f6517dc7c1a5dcfc052ad33b2a109a2f2f37bc
대구광역시 수성구 범물동,1985,O,304바7315,hyeonju89@jusighoesa.com,5,보라,자전거,학생,사별,KT,이도현,물고기,OnePlus 8T,010-6581-2163,다가구,사용,771212-2929807,자전거,data2_20250602185128961493_2124,f8de4ec5cc2a30bbef9d89e35cd0e08f646682518673e41df2e6d336608a5cb0
대전광역시 중구 대흥동,1993,A,893바7731,di@yuhanhoesa.com,5,초록,운동,학생,미혼,KT,김상호,없음,Galaxy A12,010-9225-6498,아파트,미사용,540609-1209552,버스,data2_20250602185128961493_2125,a153b77e14c1a8328cbede3d1a61426c4af6e9cf10808ffc2206997485480634
대전광역시 대덕구 목상동,1996,O,785마4915,naseongmin@yu.com,1,빨강,자전거,교사,미혼,LG U+,김성훈,파충류,iPhone 14,010-1020-2244,오피스텔,미사용,000428-4890875,전기차,data2_20250602185128961493_2126,e4b3679adf342a419d0b490ff5e573c6de919092b8b4c46754ba3e3a26221946
서울특별시 양천구 목동,2004,A,333바7517,jungsusim@gimsim.com,1,회색,여행,회사원,미혼,SKT,엄지혜,파충류,iPhone 8,010-4012-3992,다가구,미사용,021016-4054800,트럭,data2_20250602185128961493_2127,e0e55dcc2e80e21b09f06a4759b80fdd630bed7fe2164799d506f6e63a296705
대전광역시 유성구 전민동,1989,A,140나6282,rheo@gimhwanggim.kr,2,빨강,사진,회사원,이혼,LG U+,김민재,강아지,Sony Xperia 5 II,010-2160-5600,빌라,사용,600805-1345776,승용차,data2_20250602185128961493_2128,bd1bb26024119293873b2997e39b8ed299cfd889fe3f064c83196b96e42591fc
경기도 포천시 군내면 유교리,1986,B,778라2786,seoyun89@ju.kr,4,검정,여행,마케터,기혼,SKT,윤서연,새,Galaxy A12,010-3617-3111,원룸,사용,570510-2350939,SUV,data2_20250602185128961493_2129,f4a2a8ec23bee51c0edcdf71b0476a7c7b6c43749cac642e7d40ef30c32ca26c
광주광역시 동구 대인동,1982,A,571바3695,jaehyeon76@hwangnam.com,1,초록,음악감상,공무원,이혼,KT,이서연,없음,Motorola Moto G Power,010-1597-9941,아파트,미사용,931130-2559253,SUV,data2_20250602185128961493_2130,e6fd2976c0f3fd27e4eb2baf8c9ed679de93efd1d1d292be4be09ff8520247cc
대구광역시 달서구 감삼동,2000,A,864가2345,eungyeongjang@yu.kr,3,빨강,독서,공무원,미혼,LG U+,이영희,파충류,OnePlus 8T,010-8089-3574,연립주택,미사용,031206-3294576,버스,data2_20250602185128961493_2131,bc89378b0eae365f227fa7fc6eb2412373a6566ab430882f4f6bdea38ba78cff
충청북도 충주시 살미면 신당리,2004,B,423마9746,jangyejun@gimbag.kr,2,노랑,사진,디자이너,이혼,알뜰폰,양지영,햄스터,Sony Xperia 5 II,010-5751-7020,오피스텔,미사용,600612-2840796,승용차,data2_20250602185128961493_2132,aeca21b9054b4107d375d31a7e73cf4d45744fcfa4e8fac838f7b6cee40d1039
부산광역시 기장군 기장읍 동부리,1994,O,19라8243,hanhyeonjeong@ryuca.com,1,파랑,독서,교사,기혼,LG U+,김도윤,강아지,LG Q92,010-2444-8965,아파트,미사용,971218-2369111,트럭,data2_20250602185128961493_2133,7eb740e98a25e507397a5ec907fa798790531d2f731a932b3e72cd0432887591
제주특별자치도 제주시 아라이동,1987,O,868바7445,kseong@gimbae.com,2,초록,음악감상,교사,미혼,SKT,문영식,물고기,Pixel 8,010-1290-7277,아파트,사용,790223-1038788,트럭,data2_20250602185128961493_2134,9e003066047ea7ab5293ee975a412e995e369e5c21c0494f9eb61c8414375317
전라남도 해남군 해남읍 백야리,1997,A,466가8480,coehaeun@gimsong.com,4,분홍,사진,의사,미혼,LG U+,김성수,새,Galaxy M12,010-1039-8470,오피스텔,사용,671226-1056248,SUV,data2_20250602185128961493_2135,2c2ec63b2c51f4ca9c9d848e1a2dd9ef94da79270140b168b7fa93eb228b2f38
대전광역시 대덕구 목상동,1988,O,728라1096,eungyeong24@ju.kr,1,분홍,운동,회사원,미혼,LG U+,김하윤,없음,iPhone 14,010-7410-3820,원룸,미사용,050905-4255634,전기차,data2_20250602185128961493_2136,240c339baa779e3eb1042ac7754c5469d84c018f3e419696a30423a0978604d5
대구광역시 서구 이현동,1990,AB,478다1861,hyeonju74@hanbae.org,5,노랑,운동,프리랜서,미혼,LG U+,박정식,파충류,Pixel 8,010-6893-1915,기숙사,미사용,731013-2620145,자전거,data2_20250602185128961493_2137,da7cf9382c572fea6f07ecd59a8cf9c32bf33db8a446148823fa90b0b0ef4422
울산광역시 동구 방어동,1986,B,198마2609,jieuncoe@gucoeju.kr,6,파랑,게임,디자이너,미혼,SKT,심상현,없음,Motorola Edge 20,010-7479-5757,오피스텔,미사용,990531-1593102,트럭,data2_20250602185128961493_2138,e4a69a9fcf7c359410cdface610b31743ea907e97eabd2c0f84d5f5354595e8e
울산광역시 북구 구유동,1989,B,353나1346,xgim@bagganggim.com,2,검정,여행,자영업,사별,알뜰폰,김미정,햄스터,Galaxy S21,010-4426-2328,연립주택,사용,101030-4232398,자전거,data2_20250602185128961493_2139,8aa0a777a25aba2e4bf83751d791a17df9bf611d16fa8378a4279da640aa2c48
전라북도 무주군 부남면 대유리,2007,B,100사4974,myeongsug62@gimca.net,5,초록,영화감상,개발자,이혼,알뜰폰,박종수,없음,iPhone X,010-2343-5770,빌라,사용,530607-2586024,버스,data2_20250602185128961493_2140,dca56c5d48cc99637f885622c81d08a809f387efe561c8d1b2bda0122b2d74ba
제주특별자치도 제주시 애월읍 하귀1리,1989,AB,52바7349,yeongsu98@gangnoeom.kr,4,초록,사진,마케터,사별,SKT,손예준,파충류,OnePlus 9,010-5701-9770,오피스텔,사용,961221-1802480,SUV,data2_20250602185128961493_2141,4d10177288b910e401b46ffa5615229c85fdab57f3c9e1b36d0321555d4fec66
서울특별시 광진구 군자동,2008,A,876라5403,imigyeong@iogim.com,4,흰색,독서,자영업,이혼,SKT,강정훈,강아지,Realme 8,010-7508-4396,기숙사,미사용,111001-4350619,트럭,data2_20250602185128961493_2142,2a264eed098433f35791b7a86408c0a1e87e69995c02c402f403238763e3f98c
충청북도 음성군 소이면 금고리,1985,A,440바8343,xi@yuhanhoesa.com,4,초록,수영,공무원,사별,알뜰폰,김예준,파충류,Xiaomi Poco F3,010-7854-1002,빌라,사용,891209-2415531,전기차,data2_20250602185128961493_2143,b8c49b02732349a86fe8100c10f42309b76b6e5d8ff2d056f57f13721c3c692a
대전광역시 중구 부사동,2009,A,622가8911,ihyeonji@ibag.org,5,초록,운동,연구원,미혼,KT,최상호,파충류,iPhone 11,010-2304-1873,오피스텔,미사용,450820-1357443,전기차,data2_20250602185128961493_2144,4cbe42280650e298dfb4187c1ff91cf212b20b85c8f5086a878f7a98da2263d4
강원도 원주시 문막읍 비두리,1996,B,383사3970,haeun70@jusighoesa.kr,4,파랑,여행,간호사,기혼,알뜰폰,양서윤,물고기,Huawei Mate 40,010-6671-9701,단독주택,미사용,671212-2882253,트럭,data2_20250602185128961493_2145,3b404c0a63bc73a8ffe0c746ad645a6e57e35ac14860fd99228038fe51a8d118
경상남도 밀양시 초동면 성만리,1999,AB,139바1860,ygim@yuhanhoesa.kr,3,주황,사진,의사,미혼,알뜰폰,박수진,물고기,iPhone 11,010-8560-1898,빌라,사용,141002-4578529,SUV,data2_20250602185128961493_2146,4f784bce3c67882d4a936d43af4e92fbc9f32e4fd7e43385a672711c43e0e503
대구광역시 북구 고성동2가,2010,O,425라1492,myeongsuggim@jangjangcoe.kr,2,주황,여행,교사,이혼,SKT,문경수,햄스터,Motorola Moto G Power,010-1711-8039,기숙사,미사용,110220-3024897,자전거,data2_20250602185128961493_2147,64bcd14901a5ccf86dba39945ea8126114a7acc8eab7ba48c8898eef487bb0cb
경상남도 창원시 진해구 현동,2010,A,125바5482,mijeong84@ju.com,5,검정,등산,학생,기혼,알뜰폰,이미경,강아지,OnePlus 8T,010-9229-5579,아파트,미사용,710707-2435599,오토바이,data2_20250602185128961493_2148,6eaba34dd182842995db438ba541f6acf44f3ba7652cd0bc727acda9fe565e77
부산광역시 부산진구 초읍동,1988,AB,351다2214,ri@yu.net,3,분홍,자전거,공무원,이혼,알뜰폰,이영진,햄스터,Galaxy Z Flip,010-4279-4990,다가구,미사용,960603-2217768,SUV,data2_20250602185128961493_2149,763ee0c59cad6b6db2c90b2507354a0211b2bc0ba672d146b70adbb66fdb07df
인천광역시 계양구 동양동,1980,A,716라1398,yeji91@yuhanhoesa.com,2,흰색,독서,교사,이혼,알뜰폰,박준영,파충류,Galaxy S20,010-4215-5419,단독주택,미사용,130314-4755349,트럭,data2_20250602185128961493_2150,a3663fc66611b376af0794a34179db369c8dafac27f35f207052faa56c70508a
강원도 태백시 원동,1989,AB,68마2822,eunyeong85@icoe.kr,4,분홍,운동,의사,기혼,SKT,강광수,새,Sony Xperia 1 III,010-3564-4102,빌라,미사용,660824-2511086,전기차,data2_20250602185128961493_2151,3bab1df8499517326e04c44273793932c56a3e275b9c94989aed18588e03a97a
부산광역시 서구 토성동3가,2009,O,906바6514,nojungsu@yu.net,5,주황,사진,마케터,사별,LG U+,김숙자,강아지,iPhone 13,010-1652-8382,다가구,사용,040703-4060006,버스,data2_20250602185128961493_2152,67344dc130a2194a95b11b66216e9c40f24a535ced6ac67b6bfb193298b73e6d
인천광역시 계양구 용종동,1983,AB,857사1172,hheo@jingim.kr,1,주황,쇼핑,학생,기혼,LG U+,권현지,강아지,LG G8,010-6356-8916,빌라,미사용,470823-1887667,전기차,data2_20250602185128961493_2153,db6bbdc05c512a1f0aa62b959dc6de27e634df63527f06a77f8e786c5d645931
경기도 수원시 팔달구 매교동,2004,A,198마7747,hanjunseo@ihong.kr,5,빨강,게임,간호사,미혼,KT,전수민,햄스터,Xiaomi Mi 11,010-2078-6643,단독주택,사용,571011-1508411,전기차,data2_20250602185128961493_2154,0f81464f6b7347d6de546426982ab183670b6d1e89eb2d41a9034d74f03b8f68
경상북도 영주시 장수면 두전리,1994,AB,951라6284,junhyeog69@ju.org,4,회색,게임,간호사,이혼,LG U+,박은서,강아지,Galaxy S23,010-9431-3024,단독주택,미사용,660420-2796003,전기차,data2_20250602185128961493_2155,e81100a2d779d42667a82c3c95a92a9728e97a876da2c3d18b685537a4043f5e
부산광역시 기장군 일광면 횡계리,1995,AB,587사7162,seoyeonggweon@ju.com,5,파랑,사진,회사원,기혼,알뜰폰,황은정,파충류,Galaxy S9,010-1052-6356,연립주택,사용,650216-2022085,버스,data2_20250602185128961493_2156,86706d3952b758a7709218c7eafc9c65dbe40ffb3d719964cd58381ecd8bbef9
세종특별자치시 세종시 소정면 대곡리,2000,B,985다1145,jaeho02@gimnai.com,5,빨강,음악감상,간호사,미혼,KT,최준서,물고기,Vivo X60,010-9872-2404,다가구,사용,860228-2515448,승용차,data2_20250602185128961493_2157,9e1e6cb0f3f6606788e76a3096343eda0bb5c6576a677a01abdf3e73cf837fd6
인천광역시 동구 화수동,2001,B,27가1502,yeongsug17@iibag.kr,6,흰색,운동,의사,미혼,KT,김광수,없음,Xiaomi Mi 11,010-1702-6024,단독주택,사용,860209-2160707,SUV,data2_20250602185128961493_2158,a5074884d5371d4ff1d914eb40bace42620ce54b187221d49a27a137db726ce9
인천광역시 옹진군 대청면 대청리,1993,A,446가2482,bjang@yuhanhoesa.com,4,흰색,음악감상,디자이너,이혼,LG U+,최은경,없음,iPhone XS,010-9247-8736,기숙사,미사용,040604-4366554,SUV,data2_20250602185128961493_2159,15167c8b18e8a19cb030bda819a7b9b0c97ac3261194b21767c7b33a0fb10a36
전라남도 여수시 삼산면 동도리,1980,A,634다8328,mijeongbag@ju.kr,5,주황,요리,학생,이혼,알뜰폰,강영일,파충류,Galaxy Z Fold,010-9728-6212,오피스텔,미사용,100524-3409549,오토바이,data2_20250602185128961493_2160,2169d2df8ce73a12b9ee179e5fca3c441a3c092757a71986816d22d311eeea3c
서울특별시 관악구 봉천동,2003,O,563가6237,sumin63@baeseo.com,4,노랑,여행,연구원,미혼,LG U+,장영희,파충류,iPhone 8,010-3936-4541,단독주택,미사용,651022-2012293,버스,data2_20250602185128961493_2161,2b723db459283494491617244184be8a5e8b38c72e4b7aa8e950ee84367e07fe
경상북도 포항시 남구 오천읍 문충리,1994,B,99마1420,gyeongsugi@ju.com,3,보라,수영,의사,사별,SKT,김성훈,햄스터,LG Q92,010-6331-9311,오피스텔,미사용,470219-2781369,트럭,data2_20250602185128961493_2162,5f56e279a45405e95d8aae64c26ed71fba56580bc3de7e8c9dbca1a76c704393
전라북도 군산시 옥도면 어청도리,1985,B,822가1224,ieunji@yu.org,6,분홍,사진,학생,이혼,알뜰폰,이성현,파충류,Pixel 4a,010-7275-8318,단독주택,미사용,871102-2217543,버스,data2_20250602185128961493_2163,518001f206bd13401ee1b5a8e62c792f611517e4fada8b909e24f0133a59ce13
강원도 정선군 북평면 장열리,2007,B,857가7514,eunyeongsim@gimgim.com,5,노랑,쇼핑,의사,사별,알뜰폰,배정순,새,Galaxy S21,010-7481-2942,빌라,미사용,590409-2662777,오토바이,data2_20250602185128961493_2164,a0baac270bef89c6a64195d3fb11912e09c657e295195f2aab9fa07609074c7e
경상북도 울릉군 울릉읍 사동리,1993,O,218바2601,jiweongim@yuhanhoesa.kr,2,빨강,등산,교사,사별,SKT,문주원,새,Galaxy M12,010-1765-4357,기숙사,미사용,711111-1075864,트럭,data2_20250602185128961493_2165,d95babef3c9836439d52e42d5e0ebfc0b512dae92853419c855d73a05bb32a9b
전라북도 무주군 적상면 삼가리,2009,AB,883마4969,minjae20@jusighoesa.com,3,주황,영화감상,연구원,기혼,SKT,김서연,고양이,Realme GT,010-7911-2429,빌라,미사용,820519-2964773,SUV,data2_20250602185128961493_2166,b62d271aaf078dd11e39bad0d5853be771e27db9d0e338f69e38ea9681f3be2d
전라북도 부안군 위도면 거륜리,1994,AB,825라8119,donghyeonjang@coegim.kr,5,파랑,여행,의사,미혼,SKT,이지우,강아지,LG G8,010-2634-5921,기숙사,사용,580907-2673984,오토바이,data2_20250602185128961493_2167,0ebe8188084a1259f3bdd3643662ed72f4c1416a03ba1c6ac4fab2d1e9214868
충청북도 증평군 증평읍 중동리,2001,A,292나4930,seohyeongim@gimgim.com,1,분홍,사진,디자이너,사별,SKT,이정순,새,iPhone 8,010-2449-7308,원룸,미사용,140608-4579427,트럭,data2_20250602185128961493_2168,694ec02c388b069694feb190be93e5014679ef2f67dccf1d254ecd3db4e8d136
대전광역시 서구 정림동,1992,B,762다9165,mgim@coegim.com,2,회색,요리,의사,기혼,SKT,박민재,햄스터,Xiaomi Redmi Note 10,010-1301-8365,원룸,미사용,580223-1142851,승용차,data2_20250602185128961493_2169,e294d7e818881d4863c6e9a2dad774e2421fb75f634da807f8d02d8c6c1fa5a7
경상북도 의성군 금성면 개일리,2005,B,618다1324,ogjagim@songi.net,3,흰색,영화감상,간호사,기혼,SKT,이정숙,물고기,Pixel 4a,010-1245-8746,기숙사,미사용,471231-1032201,승용차,data2_20250602185128961493_2170,4e04aa5cfab6e01f76c2fd8941e3a547f7919d05dfc7c390c0e47d30ea9a246f
부산광역시 수영구 민락동,1988,B,919라9472,rgim@gimgoyun.net,3,노랑,게임,디자이너,기혼,SKT,박미경,강아지,OnePlus 8T,010-5907-9536,기숙사,사용,530120-2581381,전기차,data2_20250602185128961493_2171,4059c16b5ffbe7a91724a22db613314c2acb98c2549e5e3d2c40610e1b95042a
충청북도 청주시 청원구 북이면 신대리,1989,B,901바2688,ki@yugimsong.net,1,회색,음악감상,교사,미혼,SKT,권시우,없음,Sony Xperia 1 III,010-8634-5947,다가구,사용,931017-1568911,자전거,data2_20250602185128961493_2172,e87a11f072076fc7cb57f59ebeaf8876195a30234fc2cce76befbfcd598c2aee
광주광역시 남구 임암동,1988,AB,178다9671,lbag@yuhanhoesa.com,5,검정,독서,프리랜서,미혼,SKT,장민지,햄스터,OnePlus 8T,010-4241-5506,다가구,미사용,051112-4607820,승용차,data2_20250602185128961493_2173,49fb50cbb19bf591b05aaab68482e24e612c10132138fffa62e197a63f8c510e
대구광역시 달서구 감삼동,1990,A,109바2970,baegmijeong@yuhanhoesa.com,1,초록,독서,디자이너,미혼,KT,김정순,새,iPhone XS,010-4561-6189,다가구,사용,450212-2475493,트럭,data2_20250602185128961493_2174,ee357952e10202c52e0844037fa271a1d867daa1a524f4db048de3c3304d6b07
전라북도 군산시 나포면 서포리,2003,AB,617다2880,bagjunseo@anhong.kr,4,보라,여행,디자이너,이혼,LG U+,김승현,파충류,Xiaomi Redmi Note 10,010-1363-6481,다가구,미사용,830917-2882137,트럭,data2_20250602185128961493_2175,3a3bef7b0514c5de9be92a8ee3208391104e9d22859f410bfe7d5ec56dad22fe
전라북도 전주시 완산구 대성동,2005,O,107마8663,yeongsucoe@yuhanhoesa.kr,4,노랑,게임,연구원,기혼,LG U+,권영자,고양이,Pixel 4a,010-8364-7507,빌라,사용,950415-1750862,오토바이,data2_20250602185128961493_2176,d54f0b344afb2ac8b9f073ed11070a94da0b15c8cf46afca531bbdd339e8f163
대전광역시 대덕구 법동,2006,O,474가8825,hgim@ryugim.org,3,초록,자전거,교사,기혼,알뜰폰,곽시우,없음,Realme GT,010-3759-4530,다가구,사용,751109-1138543,자전거,data2_20250602185128961493_2177,502b4469d03d38fcb0f8a1dd97964a7115b827dfdb21fa78681141b31567340c
광주광역시 남구 석정동,2000,A,18나9036,ocoe@yu.kr,1,파랑,자전거,학생,사별,알뜰폰,진동현,강아지,Sony Xperia 5 II,010-4656-3550,연립주택,미사용,130521-3804413,승용차,data2_20250602185128961493_2178,9b86de2587dd8fd8b00211d40152244e4307b6c6c860ecebea0d06a80c4e1e08
대전광역시 중구 중촌동,1991,A,115가8353,gimhyejin@jusighoesa.com,2,주황,음악감상,디자이너,기혼,알뜰폰,이준호,없음,Motorola Edge 20,010-2232-8157,기숙사,미사용,640818-2454312,버스,data2_20250602185128961493_2179,757a42fbb7b08dba8cea682c8b62a3bb33e46b12a8070c41a452551fd7d6f513
울산광역시 북구 산하동,1988,O,188바1938,sgweon@bagmingo.kr,2,주황,음악감상,개발자,미혼,LG U+,박상호,없음,iPhone 6S,010-7853-7929,원룸,미사용,690929-1082574,오토바이,data2_20250602185128961493_2180,750e5f08f626e556daa9f72e70655c111ba17073e2d16817d7dcd4690e29b8c7
광주광역시 북구 연제동,2007,A,909바3365,lgim@ian.com,3,보라,독서,디자이너,미혼,LG U+,이숙자,강아지,iPhone 13,010-9388-1514,연립주택,사용,920627-2002345,오토바이,data2_20250602185128961493_2181,a84f52d37d087241853fb7cbb61646d5f6c58177b2c9365ddc1eb49866ca0adf
제주특별자치도 제주시 조천읍 대흘리,1994,B,280다9919,wjeong@anjii.com,2,초록,수영,프리랜서,이혼,알뜰폰,김현정,없음,iPhone 8,010-7874-1754,기숙사,미사용,451028-2093984,자전거,data2_20250602185128961493_2182,6a343f01d0c68d96e9bfe5b9bb1e76da38f23c4a24566c02e4dd4ec0b4b6e136
경상남도 진주시 대곡면 월아리,2001,A,232가1184,jungsu81@ihwanghwang.net,5,회색,음악감상,학생,이혼,알뜰폰,박영순,새,Sony Xperia 1 III,010-9459-2819,빌라,사용,020719-3105424,전기차,data2_20250602185128961493_2183,a58287957f1d78544d99970eac7971264824fa68c2a7bd404d6d3688946b05d3
부산광역시 기장군 일광면 용천리,2003,B,227다8008,abag@baggim.net,3,주황,여행,회사원,기혼,알뜰폰,최지원,물고기,Galaxy Note 10,010-8562-9382,기숙사,사용,570108-2045460,전기차,data2_20250602185128961493_2184,e890ee92c7da77a21065c9a82f99d9871b276915840052dfcac4a4afe04c6702
서울특별시 서대문구 천연동,1982,B,467가8927,gimjunhyeog@jusighoesa.kr,2,주황,자전거,연구원,이혼,KT,이순자,없음,iPhone X,010-1959-1054,원룸,미사용,060806-3168202,트럭,data2_20250602185128961493_2185,ec4943fe48548ced4d9edc8015f13bef768eb2e7a07af43c0bacb72784edc9f0
대전광역시 중구 은행동,2009,B,766라3594,seungminson@bagi.com,5,회색,요리,공무원,미혼,알뜰폰,이상호,없음,Pixel 4a,010-4356-3835,원룸,사용,671126-2819284,트럭,data2_20250602185128961493_2186,6b4524a349e48ec3b09d4ef50263e593e046e920d2d7231989b3879f2b018bc2
경기도 성남시 수정구 복정동,1981,B,906라7985,seongsu90@jusighoesa.net,2,흰색,여행,학생,이혼,SKT,김정자,고양이,iPhone XS,010-1667-6471,오피스텔,사용,810108-1905485,버스,data2_20250602185128961493_2187,d3ffcf0598feb660950fee92e7426a9e840df2c3e87220d5ed4eff3c9b171fc7
경상북도 울릉군 울릉읍 저동리,1983,O,760나7857,jeongsun60@yuhanhoesa.com,1,회색,운동,학생,이혼,LG U+,강미경,물고기,Pixel 5,010-4107-8276,기숙사,사용,700301-2898020,버스,data2_20250602185128961493_2188,5878ec0ff7048f98d1b4557ba4823345e5652f057c68d0ff4bd05da935961d7f
서울특별시 강북구 수유동,1981,B,485다8408,msong@yu.com,2,초록,자전거,의사,사별,SKT,이상호,고양이,Pixel 4a,010-9831-6106,빌라,미사용,910505-1300360,전기차,data2_20250602185128961493_2189,fb4d76316074dbec7688425901913b419fd5a7b528a3b55199b3bd95989af9ff
충청북도 음성군 생극면 임곡리,2007,AB,596바8865,siuhwang@ju.kr,3,보라,게임,교사,미혼,LG U+,안지원,새,Pixel 8,010-8739-5023,기숙사,미사용,101209-3730427,트럭,data2_20250602185128961493_2190,e4bd7f69756d9ac6ce6e646e9e53a4ab7c15db69863002974ed380de994ec46e
대구광역시 북구 금호동,2007,A,650다1978,yunseogim@gangbagyun.org,6,검정,요리,회사원,미혼,KT,김준영,새,LG Velvet,010-7322-1010,원룸,사용,120420-3967297,트럭,data2_20250602185128961493_2191,0ffd7e2054f102e47d401c3c5ce0b64422defcfbb212ac8a658c3b58cad699b2
충청북도 진천군 문백면 문덕리,1994,B,197바3575,yuminseo@yu.net,4,검정,게임,학생,이혼,KT,박영환,햄스터,Galaxy Z Fold,010-3705-7220,오피스텔,사용,920505-1925426,승용차,data2_20250602185128961493_2192,674186c1d403ad676aba9d9eba1c6350fa1966c81060d3a13d535a98ee20d751
부산광역시 해운대구 반여동,1991,B,399바1543,gweonjuweon@eomgim.com,1,회색,여행,프리랜서,미혼,KT,강성훈,없음,OnePlus 9,010-2143-5118,기숙사,사용,850517-2462168,자전거,data2_20250602185128961493_2193,abda0cf4308568dc6e5c88d0f140c2de2d58f912b716c212d6c091b0baddcf74
충청북도 괴산군 청천면 강평리,1999,B,521마6859,dgo@yuhanhoesa.net,4,빨강,독서,디자이너,기혼,SKT,김예준,없음,Pixel 8,010-1454-3985,원룸,사용,050809-4508448,자전거,data2_20250602185128961493_2194,6221f69bc9c5647b2c437ca30938506ca22ef69d92672a3bffb887e9042adc18
서울특별시 강남구 율현동,1983,A,395바8424,gimjaeho@yuhanhoesa.com,6,빨강,음악감상,자영업,사별,알뜰폰,나시우,파충류,LG V60,010-2068-4812,오피스텔,사용,550607-1351787,전기차,data2_20250602185128961493_2195,1763419da8780979483c5914ec01ce47d58c2a846fce4ffc4f51ed1090cb33e0
전라북도 임실군 오수면 오수리,1980,B,786사1355,kyu@bagbag.net,2,주황,음악감상,연구원,미혼,SKT,박은지,새,iPhone 14,010-4560-9320,빌라,미사용,830219-1614985,버스,data2_20250602185128961493_2196,14fb00bf519db32d7344a356b96014cdcbf8bde8007f9593cdf52b8ddda5b5c5
