address,email,income,monthly_spending,name,phone_number,ssn
강원도 양양군 손양면 우암리,gweonyeongsig@hanseonam.com,95889213,59501251,김준영,010-9426-7196,630617-2237251
전라남도 신안군 도초면 수다리,junho37@baeggimmun.kr,79163957,3796138,김순자,010-1336-6917,491028-2373033
대전광역시 중구 문화동,yejii@gimgimseong.com,40865598,4894134,오수진,010-5790-5687,930304-2298490
인천광역시 연수구 청학동,yeongjagim@gimi.com,69804042,449706,이지훈,010-2561-1321,891101-2635928
경기도 수원시 장안구 이목동,yeeun02@coeyun.com,46510853,11407276,박정웅,010-1496-6028,900314-1809160
충청남도 보령시 오천면 교성리,omyeongja@ugimgweon.com,28391099,7701372,이건우,010-2016-5828,920920-1049272
경상북도 영덕군 남정면 봉전리,seongjin35@coebag.com,3540601,729741,성현준,010-5269-1785,630204-2705505
울산광역시 동구 일산동,gimjeongsug@gweoniyun.com,34584414,8394182,오은지,010-1744-8872,870803-1348520
전라북도 완주군 화산면 성북리,jgim@ju.net,49195428,3699603,김하은,010-5726-6997,800704-1408019
전라북도 부안군 백산면 평교리,gimmisug@yangjangi.com,17236009,754044,김지후,010-4675-6462,450603-2369044
강원도 동해시 나안동,yeongceol93@ju.kr,91410743,6514038,최영길,010-3486-5785,140913-3792260
제주특별자치도 제주시 한경면 두모리,hyeonjeong49@ju.org,61354667,6864266,김윤서,010-1081-8060,031028-4009864
광주광역시 서구 내방동,oryu@jangbag.net,85092480,50466001,유순자,010-4079-3420,900531-2302872
전라남도 화순군 남면 사평리,yeongho43@jusighoesa.kr,81756499,4527837,허영자,010-1086-8262,970517-2343160
전라북도 부안군 하서면 백련리,hwangmisug@jusighoesa.org,74813754,13451213,이하은,010-9176-3715,040527-4271659
인천광역시 서구 원창동,jeongjai@yuhanhoesa.com,51435280,4233156,박영식,010-2936-4743,770804-2684067
부산광역시 서구 동대신동3가,ybag@yuhanhoesa.com,75013888,43079441,안서윤,010-1227-3892,620919-2704309
제주특별자치도 서귀포시 표선면 하천리,jimin28@yuhanhoesa.com,70094146,13028036,박영철,010-8054-2120,860104-1781989
경기도 수원시 장안구 조원동,hi@ihani.com,39519066,5495645,박성민,010-3662-5302,790926-2347955
대전광역시 중구 용두동,simareum@jusighoesa.com,94591440,17046470,이영순,010-1590-1164,620517-2866505
대전광역시 유성구 송강동,gimseongho@ju.kr,34132324,15212195,최민지,010-8439-4676,520419-2715849
대구광역시 달성군 하빈면 현내리,eungyeong57@gimgim.kr,41033072,10672190,오지원,010-2401-9372,150122-4276147
광주광역시 북구 생용동,minjunhan@ju.kr,83599516,24225120,이주원,010-3394-1828,540410-1447023
세종특별자치시 세종시 반곡동,yujinseong@gimbag.kr,36689687,654179,안명자,010-7332-6396,770408-1943539
경상북도 성주군 대가면 옥련리,igyeongsu@ju.net,11791063,147494,김예은,010-3168-3869,870413-1820557
울산광역시 중구 성남동,eunjuseo@jusonggim.com,99798970,20611439,이지민,010-2157-5266,041113-4577688
제주특별자치도 제주시 조천읍 교래리,yeeunbag@seogimnam.org,4178658,1718507,김준영,010-4487-6065,520314-1160040
전라남도 고흥군 영남면 남열리,rbag@jusighoesa.org,44820831,4580605,김예지,010-1347-1393,081016-3530377
전라북도 무주군 안성면 사전리,yeonghyigim@jusighoesa.org,22200191,8194979,전예지,010-3450-5475,870523-2528211
강원도 태백시 백산동,byeongceol46@ju.com,85709566,50924013,김지민,010-7712-7718,550319-2818994
인천광역시 중구 중앙동1가,hyeonjeong11@yuhanhoesa.net,43084022,2145948,이성호,010-8283-8082,900418-1583621
대전광역시 서구 괴정동,xgweon@yuhanhoesa.org,78588903,5863600,이예준,010-7783-6942,550312-2930194
대전광역시 유성구 지족동,ai@songim.com,80406606,47747282,홍수빈,010-4953-1654,861213-2232078
경기도 연천군 왕징면 강내리,seonghocoe@ju.kr,51941788,2408609,윤정호,010-7571-4778,480911-1660019
경상남도 양산시 원동면 대리,yunseomun@gimgimgim.kr,97850506,7778380,박영자,010-2392-8303,690730-2471494
제주특별자치도 제주시 외도일동,bagyeweon@jangi.org,10408966,4108732,이정자,010-1841-2817,960311-1724392
경상남도 산청군 신등면 사정리,sanghun57@yu.kr,9106581,321448,신지영,010-4575-4695,121103-3258983
부산광역시 서구 부용동2가,jihyebag@honggim.kr,13660008,7931903,김지아,010-5404-8001,690728-2748606
경기도 여주시 능서면 양거리,qi@gimgimyun.com,81271772,12581650,윤경수,010-6696-3777,780423-2305840
대전광역시 대덕구 문평동,yeonghyi67@gimno.net,73105996,673314,권진우,010-3344-5266,470809-1188256
대구광역시 달서구 호산동,migyeong43@jeongim.kr,92732766,3247877,김은경,010-8268-9038,711230-1769790
충청남도 보령시 웅천읍 성동리,oi@jusighoesa.kr,19518973,2618053,박정희,010-9308-9088,840615-2603019
충청남도 아산시 영인면 와우리,yeonghwan04@jusighoesa.org,97757871,24469010,김지원,010-7023-6626,840415-1773695
충청북도 단양군 단양읍 도담리,yeongil67@yugimhwang.com,59902842,22179062,김은정,010-1608-3971,651229-2461394
경기도 연천군 연천읍 동막리,gweoneunseo@yuhanhoesa.kr,72188960,17284085,손지영,010-1990-6290,900311-2775036
대전광역시 대덕구 대화동,seoyunbae@ju.kr,41838192,3775027,김정희,010-9276-2115,830422-2431697
세종특별자치시 세종시 금남면 영대리,jeongsigbag@yuhanhoesa.kr,83006918,9966655,박영순,010-4475-9699,701213-2407657
충청북도 청주시 서원구 남이면 척북리,yeongja73@yuhanhoesa.com,46784125,29369311,구정남,010-2015-3352,680125-2733183
광주광역시 북구 유동,seoyungim@ju.com,66584355,32817333,김영수,010-1809-6838,830630-1958933
서울특별시 강남구 논현동,ijeonghun@gimgweonseong.com,3636032,517645,진정훈,010-5607-6482,501130-1361838
세종특별자치시 세종시 금남면 용포리,jihun15@jusighoesa.org,18551355,1831387,김영식,010-1381-7893,720310-2083545
세종특별자치시 세종시 장군면 송문리,yeweon22@yuhanhoesa.net,17636635,1313275,김서준,010-2137-6255,540907-2528945
경상남도 김해시 지내동,misugbag@iganggim.net,16208218,2938637,김경자,010-5429-4173,510916-2167131
세종특별자치시 세종시 금남면 봉암리,yeonghyigang@ju.com,24387362,2669500,최재현,010-1707-5203,460401-1520209
충청남도 계룡시 신도안면 정장리,wgim@yuhanhoesa.org,62084803,10478278,오영일,010-2854-6392,500708-2024835
전라남도 장성군 북하면 쌍웅리,jeongsig59@yu.org,18617520,2165261,전성훈,010-5400-9418,830615-2190710
인천광역시 미추홀구 학익동,seoyeong39@igimgim.com,40699962,4917729,전선영,010-2900-7863,990820-2420955
울산광역시 동구 서부동,jinujo@yu.com,25141834,804808,김영진,010-6348-9401,980101-2112916
경상남도 양산시 물금읍 가촌리,minseog93@ju.com,40361514,9902829,이준서,010-4218-8085,841203-1166602
경상북도 고령군 쌍림면 신곡리,yeongjagim@yu.com,48858908,4342205,박상철,010-8594-8069,530124-2396567
세종특별자치시 세종시 부강면 등곡리,seungmin52@yu.com,40572414,2267017,김지후,010-2297-3737,651223-2762580
대전광역시 유성구 신봉동,sumini@gimbagbag.com,13794120,1234274,오지아,010-3749-7727,110227-4256852
전라남도 해남군 해남읍 구교리,agim@bagi.kr,90709239,3380477,김영호,010-5529-5285,850615-1254422
경상북도 울릉군 울릉읍 도동리,caeweoncoe@igimjeong.net,82912572,14217423,김민석,010-5583-3729,681017-1490862
충청남도 금산군 제원면 대산리,wi@yuhanhoesa.kr,93093846,10760949,박영희,010-9199-2671,830120-1435396
경상북도 포항시 남구 연일읍 중명리,hyejin70@gimgimmin.kr,89841804,5099148,손영길,010-7511-3281,540522-2181683
강원도 속초시 도문동,hyeonjun02@igimgim.com,4254534,698591,손예진,010-1562-7638,960420-1687316
대구광역시 수성구 사월동,seongsu69@igim.org,76755723,7119396,이지아,010-6633-2197,680413-2124837
인천광역시 서구 가좌동,iseo@jusighoesa.com,52058014,23718158,김중수,010-1846-4228,880511-1808058
전라북도 부안군 백산면 죽림리,mi@yu.com,35001711,3680625,박미영,010-9889-3932,950817-2010813
서울특별시 관악구 봉천동,qhwang@yuhanhoesa.com,18722408,13397761,이승민,010-5237-7879,601214-2226071
인천광역시 동구 만석동,ieunyeong@ihonggim.com,39928553,29345590,김은영,010-8144-5536,060628-3255522
경상남도 의령군 정곡면 가현리,coejiyeong@gimgweonhong.org,89314714,46762582,이하윤,010-9982-6172,711006-2777223
세종특별자치시 세종시 부강면 등곡리,gweonseoyeon@isimo.com,71566440,16942076,이영식,010-4587-4527,900707-1683931
충청북도 음성군 음성읍 삼생리,xgim@baghwang.com,4146634,1349240,박지원,010-4570-8408,710308-1955427
부산광역시 해운대구 반여동,eunjeongnam@soni.kr,19811455,2644122,김영희,010-4591-7524,020531-4765847
전라북도 완주군 용진읍 상삼리,gyeonghyian@coehajo.net,55124764,687787,심민재,010-2629-8718,090208-4289150
전라북도 익산시 성당면 성당리,gimmigyeong@yu.com,89545259,42371041,이숙자,010-5822-3606,761023-2375258
인천광역시 옹진군 대청면 소청리,gimcunja@baggimji.kr,97439788,1934498,이정숙,010-5708-6102,741009-1513562
제주특별자치도 서귀포시 동홍동,mgim@bago.net,80850424,5712550,한미정,010-3765-3798,101211-3270142
경상남도 창녕군 영산면 동리,geonu72@yu.kr,40391023,4073341,이수진,010-9207-1501,480107-2123702
강원도 강릉시 박월동,wseo@bagnamson.net,71474086,29548357,엄경수,010-9758-8850,081228-3059142
울산광역시 동구 주전동,wgim@yuhanhoesa.org,67180302,38657714,이정호,010-2761-9622,070316-3403311
경기도 포천시 영북면 산정리,yeonghyijeon@simuca.kr,56219388,9645441,김경수,010-3323-4422,540604-2162495
경상북도 영천시 북안면 당리,wgo@gimhong.kr,49475388,21058911,이서연,010-6337-7789,030507-3053691
울산광역시 중구 학성동,minjun73@bagsongju.com,95631831,23833812,김은정,010-7266-8424,500818-1046943
제주특별자치도 서귀포시 하예동,eunjeonggim@nagimbag.org,6792864,2832832,김민준,010-1107-6009,620407-1821164
세종특별자치시 세종시 연기면 산울리,gimseoyeon@isineom.org,58746357,27376238,김도현,010-5325-9252,620620-2071822
강원도 정선군 북평면 나전리,seodoyun@jusighoesa.com,40931687,6121689,권영식,010-1425-1919,741222-2104722
전라북도 고창군 무장면 목우리,jangeunyeong@iyunjang.org,64373147,11318222,오민지,010-6167-2435,541016-1641529
울산광역시 동구 화정동,gimhyeonu@gimbag.com,12800195,2010439,김서연,010-6942-8873,520805-2068773
대구광역시 달서구 갈산동,kcoe@ju.org,48073657,7812588,최예준,010-5788-9547,460114-1697653
전라남도 광양시 진월면 신아리,rgwag@ju.kr,65910303,8913021,박정남,010-4304-6508,030821-4493725
강원도 철원군 근남면 양지리,jia26@coeyang.org,93540281,16458201,김시우,010-5658-2842,880318-1113121
충청북도 영동군 매곡면 유전리,dohyeon01@ju.org,18794324,4640222,김혜진,010-7481-4655,440406-1323661
제주특별자치도 제주시 용담삼동,isunja@gangi.net,61428668,10478317,이아름,010-4707-5682,740814-2352353
대구광역시 달서구 유천동,ocoe@yu.com,66800305,45606904,송지민,010-7259-7649,780330-1061080
제주특별자치도 서귀포시 표선면 토산리,sangho19@yuhanhoesa.kr,84708783,10883436,양건우,010-1693-8645,490329-1153708
대전광역시 대덕구 목상동,yeongsuno@jusighoesa.kr,36499389,15077092,노정훈,010-4348-2227,480702-1232469
제주특별자치도 제주시 아라일동,seoyeong91@gimganggim.com,22371768,1016774,구승현,010-7998-1291,080711-4476680
강원도 원주시 소초면 의관리,mi@yuni.org,41634910,21529571,김승현,010-4380-3192,590325-2555347
제주특별자치도 제주시 도련일동,hyeonsug60@hwanggim.com,81521453,55602451,김경희,010-5583-4438,991214-1580434
세종특별자치시 세종시 금남면 용담리,jeonghyigim@yunbag.com,15269311,3819293,김서영,010-7035-3176,810805-1206718
강원도 춘천시 서면 서상리,yeongsucoe@ibaeg.com,85041167,11003504,김민서,010-8782-4585,130121-3441555
서울특별시 중구 주교동,jiubae@yuhanhoesa.com,33612087,15343120,박숙자,010-9157-8889,931115-2707126
강원도 원주시 소초면 의관리,ki@yunjang.kr,30097249,3322386,백준영,010-2011-8009,700604-2444292
대전광역시 서구 둔산동,yeongja98@ju.net,99801551,8745892,최민석,010-1657-6498,070425-3432173
강원도 동해시 호현동,yeeunjo@igimhwang.org,93300980,9736093,홍시우,010-3349-2803,720427-2670341
대구광역시 동구 부동,lgim@yu.com,5241055,740557,이경숙,010-1742-7912,850606-2119659
경기도 구리시 인창동,bagjimin@jusighoesa.com,38017465,8088060,이성현,010-3061-1685,830609-2884525
제주특별자치도 제주시 한경면 신창리,yi@baggim.com,12843053,339757,김미경,010-8905-7986,630831-2138849
전라남도 무안군 운남면 하묘리,seoyeong98@ryugweongim.com,95419748,29501871,나상호,010-2806-1601,891028-2211723
전라북도 순창군 인계면 세룡리,ssim@jusighoesa.com,12508241,2919531,서서영,010-2379-1206,450409-2903508
서울특별시 관악구 신림동,ji@gimgimgim.com,63702414,6749397,박중수,010-3711-8635,131031-4686869
경기도 화성시 비봉면 구포리,gimsunja@yu.kr,39233960,105686,박영희,010-8866-4396,680914-1021220
대구광역시 북구 팔달동,yeweon42@simgimbag.com,84358934,40496787,이은주,010-1594-4285,920729-1351958
강원도 평창군 미탄면 한탄리,vji@yu.net,20259476,170696,김하은,010-1352-9136,931101-1430401
울산광역시 중구 우정동,yunjeongnam@ju.kr,90273141,19232439,김지원,010-6183-3481,940331-2485123
제주특별자치도 제주시 조천읍 북촌리,jongsui@yu.kr,8992368,934874,주중수,010-3818-9962,570915-2092996
충청남도 청양군 운곡면 위라리,seonyeongi@ju.com,2980388,219741,박정남,010-1894-5403,850706-1659130
경상북도 포항시 북구 흥해읍 북송리,misugsim@baggimgim.com,47864607,10826026,한옥순,010-7289-8681,861105-2481923
인천광역시 옹진군 덕적면 서포리,ujin17@gimgim.com,78917077,35827295,박명자,010-4453-2881,461004-2421788
제주특별자치도 제주시 한경면 낙천리,yejin26@iyui.kr,7600563,710561,최영미,010-3938-4333,660414-2753516
제주특별자치도 제주시 도평동,sunjai@yuhanhoesa.net,26366113,3483962,김성수,010-8203-9626,790204-1253684
충청북도 진천군 초평면 영구리,jeonmijeong@iigim.org,84677991,51479563,서미숙,010-3036-2091,940619-2695024
충청북도 청주시 상당구 가덕면 한계리,areum16@gimheogim.com,47202934,6691040,송영식,010-4589-7283,440927-1879779
세종특별자치시 세종시 조치원읍 평리,ii@yu.com,61601556,534550,박명자,010-9686-8664,540720-2367201
강원도 횡성군 갑천면 율동리,ijinu@ju.net,20023390,869895,박지혜,010-9962-7288,900726-2246509
부산광역시 사하구 괴정동,minjaeryu@yu.kr,32711685,5822161,이은경,010-4358-6816,960217-2002246
전라북도 전주시 완산구 중노송동,sanghoi@gwagjigim.kr,32028029,459092,김승민,010-6231-2697,650903-2356709
서울특별시 동작구 대방동,iujin@coegimi.com,29671833,13491297,최영자,010-6172-3817,110718-4287345
충청북도 옥천군 동이면 세산리,yangjongsu@jusighoesa.kr,77341874,828951,강건우,010-8295-8039,011104-3202834
충청북도 청주시 청원구 내수읍 내수리,seonghyeon82@mincoegim.com,50977473,1374370,김영일,010-9618-1624,550315-2561159
경기도 고양시 일산동구 문봉동,igyeongja@jangjin.com,44139243,10584582,양영희,010-6067-3130,630704-1110724
충청남도 서천군 기산면 광암리,donghyeongang@hangweongim.org,84848927,57572210,박지현,010-9306-3860,900809-2831576
광주광역시 서구 용두동,jihye63@yuhanhoesa.com,49452863,8185083,엄은지,010-9169-5971,711009-1774220
경상남도 통영시 무전동,eunju69@bagbag.com,25673305,18273534,한정호,010-1293-7716,890219-2265856
충청북도 충주시 산척면 영덕리,coesanghyeon@ju.kr,4879616,2054100,이정남,010-9727-4771,441207-1922537
경기도 남양주시 진접읍 연평리,gimgyeongsug@gimgimi.kr,54502022,11856359,최준혁,010-9716-3739,970525-2357986
대구광역시 중구 인교동,minjunhan@ju.com,93255112,15097467,성정웅,010-5490-8221,701214-1107111
경상북도 군위군 고로면 양지리,gimjeongsig@yu.kr,74338672,12276505,전현우,010-2870-7802,061217-3564371
충청북도 괴산군 불정면 신흥리,sanghogim@gimgim.com,78725693,12355311,차시우,010-3533-5977,580202-2163863
경기도 김포시 양촌읍 석모리,byeongceolbae@yuhanhoesa.org,41649703,882134,김영환,010-4605-9073,111228-3149520
경상북도 성주군 월항면 장산리,gimyunseo@jusighoesa.com,9253581,491070,장옥순,010-6065-2752,701204-2603335
충청남도 청양군 비봉면 방한리,minseog56@gimison.com,44351734,7807381,우도윤,010-4349-5525,680510-2222626
전라북도 김제시 진봉면 고사리,baegyeongil@ii.net,32644379,16767754,강도현,010-8953-4208,950123-1021981
서울특별시 용산구 원효로3가,boram81@ibaggim.org,32911269,2976511,류상훈,010-4032-3384,680116-2138807
전라북도 군산시 옥도면 야미도리,mijeongi@baggimi.com,42285083,26691498,최유진,010-6335-8023,980421-1878236
전라남도 나주시 동강면 장동리,iyeongsug@jusighoesa.net,49002092,6416013,권은영,010-6247-7459,990122-1720864
대구광역시 달서구 이곡동,hayunbae@gimi.kr,88813131,22723789,손숙자,010-7159-8641,691225-1173049
강원도 평창군 평창읍 계장리,yangseonyeong@muni.com,71126609,3977740,윤영수,010-3322-6311,090204-4429472
대구광역시 수성구 가천동,ugim@haniyang.com,32740170,8939599,백현정,010-5641-1412,610307-2345907
제주특별자치도 제주시 용강동,jangseongmin@jusighoesa.kr,51637759,4123239,이영희,010-6478-3475,940907-1471798
광주광역시 남구 월산동,jsong@yuhanhoesa.kr,3129256,240112,최도윤,010-2762-7217,830428-2837153
광주광역시 서구 매월동,baesugja@munhong.com,14667891,8738055,권정식,010-5824-7166,781019-2018801
강원도 영월군 남면 북쌍리,ygim@gangnam.net,40844986,14548408,윤현우,010-3033-1241,630923-2204789
경기도 수원시 영통구 하동,qgim@yuhanhoesa.org,57479518,2560058,권하은,010-6238-5743,521201-2477721
대구광역시 남구 봉덕동,eunyeong86@ju.com,20841173,4471372,이상철,010-6343-7563,991228-2244297
강원도 영월군 영월읍 방절리,sonjaehyeon@jusighoesa.com,19352529,3344969,김주원,010-3865-5657,811122-2202612
전라북도 무주군 무주읍 가옥리,ugim@yuhanhoesa.com,55074828,146928,박광수,010-6817-7613,010723-3442631
경상남도 창원시 마산합포구 대창동,obag@yu.kr,17737793,2447249,류정수,010-5458-4538,050204-4898595
제주특별자치도 서귀포시 표선면 성읍리,gimhaeun@ano.com,17249350,4072578,권민준,010-4651-4272,440718-1560969
경기도 군포시 금정동,yeongsu13@yuhanhoesa.org,48559875,4262031,김현지,010-1409-1793,741105-2675365
충청남도 서산시 음암면 도당리,junyeong91@ibag.kr,4924731,176005,김정남,010-7358-9416,770917-2634466
전라남도 영광군 백수읍 죽사리,gyeongjabag@yu.kr,67418271,7023304,조지우,010-1120-3109,010513-3056822
대구광역시 달성군 논공읍 남리,jeongja39@jusighoesa.kr,35442925,1302957,박민서,010-5482-5108,970530-2293777
광주광역시 동구 금남로2가,bagsiu@gimogang.net,97361404,37454270,서영숙,010-4184-9865,830423-2885604
울산광역시 중구 성남동,hryu@yuhanhoesa.kr,27629401,3346036,박동현,010-4307-7001,140814-4600627
울산광역시 동구 방어동,sanghunyun@yunisong.org,60477069,16936090,이현주,010-9075-7491,040203-4252258
대구광역시 수성구 신매동,fryu@yu.com,32740517,10449448,최현준,010-1088-2089,930509-2593710
부산광역시 연제구 거제동,ai@ju.net,13092723,110046,차민수,010-6829-7327,940830-1522997
대전광역시 유성구 지족동,eunseo34@gimyanggim.com,92780695,27255165,장상호,010-1482-8937,030507-3414450
광주광역시 남구 압촌동,lu@isin.com,41561309,5629617,박영일,010-1130-4266,510720-1887203
대전광역시 중구 안영동,ujingang@yu.net,78455318,15718441,박은영,010-7100-5571,970521-1769686
서울특별시 강동구 성내동,ubae@yu.net,28080393,8776117,권도윤,010-2644-1096,740504-2247798
서울특별시 중구 무학동,ieunyeong@ijohan.kr,20303624,1827240,오하윤,010-1966-6462,861118-1736644
대전광역시 동구 세천동,gimjimin@anheogim.com,9897495,3493118,배은서,010-1701-4466,711220-2392989
경상남도 밀양시 부북면 청운리,jihyeongim@yu.kr,96678620,26187384,오지후,010-6868-1660,830213-1200046
세종특별자치시 세종시 조치원읍 침산리,eunjubag@gimseobag.com,47100779,5240317,최영수,010-5217-7526,490516-1419044
제주특별자치도 제주시 조천읍 와흘리,yunseoyun@songson.kr,68570708,23758686,한미경,010-8377-3441,140927-3817573
전라북도 정읍시 덕천면 달천리,yeongsighwang@yu.net,45314825,12093743,김은지,010-8731-4334,750121-1461500
대구광역시 달성군 논공읍 상리,nno@iyun.org,58927959,2257037,김명숙,010-7156-9421,780821-1774661
경상남도 창원시 마산합포구 진전면 일암리,seungmin77@coei.com,83777911,18041681,허수진,010-4222-1003,090624-3040988
광주광역시 남구 구소동,xbag@gweonmun.kr,7805103,4524089,홍우진,010-8548-7033,680209-1145919
세종특별자치시 세종시 연동면 명학리,seohyeongim@yuhanhoesa.org,94089087,6504471,김지훈,010-6988-9699,490604-2347189
경상북도 경산시 진량읍 가야리,jinuan@gimsongim.com,33449086,20413708,황선영,010-4917-9186,470123-1711982
서울특별시 서대문구 합동,hayungweon@minjeongbae.org,87016776,50348209,이은서,010-7031-8495,580605-1253520
전라북도 무주군 적상면 북창리,wi@gimgimo.com,56084488,13800590,남선영,010-3571-4682,881216-2333820
부산광역시 해운대구 좌동,mbag@bagyuno.kr,3707887,563594,김지은,010-8050-9767,651218-1534026
경상북도 울릉군 울릉읍 저동리,sugjagang@jui.org,72720620,31443318,김서영,010-3074-6345,490311-1483208
전라북도 순창군 풍산면 용내리,bhan@ju.kr,62770318,871024,김채원,010-7481-8074,111126-4867230
인천광역시 동구 송현동,subingim@gimbaggim.org,85394021,31353371,최민수,010-7699-4119,030408-4329334
광주광역시 서구 화정동,mijeonghwang@ju.kr,97513067,45986887,서정남,010-9806-2001,980908-2635537
경기도 평택시 오성면 당거리,yejiji@sinogim.com,86915210,28667359,김상현,010-2843-2701,071020-3120039
광주광역시 동구 금남로5가,seoyeon97@ju.org,14239146,329367,김혜진,010-8153-3816,540502-2483585
대구광역시 북구 금호동,hyeonjeong13@yuhanhoesa.kr,86045140,6494447,김미정,010-7813-6167,880514-1148478
전라남도 무안군 해제면 광산리,juweon30@yu.com,8941252,231137,노은서,010-4824-4984,811008-2596127
부산광역시 동래구 수안동,ogsun98@bagsin.com,19491342,5258836,오도윤,010-1964-1174,661112-1784047
인천광역시 연수구 연수동,areumyun@mungim.kr,80773707,24275994,김민지,010-4651-2828,880915-1937657
광주광역시 광산구 양동,goseongjin@yu.kr,94523722,33635149,오상현,010-6966-2655,011120-4586195
전라남도 장성군 서삼면 추암리,seonyeong93@jusighoesa.kr,39076185,22752577,최성훈,010-2546-1822,990802-1437683
제주특별자치도 서귀포시 남원읍 의귀리,tgim@ii.com,82109412,8901192,김지훈,010-9340-7973,640506-1219166
제주특별자치도 서귀포시 성산읍 수산리,eunju00@yuhanhoesa.kr,85612321,13726194,이보람,010-3832-2168,751219-1644081
부산광역시 북구 만덕동,ygim@gimigo.org,43058156,19419223,이주원,010-2379-8725,900914-2551407
강원도 태백시 혈동,yeongsun94@yuncoegim.org,43938595,5444576,황예은,010-6451-4908,120524-4199720
전라북도 김제시 금구면 대화리,bagyeonggil@jusighoesa.com,61552983,15573150,한유진,010-8872-2644,671101-1481145
경기도 의왕시 왕곡동,fi@sonhong.com,47061541,13081856,박지민,010-1310-8030,110704-4366133
세종특별자치시 세종시 장군면 송학리,cmun@oii.com,75866338,11598113,오미영,010-4425-6583,440529-2080009
전라북도 순창군 금과면 고례리,hongjunyeong@yunsonggim.org,32910480,3699179,김지민,010-3390-2048,070330-3070617
대구광역시 수성구 수성동3가,jangyeongsug@yu.kr,33414719,13440746,최지영,010-4881-9312,800216-2397179
대구광역시 달성군 논공읍 상리,hyeonjun69@ju.com,58094440,5490567,김은경,010-1380-6404,141231-3378585
경상북도 청송군 부남면 감연리,iujin@munbag.kr,26268263,3421714,이현준,010-4546-6770,860627-2782171
제주특별자치도 제주시 삼양이동,ggim@yuhanhoesa.com,3573824,306533,박정순,010-6619-6381,531028-1097097
충청남도 보령시 주산면 신구리,bbag@hanheoi.kr,60843880,12335300,고민준,010-8850-2836,690205-1670540
광주광역시 동구 학동,miyeonghwang@yu.kr,19072830,2232537,최상현,010-8559-5655,671212-2688185
전라남도 여수시 율촌면 신풍리,yeonghwan65@igimi.org,34823037,272160,이현주,010-1475-4904,960321-2357712
부산광역시 동래구 안락동,junyeong36@coeca.com,46790023,759620,한병철,010-4822-1715,920110-1777735
전라남도 해남군 송지면 미야리,ojeongho@yu.net,51063642,14724158,김상훈,010-8597-4002,471224-1183483
전라북도 전주시 덕진구 송천동1가,seojun11@yu.org,73073743,12604038,박정훈,010-5598-5495,960220-1093585
경상남도 고성군 상리면 무선리,iyun@gimison.com,77364629,3960033,이정순,010-4742-3221,590614-1860078
세종특별자치시 세종시 금남면 영대리,vyun@ju.com,53699674,2646774,박서준,010-5472-1924,570306-2267296
강원도 정선군 화암면 북동리,oi@yuhanhoesa.kr,30160040,2284416,윤은경,010-1815-3132,610806-1898370
충청북도 청주시 청원구 오창읍 상평리,songseongmin@gimcoei.net,31144576,2339215,송진호,010-7027-2470,990823-1903846
대구광역시 달성군 가창면 용계리,doyunyun@jusighoesa.org,57710921,10937633,이정자,010-1771-9484,861006-2837913
경상북도 문경시 호계면 구산리,qi@eomcoean.com,78330496,10082285,이현준,010-6395-4188,610329-1523042
전라북도 임실군 신덕면 신흥리,yeweonsong@coegang.kr,46452582,25780316,이정자,010-2765-5459,601108-1627600
충청남도 천안시 동남구 병천면 병천리,eungyeonggim@gimgimi.com,8667100,160801,김은서,010-4183-3084,740105-2469361
세종특별자치시 세종시 금남면 영곡리,yeeuncoe@gimgimbaeg.net,71440384,27624856,강광수,010-2385-5782,921121-2842288
충청북도 청주시 상당구 문의면 미천리,jihuncoe@jusighoesa.com,15438781,247113,류중수,010-9567-9240,890323-1817749
세종특별자치시 세종시 가람동,gojeonghyi@yu.org,68247052,9494923,송민서,010-1236-3139,080113-3539687
전라남도 고흥군 동강면 대강리,ogsunryu@yuhanhoesa.kr,87360519,10755075,김성진,010-3331-9220,120915-4518452
부산광역시 금정구 청룡동,juweon00@muni.org,17951042,5423797,김지훈,010-8164-3700,940612-2841929
경상남도 창원시 의창구 봉림동,pgim@yuhanhoesa.kr,48805016,24416040,황영희,010-2278-3393,980810-1487727
세종특별자치시 세종시 부강면 문곡리,mgim@hagimryu.com,58928163,9572746,박수빈,010-6186-2108,661025-1152675
경상남도 거제시 양정동,igim@gimgimyun.kr,23336907,286087,김민재,010-5654-8778,831218-2876588
세종특별자치시 세종시 연기면 해밀리,coesanghyeon@yu.kr,81544915,56528974,고채원,010-6869-7936,500429-1665897
강원도 태백시 백산동,gimboram@baggimi.net,10169323,4544929,홍은정,010-2300-6041,670319-2893573
경상남도 사천시 용현면 용치리,hyejin30@bagi.kr,33459413,349308,이진우,010-9751-8662,700129-1708782
전라남도 화순군 능주면 석고리,yejun19@gimbag.com,94942991,9184204,황경희,010-8573-8292,610324-1622191
울산광역시 중구 유곡동,kgim@isongim.kr,86310662,1756316,남서윤,010-6059-8438,820925-1567993
강원도 속초시 설악동,yryu@jusighoesa.com,62585387,14363121,송정웅,010-7433-7452,951013-1870708
경상남도 함안군 칠원읍 운곡리,zson@jusighoesa.kr,48719058,7680160,김시우,010-9728-2201,970608-1549056
광주광역시 북구 북동,junseo64@ju.com,46904383,9453654,김하윤,010-3412-2969,571220-1936280
강원도 삼척시 도계읍 차구리,ibaeg@baegicoe.net,57770572,28862386,임민수,010-1779-4654,580609-2823517
