name,ssn,phone_number,email,income,address,monthly_spending
이정훈,000526-4294305,010-2332-6629,geonuhwang@icoejo.com,52445764,경상북도 봉화군 명호면 양곡리,18097075
박영일,570612-2865240,010-6777-8468,hcoe@coegim.org,71659035,인천광역시 동구 만석동,14848977
이준서,710929-2563607,010-6992-6172,jinu81@ju.kr,5711135,대전광역시 대덕구 덕암동,1012798
이순자,770810-1480702,010-8870-9429,gimseoyeon@jusighoesa.com,82703478,전라북도 전주시 덕진구 도덕동,2476262
박경수,561030-1587628,010-4796-4177,oha@sonheo.net,16581972,충청남도 부여군 구룡면 현암리,4941972
한순자,730730-2357530,010-3377-3246,ijungsu@yu.com,32491370,광주광역시 광산구 지평동,6870128
성성수,730908-2584377,010-5070-4103,jungsuyun@yu.kr,36505081,대구광역시 수성구 황금동,6964130
김영철,701128-2527851,010-3602-9609,eunjui@yuhanhoesa.com,94062762,충청남도 천안시 동남구 수신면 장산리,24354914
이지훈,620406-2209896,010-9411-8906,ujingim@gimbaggweon.com,82710096,경상남도 창원시 의창구 북면 대산리,730456
정민수,911130-1004826,010-8651-8684,eunjeong07@ihan.com,30468675,충청남도 태안군 소원면 영전리,11966818
김하은,830704-2352925,010-4280-6057,ijuweon@ju.com,83727301,충청남도 공주시 태봉동,26172013
배순옥,640721-1415642,010-5360-6790,gimyeongceol@ii.com,73712932,인천광역시 미추홀구 용현동,9046344
정민준,570318-2935917,010-6119-9681,jeongseongsu@ju.net,76773360,경상남도 창원시 마산합포구 진전면 일암리,5059622
김지원,681223-1172717,010-5664-3491,yeongjai@ganggimi.com,86581958,인천광역시 미추홀구 문학동,369632
김상호,911202-2555417,010-4146-6618,miyeong31@coei.kr,31235331,서울특별시 성동구 성수동2가,1439975
전시우,780618-1859623,010-8292-7152,lgim@coebaggim.net,38460683,인천광역시 연수구 청학동,1440352
김경희,640127-2958259,010-2717-5809,sgo@jusighoesa.com,17325499,부산광역시 남구 감만동,3958306
오춘자,710122-1157179,010-1134-5167,juseongho@songi.com,67935008,전라남도 화순군 북면 서유리,1724215
김지원,020724-4389608,010-7961-1874,jeonghoi@jusighoesa.com,31846252,경기도 군포시 금정동,17050290
이현우,740214-2309380,010-2999-6112,hi@gimsongi.com,29123467,대전광역시 동구 삼괴동,12360068
김영희,950514-2637046,010-6688-7603,jieunhong@heono.org,71133485,경상북도 포항시 북구 흥해읍 약성리,20253132
최서윤,761127-2308256,010-8924-7534,gyeongsuggim@ohong.com,30817892,제주특별자치도 서귀포시 대정읍 가파리,3871576
남정남,980106-1068706,010-4036-1551,minjun16@jusighoesa.kr,81728044,전라북도 정읍시 감곡면 방교리,13100329
윤준영,120712-4765956,010-4296-5825,junhyeogbag@gimseoju.com,7578658,울산광역시 동구 화정동,3288715
박영자,550326-2227100,010-9976-5617,eunju65@ju.org,79154544,서울특별시 강남구 대치동,13672319
이동현,690212-1232073,010-8508-1478,jieunson@gimgim.org,89484838,대전광역시 유성구 송강동,31472833
홍준혁,060225-3008221,010-4166-3105,sunog67@gimiyu.com,49363386,광주광역시 남구 양과동,10002364
송미영,590223-2905295,010-4643-7894,yunseohyeon@jusighoesa.kr,65827609,전라남도 순천시 월등면 운월리,18000881
이하은,130304-4710948,010-9615-2038,tjo@jusighoesa.kr,85407326,경기도 가평군 북면 목동리,37665044
이상훈,621225-1637327,010-5227-6721,junhyeoggim@yuhanhoesa.kr,88856432,충청북도 제천시 봉양읍 구곡리,57096505
강순자,990101-2250032,010-2574-3986,hayunmun@yuhanhoesa.com,94650649,전라남도 영암군 시종면 봉소리,10287526
박은서,130611-4539514,010-7256-8096,geonugo@yu.kr,15864810,경상북도 안동시 길안면 천지리,324925
김보람,791018-1902619,010-4523-2176,gimjuweon@songgo.com,29531097,울산광역시 남구 무거동,5509999
최경자,810911-2183434,010-9575-9602,jeongsugan@jusighoesa.kr,65391913,대구광역시 달서구 갈산동,13051082
이정웅,720303-2688169,010-8725-4433,no@gimseo.kr,69779175,제주특별자치도 서귀포시 표선면 세화리,3097850
이영호,031114-4610647,010-4706-3423,areum46@yu.net,81368646,전라남도 목포시 중앙동3가,16561128
김민석,710215-1151419,010-5119-1971,jbag@igim.com,40432923,경상남도 창원시 의창구 내리동,13085498
김승현,130418-4271576,010-4072-4639,pgim@yuhanhoesa.kr,98670028,세종특별자치시 세종시 장군면 은용리,3929571
배옥자,001206-3815780,010-2487-3715,gyeongsugi@baggim.com,51101745,충청북도 음성군 대소면 삼호리,14275715
허예준,470126-1689849,010-6800-4599,seongho70@jangryu.com,92088592,전라북도 부안군 진서면 석포리,6982623
김현우,540728-2203288,010-4643-1131,minseog07@gimi.kr,48518134,제주특별자치도 서귀포시 성산읍 신산리,23144465
박성호,050610-3533893,010-2218-1279,jeongjason@seonggang.com,28733178,대구광역시 북구 금호동,3131808
진상철,540529-1618825,010-7354-4311,jinjieun@jusighoesa.kr,59490178,충청남도 홍성군 결성면 무량리,18452902
김미영,490221-2282331,010-2155-3746,juweonbag@igimo.kr,56309496,강원도 삼척시 노곡면 하반천리,13017059
이현우,030902-4191126,010-5097-7844,hayunyun@jusighoesa.kr,20382437,대구광역시 서구 비산동,3334233
한정훈,980523-1242330,010-7290-4273,fgo@yuhanhoesa.net,39683800,경상북도 문경시 호계면 막곡리,2711897
홍채원,640823-2117597,010-6451-3824,ogsunbag@gimgangi.org,55802760,광주광역시 광산구 북산동,26922234
심현지,710331-2946633,010-9247-7036,jeongnamgim@jusighoesa.com,72546322,인천광역시 미추홀구 문학동,10267316
권성현,531129-1039764,010-5286-8556,misug93@gangsin.com,63949774,세종특별자치시 세종시 금남면 황용리,202245
이도현,070715-3548469,010-9381-1862,gyeongja29@bagibag.net,57362767,경상북도 경주시 사정동,18206254
김지영,940122-1956251,010-3438-6829,gimjimin@baegmunbag.kr,76595769,충청북도 진천군 문백면 구곡리,9280477
윤종수,110715-3786304,010-4698-2612,sunjai@bagangang.org,96640730,전라남도 고흥군 두원면 학곡리,54352377
김수진,651020-1502283,010-9455-7318,gyeongjagweon@ju.org,34369179,인천광역시 미추홀구 주안동,2142973
권상현,550904-1458880,010-5277-8078,seoyuncoe@hai.kr,15986225,인천광역시 중구 북성동3가,409217
윤지훈,560701-2282379,010-8216-8543,pi@ju.kr,64911684,강원도 양구군 동면 후곡리,6095715
윤지원,840523-2745576,010-6362-7277,eungyeongsong@yu.kr,2671965,울산광역시 남구 매암동,276862
윤선영,921220-2596148,010-2486-3946,mijeongseo@ju.com,67776941,서울특별시 성북구 안암동4가,11737176
황영미,800309-1830933,010-1768-6696,zgim@jusighoesa.net,52073444,세종특별자치시 세종시 조치원읍 교리,19578992
이도윤,701023-1630564,010-2589-2252,yeeun24@ju.com,12011675,부산광역시 북구 구포동,444758
송지아,090626-3310341,010-5104-1666,myeongja79@gimbagbag.org,37307676,경상남도 함안군 가야읍 혈곡리,1409547
황상호,820520-1645973,010-6079-4282,aca@igim.kr,96792089,충청남도 천안시 동남구 목천읍 응원리,12132622
김옥순,670624-1949527,010-7363-3582,juweongang@yu.kr,59352701,서울특별시 마포구 신공덕동,11987777
송채원,501130-1594712,010-9256-6416,yeongsusong@yu.kr,43397603,대전광역시 유성구 전민동,29468007
장영수,930611-1070545,010-2509-9383,sumingang@yuhanhoesa.kr,68796043,전라남도 고흥군 봉래면 사양리,10708719
박영수,580102-2080700,010-8228-6607,iyeongho@jusighoesa.com,31875982,부산광역시 금정구 서동,5593564
권서영,521116-2430294,010-2517-9639,ogjagim@yunsin.net,66860300,경기도 광주시 경안동,24096258
양지아,111029-3661827,010-2356-9710,isiu@yu.com,42497132,충청북도 옥천군 이원면 수묵리,7566180
김중수,800306-2464550,010-2102-9239,sugja52@yu.kr,78802271,대구광역시 남구 이천동,3056988
김보람,640829-2473440,010-7429-8329,jangseonyeong@josongheo.com,48216350,충청남도 금산군 제원면 용화리,11083932
손도현,440919-2463222,010-8226-1501,areum98@bagsini.com,76958645,세종특별자치시 세종시 새롬동,10326918
하영환,560608-2814664,010-6394-6591,misug14@gweonii.org,30152310,서울특별시 양천구 목동,1973040
김건우,580503-2690653,010-5412-3374,ryu@ibae.org,82084038,강원도 영월군 김삿갓면 옥동리,22957202
우건우,950617-1135136,010-7641-8762,gimareum@jusighoesa.com,65697996,부산광역시 동구 초량동,37543512
최승현,521009-1369946,010-9493-1046,josanghun@gimcoe.kr,97024814,광주광역시 광산구 오운동,20921717
김지연,591210-1417360,010-9212-7731,ao@igimryu.kr,72864481,경기도 용인시 처인구 이동읍 화산리,4678481
김정자,970318-1358861,010-4977-9629,bjeon@mungimcoe.kr,16181884,경상북도 울진군 근남면 구산리,2509220
이건우,771030-1866674,010-8442-8277,byeongceolim@gosonggim.com,96737080,인천광역시 남동구 장수동,1049043
이정훈,710930-2562694,010-6992-3266,gyeongsugson@gimbagcoe.kr,90179668,전라북도 무주군 무주읍 내도리,3634994
박지혜,490309-2197819,010-4375-3664,gweonjaeho@yu.com,8024529,전라남도 구례군 산동면 관산리,885252
배경희,540120-1433705,010-6814-6652,areum54@ju.com,75619237,대구광역시 달서구 월암동,7888462
송은주,891112-1151652,010-3895-1435,ijiyeon@gimgimgim.kr,45885782,광주광역시 광산구 내산동,4438406
김유진,450205-2440859,010-3866-6598,si@bagbae.com,57579740,충청남도 부여군 장암면 점상리,4305139
정지원,960212-2906062,010-2591-8308,gyeongsu83@ju.net,33673863,서울특별시 중구 회현동3가,10054680
박채원,060702-4574497,010-4335-2833,yejinmun@yuhanhoesa.org,68682444,전라북도 완주군 상관면 마치리,18254476
박정순,480807-2254743,010-1337-3908,ogjagim@ibag.com,15886556,대구광역시 중구 동성로1가,645510
양건우,600225-1394464,010-4874-3893,hongjaehyeon@yu.com,17287784,충청북도 음성군 소이면 비산리,1241699
김서준,720113-2121105,010-7516-2796,igyeongsug@yu.kr,85688085,전라북도 전주시 완산구 중앙동3가,9589309
김영희,750403-1620238,010-4802-5991,jiyeongbag@ju.com,25280484,대전광역시 동구 추동,3951270
서정웅,050802-3697587,010-6447-4502,junhogim@songim.com,71744924,부산광역시 기장군 일광면 용천리,31359261
한정자,460217-2131691,010-6506-9070,bagmijeong@iyun.com,62098312,충청남도 청양군 화성면 매산리,2929519
이준혁,980212-1586308,010-2519-6337,sangho65@ryugim.kr,97341593,세종특별자치시 세종시 금남면 집현리,9201689
이진우,520228-2658804,010-3108-4428,fgim@jusighoesa.com,70123315,강원도 정선군 임계면 고양리,14737654
장정수,521220-1834758,010-6388-2155,qgim@yu.com,63340891,강원도 속초시 교동,17237589
고지훈,571020-2453937,010-3485-8184,seonghyeon67@gimi.net,82105283,충청북도 청주시 청원구 내수읍 국동리,9124484
조준서,930925-1666733,010-4792-6523,jusangceol@yuhanhoesa.kr,2627008,광주광역시 서구 치평동,176652
최중수,440330-1355060,010-6040-9264,johyejin@jonagim.kr,48882628,강원도 원주시 판부면 신촌리,16200884
윤은주,790111-2211427,010-8286-8713,jiyeongbag@jusighoesa.kr,12076291,전라남도 해남군 현산면 구시리,318675
권지은,810718-1718909,010-1274-4024,cgim@jusighoesa.com,79593395,충청남도 공주시 교동,36643008
김경숙,470921-2367215,010-1582-4276,wcoe@gimyuncoe.kr,99251607,경기도 수원시 팔달구 구천동,23858933
전승현,460729-2817000,010-8113-2378,zgim@jusighoesa.net,82369311,서울특별시 강동구 명일동,13682160
배우진,030401-4619503,010-3438-2416,yunhyeonsug@jeongju.com,54621690,대구광역시 동구 신천동,14341849
정정수,640821-2965303,010-6083-1553,gimjuweon@jusighoesa.kr,54096585,경상남도 창원시 마산회원구 봉암동,2149357
김영숙,110514-4585626,010-3161-4774,bgim@jusighoesa.kr,32886978,인천광역시 옹진군 덕적면 진리,18020446
박은정,520312-1192505,010-4877-6259,jeongung86@yu.kr,76530125,전라북도 남원시 산내면 장항리,24419481
노정호,450329-1462238,010-3397-3131,yeongmiseo@yu.com,76049912,충청남도 서산시 부석면 봉락리,7400018
김은정,861119-2261101,010-7564-2517,ni@ju.com,51464884,전라남도 영암군 덕진면 금강리,17724065
김도현,680113-2705663,010-8983-3461,iminsu@jinbagsim.kr,26099386,울산광역시 중구 복산동,9028014
박미영,080513-3294904,010-4537-8172,rsim@gimjo.com,62535809,제주특별자치도 제주시 이도일동,3040945
백민재,631106-1122670,010-9724-5217,sunja98@gweonbag.org,95761760,세종특별자치시 세종시 전동면 송성리,39364016
김영식,760115-1056075,010-6207-8165,haeun07@jusighoesa.com,16979669,울산광역시 중구 남외동,606340
양현우,880112-1386441,010-5237-2273,ijeongho@jusighoesa.com,28890625,세종특별자치시 세종시 연서면 쌍류리,9925090
양민준,090529-4878098,010-3548-4234,gyeongsu54@baggimsin.com,89812063,경상북도 청도군 운문면 봉하리,16087422
성지은,091002-3543074,010-1207-9119,yujin16@iigim.org,26654930,경상북도 김천시 구성면 임천리,10100619
남정수,860125-1330334,010-2792-9109,gimjongsu@seogimi.kr,5058257,경상북도 청송군 파천면 신흥리,683852
이지혜,451127-2328822,010-3442-2986,yeongceol57@ganghwang.kr,43704046,광주광역시 남구 화장동,545385
황영호,910507-2475870,010-7429-7471,geonu40@ju.net,76335365,광주광역시 북구 수곡동,49654672
류수진,551206-2058924,010-9829-6242,donghyeon49@jusighoesa.kr,3207838,경기도 과천시 별양동,697280
엄영숙,501201-1081985,010-8299-1215,ui@jangi.com,86475521,서울특별시 중랑구 신내동,30507759
남서영,780117-2894457,010-1664-3242,coeminjun@ii.net,42715466,울산광역시 북구 호계동,21035097
김현주,791022-1088309,010-3637-2104,rgim@yu.com,56190468,제주특별자치도 서귀포시 서귀동,21715989
전준혁,570615-2467136,010-4321-8090,vseong@yu.com,38609191,울산광역시 중구 성남동,1936043
김진우,800304-2457727,010-4755-9087,yeonghwanbag@gimigim.org,91650698,경상북도 구미시 무을면 안곡리,355955
김지현,830319-2369169,010-8309-3278,cunjahan@bagcoejeon.org,63363308,서울특별시 성북구 동소문동4가,14063179
김정수,631007-1494190,010-6316-9329,jihyeon89@jusighoesa.kr,31230796,충청북도 진천군 덕산읍 석장리,5486029
박옥순,750915-1578680,010-2883-1800,bagjaeho@igim.com,4275703,경기도 구리시 토평동,1292351
김경수,540128-1864107,010-9272-7651,ui@ju.org,18802282,세종특별자치시 세종시 다정동,1245457
김지영,930202-1540728,010-1476-3396,siugim@yuhanhoesa.kr,69235978,전라남도 광양시 봉강면 봉당리,28568605
배성수,481204-2693187,010-6643-3492,byeongceolgo@gimno.kr,84099479,부산광역시 남구 용호동,6198338
이민서,120331-4302432,010-7060-4750,baghayun@yuhanhoesa.com,26281516,경상남도 통영시 산양읍 영운리,10306274
이영철,010215-4903453,010-6532-4124,myeongsug64@hwanggim.org,61622160,부산광역시 연제구 거제동,11566398
성성훈,500520-1280055,010-9396-6553,rbag@sonmuni.com,95331015,전라북도 정읍시 북면 복흥리,31289269
송지후,850808-1631060,010-2545-3677,tsong@gimi.net,49030566,경기도 의왕시 오전동,8843427
곽수빈,820624-2387098,010-4471-8357,zim@nogimseo.kr,58076284,부산광역시 부산진구 연지동,394830
노민재,871022-2495123,010-4655-3606,seosunja@coeryucoe.com,26877631,광주광역시 남구 이장동,16434421
강서영,740403-2339193,010-9150-8588,bagjeongsig@ju.org,73644247,부산광역시 기장군 기장읍 죽성리,23400196
백수민,510805-1568776,010-4817-8195,yhan@yu.kr,55245955,대전광역시 대덕구 신탄진동,2611012
양정남,640315-1600232,010-6694-4948,io@coeganggim.org,69468609,경상남도 산청군 단성면 묵곡리,22079431
이미정,470215-1156290,010-5906-6960,eunseo09@ju.kr,78762255,부산광역시 남구 대연동,24437218
박영자,480209-2952451,010-6657-4235,jimin41@yuhanhoesa.com,43492018,충청북도 영동군 심천면 각계리,22519546
김민서,850118-1293725,010-9422-1342,hyeonui@jigim.kr,77254407,강원도 동해시 심곡동,10530164
박정웅,550528-1603639,010-8556-8703,heohaeun@heonam.com,99322140,전라남도 장성군 황룡면 와룡리,34973467
김채원,481017-2191330,010-2652-3592,lgim@gimsim.com,52657366,광주광역시 동구 충장로3가,21802287
김예원,750130-1891498,010-9507-9317,sanghun33@yu.net,43380645,충청북도 청주시 흥덕구 서촌동,1324245
김광수,991101-1143813,010-1426-7737,ii@yuhanhoesa.com,58795062,대전광역시 대덕구 와동,153377
김성민,941018-2265629,010-7636-8542,bagseungmin@yu.net,37083422,서울특별시 서초구 방배동,1087104
박서현,070108-3640136,010-6432-1565,pgim@gimucoe.org,49897261,전라남도 영암군 군서면 서구림리,8975926
오지은,830717-1890865,010-6022-4685,sgim@ju.com,65336425,부산광역시 사상구 주례동,20363211
조현지,110622-4864428,010-8754-9746,songsugja@baeggim.com,87523686,대전광역시 유성구 봉명동,19909897
고예준,651113-2670690,010-3738-7861,angeonu@ju.kr,55549647,대전광역시 중구 안영동,6811755
류정희,440520-2080221,010-3193-1208,minjae76@jusighoesa.org,94137644,경상북도 영주시 안정면 묵리,34315693
윤병철,570712-1794091,010-3827-8060,yeongsug62@ii.com,36953257,서울특별시 구로구 온수동,16350714
송지혜,620620-1125669,010-9460-8561,migyeongcoe@baggim.com,6809083,경기도 안성시 금광면 오흥리,2714538
최병철,460215-2092647,010-8474-4430,gyeonghyi64@jusighoesa.com,80424121,충청북도 보은군 마로면 세중리,29327269
이현주,840331-2063242,010-1451-1020,eyun@ju.com,99958348,충청북도 음성군 삼성면 대사리,28914490
김정희,610419-2275546,010-1714-6194,than@songweon.com,5472097,인천광역시 남동구 남촌동,2681913
김서연,130809-3805272,010-1976-5878,ansumin@yuhanhoesa.com,77973472,세종특별자치시 세종시 가람동,4464941
김상호,750126-1884318,010-8423-6492,xgim@yu.kr,54190968,대구광역시 남구 대명동,842152
남예진,940329-2246127,010-2143-7066,jbaeg@yuhanhoesa.net,98260216,전라남도 구례군 토지면 금내리,11729303
최영길,911219-1607444,010-7872-2055,leom@yanggimgim.kr,20636527,대전광역시 유성구 방현동,5098151
임현숙,730828-2830180,010-2463-3962,gimmigyeong@sonheocoe.com,9342823,전라남도 순천시 남내동,2186400
이승현,510526-1443716,010-4056-8594,yeongil92@ii.com,58259152,세종특별자치시 세종시 장군면 송학리,14817079
김경숙,090326-4949763,010-3854-6303,hi@coecoegim.kr,86622532,경상북도 청도군 각북면 덕촌리,10433983
김예은,001116-3495235,010-2016-4022,baghyeonjeong@ryuryu.kr,60153400,전라북도 임실군 지사면 방계리,13711364
박지후,050103-4558996,010-7239-6198,lgim@coehwang.com,59086856,충청남도 금산군 남이면 대양리,23087301
곽현우,000220-3327393,010-8623-6131,eunseo67@hani.kr,95638742,광주광역시 북구 두암동,26823658
황채원,761102-1009199,010-1105-3596,haneunyeong@ogimcoe.com,27813169,광주광역시 광산구 송정동,307234
심은주,710215-1160240,010-3496-2104,jeongsig83@yu.com,46996605,인천광역시 연수구 청학동,11983044
김민준,920801-1415267,010-5313-4178,cunjaji@iyangi.kr,36436607,충청남도 예산군 봉산면 효교리,3991309
차성민,560526-1438891,010-2466-2003,caeweongim@ju.org,53100421,서울특별시 노원구 상계동,17887053
이보람,010824-4312750,010-1874-1897,areumbag@cagimbag.org,65198973,충청북도 보은군 회인면 부수리,23239598
권준서,590521-2777549,010-5103-5142,fgim@ju.com,18657398,전라북도 완주군 용진읍 구억리,3134762
이영철,570930-1435590,010-3442-3670,jiweon14@ryusonggim.kr,59987525,인천광역시 계양구 목상동,12643006
박상호,520805-1316161,010-2640-9120,doyunhong@iii.com,35443815,경기도 고양시 일산동구 마두동,10311312
민시우,530214-2579130,010-8262-7904,ijinho@yuhanhoesa.com,16540644,경상북도 봉화군 소천면 현동리,1094787
김순자,970420-1799031,010-6926-4679,yeongmi20@gwagii.com,9664315,대구광역시 동구 용수동,2015084
장민석,720315-1383404,010-1332-2899,yeongil07@yu.com,61362149,부산광역시 금정구 장전동,8016486
이현준,671011-2828283,010-4645-8052,mi@giman.com,51647169,부산광역시 수영구 광안동,8750172
류정웅,870823-1785740,010-9139-1433,hyejin34@jusighoesa.kr,49699922,전라남도 나주시 동강면 대지리,5116248
문은정,780804-1068753,010-9046-1260,cbag@simhani.com,38276961,경기도 여주시 능서면 마래리,1254093
이현숙,560120-2886181,010-3909-8372,gimbyeongceol@jusighoesa.com,73517745,울산광역시 남구 달동,15424529
신승민,010330-3437102,010-1733-3569,geonu16@ju.kr,54911683,강원도 양양군 양양읍 조산리,1076173
김숙자,500705-2424903,010-2882-1679,gimsugja@ju.org,87364039,인천광역시 부평구 구산동,16211432
김경수,880209-2662527,010-4675-8566,doyun06@ju.com,69124969,강원도 양양군 강현면 회룡리,19438437
김미영,640816-1215196,010-7550-6766,vgim@yuhanhoesa.kr,81612012,제주특별자치도 제주시 삼도이동,42970018
구준호,770310-2007769,010-5169-1888,xseo@ganggimjang.com,80761608,부산광역시 금정구 장전동,7760090
김준영,481028-2413718,010-3983-7977,iyeweon@ibaghwang.com,86669397,경상북도 울진군 울진읍 고성리,40552349
김지훈,040708-4708536,010-2268-3380,ecoe@gimii.com,37284214,울산광역시 중구 학산동,4302550
홍민서,900911-2531354,010-6855-8903,jinugweon@gimsim.com,91237207,세종특별자치시 세종시 연동면 예양리,8852625
윤경수,891222-1231936,010-3589-2941,coemiyeong@jusighoesa.com,59884896,대구광역시 달성군 옥포읍 간경리,8208508
김준혁,710604-1128557,010-1867-5967,coehaeun@ryuseoim.com,57152390,광주광역시 동구 광산동,24851267
백예준,850628-2432730,010-3312-1132,dbae@yuhanhoesa.com,3323387,충청남도 보령시 웅천읍 독산리,864185
강예준,620226-2497438,010-8321-7679,yeongmii@gimjang.com,5452596,경상남도 창원시 진해구 중앙동,1689457
김정식,930708-1227154,010-8939-8958,eungyeongbag@baggimbag.com,41465081,경상북도 청도군 청도읍 사촌리,7138870
곽예진,520821-2189524,010-4671-3056,isangceol@gimjang.com,18773599,전라북도 부안군 위도면 거륜리,3951954
윤도현,670201-1356459,010-1216-2567,gyu@yuhanhoesa.com,66444744,인천광역시 강화군 서도면 말도리,36333039
이은영,140205-4478144,010-1667-9699,donghyeonsong@yu.org,9356786,충청북도 증평군 증평읍 증평리,961736
김영희,010109-4180944,010-2964-1407,jeongung79@ryugim.com,73849555,대구광역시 달성군 논공읍 삼리리,20814511
박민수,711024-2643029,010-7990-6582,gyeongja76@ju.com,32813985,울산광역시 울주군 언양읍 반곡리,8008992
김정자,460812-2804578,010-3510-7628,sbag@iigim.com,48411458,대구광역시 남구 봉덕동,1631527
이순자,560828-1332836,010-6250-1539,seonyeongbag@yu.org,12249868,경기도 구리시 교문동,2089772
권중수,460206-1334060,010-5732-9168,jgim@singim.net,51431831,충청북도 보은군 삼승면 내망리,3698189
서성민,610621-2409760,010-3494-2849,mijeongnam@gimi.net,56074830,경상북도 구미시 지산동,3400357
최영호,580411-1579603,010-7178-9006,baeminjun@obaggim.org,37269473,대구광역시 수성구 이천동,12158739
이경희,981012-1144693,010-6357-5844,fgu@hanbaeggim.net,48802510,울산광역시 북구 신현동,23023968
이성수,641004-1890536,010-7467-2114,jaehyeon41@gimgim.net,76371662,경상북도 포항시 남구 동해면 상정리,8301683
심현우,440416-1878433,010-7439-1183,eunjugweon@bagi.com,88243831,인천광역시 중구 용동,8899918
류영길,910717-1191614,010-6349-8566,gimsujin@yuhanhoesa.org,38289840,전라북도 군산시 옥도면 장자도리,764289
박준영,931005-1285278,010-2379-1951,kgim@jusighoesa.com,87761974,전라북도 전주시 완산구 중앙동3가,12785455
김명숙,700307-1589354,010-9350-8666,gimcunja@ju.kr,44340008,강원도 영월군 김삿갓면 내리,3354217
이정식,800412-1494627,010-7412-5496,yangjunyeong@jogim.kr,46264006,경상북도 군위군 고로면 석산리,22287585
이우진,610613-1333846,010-2561-8810,gyeonghyi77@gimii.com,43203125,경상남도 김해시 한림면 안곡리,20109534
이성민,730715-1919385,010-6477-5865,bgim@gimyun.com,37192736,전라남도 고흥군 과역면 연등리,15587857
오영호,791018-2426064,010-8828-8679,gi@gugimgim.com,11185588,광주광역시 북구 생용동,3538880
강현준,810904-1377190,010-4107-9821,iminjae@gimi.kr,74186971,광주광역시 동구 수기동,16956911
이영길,791113-1951796,010-2162-5935,seojeongsu@hwangseongcoe.net,33313581,전라남도 영광군 백수읍 백암리,8758370
이도현,510709-2425474,010-1740-7671,ryugeonu@coebag.kr,4601301,울산광역시 울주군 온양읍 발리,775062
김정희,690218-2278431,010-5788-2429,vbag@yuhanhoesa.com,64505376,경상남도 거제시 하청면 대곡리,29554215
김성호,080706-3099506,010-2073-3179,hyeonjeong14@yuhanhoesa.org,79955025,서울특별시 서초구 방배동,12658137
이동현,121018-3235887,010-9781-1347,hayun08@gogimyun.kr,30635503,광주광역시 북구 유동,18019898
최병철,681130-2131518,010-5679-6696,jeongsui@igimbag.kr,64588216,충청북도 청주시 청원구 외하동,4895402
노현숙,910309-1781265,010-7034-6695,rbag@yu.com,51574702,부산광역시 사하구 괴정동,4278433
배우진,870910-1360413,010-3116-7230,mjin@minsonggim.com,78753104,인천광역시 동구 송림동,36265420
최승민,580812-1904747,010-7073-5446,gbag@bagmingim.org,32353123,부산광역시 동래구 낙민동,1586112
박지민,740228-1307902,010-7862-5835,minsu51@jusighoesa.net,47218371,충청남도 부여군 양화면 상촌리,7984574
조도현,870628-2636577,010-2933-5380,jieun61@coeigang.kr,84987376,인천광역시 계양구 귤현동,10821083
허현숙,440302-1881356,010-5926-7646,bagseungmin@ju.org,54976993,세종특별자치시 세종시 장군면 송정리,18095880
김성수,640502-2014993,010-7152-7468,zbag@jogim.kr,67769915,경상남도 합천군 초계면 대평리,18154143
이영식,691128-2384094,010-1619-4531,xyang@igo.org,58180885,전라남도 목포시 용해동,23581835
이성민,961103-1852218,010-8894-7768,doyuni@ju.kr,32055369,부산광역시 중구 광복동1가,21115921
최상훈,620108-2402921,010-5177-8502,bagminseog@yu.com,55138961,울산광역시 울주군 언양읍 대곡리,4339508
김서영,491206-2542744,010-1842-2733,gangjihyeon@yu.kr,16050450,전라북도 부안군 보안면 하입석리,7849788
양서연,700919-1686375,010-6218-7508,jaehobag@yu.com,73088574,경기도 포천시 신읍동,12675144
류상훈,750527-2463640,010-6174-1990,minjunbag@oi.com,6677224,강원도 고성군 죽왕면 마좌리,1028692
김정희,511016-2033201,010-5638-2672,gimjungsu@ihai.com,21500121,경상남도 고성군 고성읍 성내리,1847790
구수민,861116-1808861,010-7683-9568,eunseogim@yu.kr,44948228,세종특별자치시 세종시 연기면 보통리,4008044
문서연,980807-1721667,010-2527-3781,iminseog@gimigim.com,97755349,인천광역시 서구 당하동,33171834
최병철,710921-2590251,010-8620-6442,gimeunju@yunbagjang.net,62271720,충청북도 증평군 증평읍 내성리,21955554
김순옥,740613-1391183,010-2802-3112,hanhyejin@yu.kr,94387541,경상북도 청도군 화양읍 합천리,10051004
오민준,460914-2753499,010-6898-9107,hyeonji85@yu.net,83204586,경기도 성남시 수정구 양지동,21574381
이춘자,650407-2716294,010-4513-2196,gi@yangbagbag.com,28865705,충청북도 청주시 청원구 북이면 신기리,3096297
강은서,660318-2819453,010-6175-9215,hwanghyeonjeong@jusighoesa.kr,3578355,세종특별자치시 세종시 장군면 평기리,1836855
김수빈,720102-1379243,010-1003-1717,sunja07@yu.com,66787618,제주특별자치도 서귀포시 하효동,52088463
최경수,771009-1186716,010-6894-7599,seongsu60@yu.net,98484832,경상북도 영덕군 달산면 용평리,7284580
김미영,731221-1771838,010-2143-1606,gimminsu@jusighoesa.com,46930672,서울특별시 도봉구 창동,1512387
이영환,700215-1285245,010-5959-4337,yeongceoli@ju.net,42735872,경기도 수원시 팔달구 매산로3가,7073121
박영진,510612-2450392,010-9922-5410,hgim@guigim.com,42841599,광주광역시 북구 효령동,2599285
