name,ssn,phone_number,email,income,address,monthly_spending,matching_key,mk_serial_number
백정훈,800320-1891025,010-4078-2562,sumin05@yuhanhoesa.org,10000488,경상남도 의령군 칠곡면 산남리,1427576,6b90fb5fef463ed8c3714fb8137f7d0e5e912164a64adde4051c3ca42640180b,datas.csv240
김상철,930509-2489074,010-1339-4483,egim@yuhanhoesa.com,80664022,광주광역시 남구 칠석동,490595,7f11dfd85c911f44cc15f96038ccf94ef02caa6fd837885920ac90143481e756,datas.csv241
이영희,751103-2180415,010-8253-9139,iseoyeong@gweonsim.kr,63428186,광주광역시 남구 송하동,2313583,633b3c48dd075336cb2310042ae8021b3c33ca3f1db2ba358a71c3ffc9e731d3,datas.csv242
김서준,490316-1542084,010-6395-9397,ngwag@coebag.com,47304167,전라남도 신안군 임자면 삼두리,734586,c146dd490bfeec0db17b1beba7358859f3f31860b128c2c237fd3874be5e565b,datas.csv243
노영순,601216-1810372,010-5776-1340,yeongsug32@goijeon.kr,44598245,강원도 원주시 지정면 월송리,9667582,8965a7283ebe383b0944778e9e985ed9d0216291b6778a24d1b63397f183b33f,datas.csv244
곽미정,841223-2520926,010-6308-2845,anhyeonjun@yuhanhoesa.kr,92021159,광주광역시 북구 오치동,14049714,07fe2080051a7037cb63bbc139684f4724151e6f6b74bf076608fe040ad81e23,datas.csv245
최지은,490410-2271964,010-1008-4735,songyejin@gimbag.kr,9978927,울산광역시 중구 약사동,1331559,b36d659831a8ef54e3623fabcaf1d968302413e856d375f390b6328a5bb4d53d,datas.csv246
최시우,761120-2754566,010-9176-1554,jiweon79@gangseo.com,12348817,경상북도 청송군 주왕산면 상평리,948711,fd95d17ffa74c56d0d62af3457f3ed03e565817b10775ecfa26bd57c111faf63,datas.csv247
권은서,490724-1909767,010-8053-3079,vi@ihanbag.kr,65967294,세종특별자치시 세종시 소담동,20472117,ec08252835f9f1ea5c4b030dc23dcd9d119d3bee84ee581838b7a12e9b9d41fb,datas.csv248
박영식,500410-1576260,010-7077-4259,ibag@nobae.com,81701411,인천광역시 강화군 선원면 연리,40124848,67419f3ddceb5681821be526d5fa00efb5fbc3734bd79ee15ee410e86e990a2e,datas.csv249
이영철,851125-1449097,010-8344-5406,bagyeongsun@icoesong.org,42493272,경상북도 영양군 석보면 원리리,7074726,995310ebfbac21d41a22ec1b9e6c8c4ea3ba80f0d1f6cbdb380a9bcd865f2ae1,datas.csv250
이경수,910708-2445619,010-1891-9011,hwanggyeongsu@iigang.org,72031090,전라북도 진안군 마령면 강정리,7091880,163e3b03bd833d43bd8b2fb2c45051a9cc195f5820223e9a1bd20d0877cd0abd,datas.csv251
강유진,700402-2412231,010-8500-7180,gyeongsugweon@gimi.net,30484915,서울특별시 양천구 신월동,7073820,e839d6a9e678993b6576eca6526afba86d7ae14986928ee1473eb9ef805a5510,datas.csv252
박현정,980917-1900760,010-4376-5498,wgim@coegim.com,10497922,울산광역시 중구 서동,2701401,fd7a930540b52a931002d6e26d4da4a41918f1b8646ab4070bbcd5cd35ea7a5b,datas.csv253
김옥순,120830-3016724,010-6906-8284,zcoe@gimgimi.net,36098054,제주특별자치도 제주시 오라일동,5700634,f9c69b1eb1634d9d49a23283e0b4a7a2750ced1a172bb6b4b8163c91c6691808,datas.csv254
박성진,800718-2900036,010-4732-3201,ggim@ju.org,47458776,충청북도 보은군 탄부면 평각리,15730975,dfae9952a034bac99a764d738d3552aa3af4732f6af59501b36fb3c2607395c5,datas.csv255
윤시우,140323-4122237,010-2640-7782,yeweon73@jusighoesa.com,72518285,경상남도 남해군 남면 덕월리,4645149,7cb9a5ec2f152d0c2379c049b2cfe2eb0468321e500420557f9bab2a6db1cdb5,datas.csv256
이승현,110203-4676280,010-4512-3229,junyeong11@jusighoesa.com,27124716,전라북도 고창군 고수면 부곡리,2552424,e327b42a8345f0f713ed16f22b9a0e98e74f09ff3cee678d170f240b96179b40,datas.csv257
김정웅,010927-3008162,010-4842-9188,useong@iigang.kr,38260040,제주특별자치도 제주시 일도이동,17903029,47cd245e7fd01eff4d43554cf220db87afa7716449ce90959439028cb1a8d0cc,datas.csv258
나은정,021127-3137105,010-1133-2708,gangcunja@gimcoecoe.kr,44106299,대전광역시 동구 대별동,1993487,6085de8372995ad215ca3ca91cb237ae33751a430360099ae1fd74b228f3c8ce,datas.csv259
이상현,661114-2480289,010-9829-5959,minseobag@yu.com,24637093,대전광역시 중구 무수동,14313224,577b1fd12b6ba8ae5289b443346c6f553434cc07f4445009c1b599a729f728a5,datas.csv260
김준호,780316-1710696,010-7567-9924,gimyujin@ju.com,62079834,세종특별자치시 세종시 연기면 세종리,46103960,85825a3589662021c92b7d92a62f283e5c07daa3b33941914f7eacc40f3c842a,datas.csv261
노지우,851226-2544884,010-1271-4017,haeunryu@josonhan.com,3090106,제주특별자치도 제주시 조천읍 와흘리,110550,b30c9af0330bd28df6bec2bd70fe22fca770f0525a649049a8ae956294b8eab7,datas.csv262
양민재,590409-1399917,010-2507-9800,gbag@ju.com,63639550,제주특별자치도 서귀포시 안덕면 화순리,247658,256a8890a65fa21a12e514ac48ee333d40fa51f0f9de3773afeace24d6945642,datas.csv263
황영환,760413-1281890,010-9583-8385,baegseongho@jusighoesa.com,71385898,경상북도 상주시 이안면 이안리,14876143,8df92e0602b634b777a3a22fa6b6e276b07a8be7f81f3000fb6765e547537a20,datas.csv264
박정남,800407-1172968,010-4560-5419,sunja08@yuhanhoesa.kr,65917232,인천광역시 미추홀구 학익동,4832677,64cc7ffb1f09e5dee14646e0da9ffc0c14e822c5372d7c92726235ac052bf4ac,datas.csv265
김은지,680113-2211836,010-4109-1907,sanghyeonbag@gimo.net,44105432,전라남도 장성군 남면 마령리,8613632,52fab60c12c8a51e983bfb912c1d76d28732c23c39bfc3730492078dae7a39df,datas.csv266
이경자,660108-2286474,010-3594-4057,djo@iibag.kr,15761022,대구광역시 남구 이천동,3214974,7190ea3a633748951139183d1273eb82ed372bccbf5562a7bd157c63143ea06c,datas.csv267
전민지,931007-2734116,010-6573-4585,caeweonhwang@yu.com,84288564,충청북도 충주시 성남동,18502321,6f308060e1f2ecc2e85c7e81ff083bb86dc1fadf38aea0fcae0d61a4d56dbac6,datas.csv268
최유진,860803-2847727,010-7412-8273,ni@ju.com,72941382,경상남도 창원시 마산회원구 내서읍 상곡리,2513044,cc2616ba9d53a48213028e531cf020447ad28bb3ab4eb548fb45ec14674a1b48,datas.csv269
이성훈,950902-1244491,010-3881-8612,gimseoyun@ihwang.com,20868452,광주광역시 북구 우산동,4702019,da5ce6e6b56d40c7c8dde6c0e6fc2fe6b7445f0688667dd3f62f7b58f719141a,datas.csv270
양유진,700211-2591243,010-7978-6637,seoyeonjang@jusighoesa.com,14344682,전라남도 진도군 군내면 나리,207275,bab03e3c43dbd74293f965d324172156b3dd9184c16871e859c9e75c5dfc5ba6,datas.csv271
이예원,720608-2855518,010-9756-4588,ri@bagyun.com,55115714,강원도 평창군 진부면 화의리,5819257,ef2e01caaa33f08911efe09bdce62bb62d8e19b586004eb6a732913c4451c611,datas.csv272
차영순,111008-3122470,010-7243-6106,anareum@iseocoe.com,92247757,제주특별자치도 제주시 한림읍 상명리,18162836,e820ee102c0aca40c4c46c1754767f14a6bd090f8510882f0ed0cb575a5557a6,datas.csv273
김아름,820707-2947050,010-4845-3534,jihyeon97@hanbaggim.com,49482440,광주광역시 광산구 수완동,2132812,84769a2840b101d6525f9e2de25caabc846cce2330c96b74b73390ab7a040a03,datas.csv274
조현준,540427-1553267,010-2815-1505,jeongsugi@yuhanhoesa.com,49389928,대구광역시 수성구 이천동,2662223,e6c6cbcd7d4f55d7eb7b5dec5498d5d08525f004af20c9d087393b9405544fe6,datas.csv275
권경희,020805-3167379,010-9035-4398,tjo@yu.kr,7975160,대구광역시 서구 중리동,702638,bb0821b216c448052002d4143bc2779edd593d62f32a69f425d63644f81dc4a8,datas.csv276
이경수,680224-2033758,010-9484-1706,osangceol@ryugim.kr,29404101,경상남도 밀양시 상남면 평촌리,2672258,08d463814bacdbe2128c821ae46d964d1b438ca4c888399717fe82060974cb58,datas.csv277
윤영일,960114-1777567,010-8045-9447,ci@iangim.com,12838634,대구광역시 남구 봉덕동,1091055,5cad6144ff30af9901e785ef6f0a0f4d048e2b37b21a60d7e420a23873d50814,datas.csv278
손미정,510221-2960052,010-2741-5576,wgim@gui.com,21832618,서울특별시 관악구 신림동,5622950,938cdda085bae883876d83bd615b0582b34bdd13ad7968c666bb46bbd355db03,datas.csv279
고현우,590809-2858850,010-9176-6614,eunjihan@gwaghwang.org,86924078,서울특별시 성북구 동선동4가,5934202,b39a5f52a0a46407ebcd85e6a33782d689726352d38c6ac5fa010ec1a1845615,datas.csv280
김현지,600715-1414339,010-6522-5768,jeonghun37@yu.com,88224189,강원도 속초시 설악동,11477556,5469198ba842df63464a73a83fbdbd3dad5226a318bf0776f0277cb4bbad2850,datas.csv281
김은정,090629-3606038,010-6141-8179,sangceol59@gimgim.com,92642897,광주광역시 서구 쌍촌동,10777510,650aff4ae425f22441c53acea53dcddb19fd4c0925b66c5fddc7ab12e26db89a,datas.csv282
이예지,080719-3623132,010-4756-8771,yunseo89@baebag.com,18258447,충청북도 영동군 심천면 마곡리,5111373,4f5aea06c60b64986c2254eb0487cd3d36517013e69396115ad4cb0b39949c48,datas.csv283
김도현,060513-4091245,010-2857-2880,gimdohyeon@gimigim.kr,76059799,경상북도 청송군 안덕면 복리,13804360,5524ba9bfa52006b1f0fc5a10b140741910d25c5d33887258f4e1737eec6c0cf,datas.csv284
안정식,010318-3770989,010-7205-7873,zseo@yuhanhoesa.net,21216012,대구광역시 달서구 월암동,4173472,d8fac28edfa2c5cc3c36c3c01cd1a0c55574d4a0ad9cd7b88e46ae827fd88be1,datas.csv285
박지민,660821-1162021,010-1707-5928,junseo90@gimbagi.com,2762713,대구광역시 북구 서변동,593197,0172cbb5ae843bbf19ea3c9726b42e1a49149215c546fed956e8595c4309865c,datas.csv286
박현주,090423-3751107,010-1184-2824,junhyeogcoe@bagi.com,6844992,전라남도 순천시 남내동,1236617,3450e5dff55e5b85cefa88145000710d46620646f50e054494119fd7d412461e,datas.csv287
김예진,720915-1729163,010-7230-1161,jeongsiggim@ju.org,46208950,인천광역시 계양구 목상동,728821,0190b35b0040041d56af9f3fe93908b9cb8c52aabbb8dfd94a88169517880132,datas.csv288
박지혜,841129-1504547,010-3782-8462,gimogja@icoei.com,24119049,전라북도 군산시 성산면 대명리,315627,fe3590e840c570b70a6282755dc24bedafdcc18e046fb26b9c7e16ac1df8cd0e,datas.csv289
강서준,510419-1964199,010-1384-1826,yeeuni@jusighoesa.net,29266123,부산광역시 사하구 신평동,813497,6aed54b4e218706fccb34d60e0714a8993e5b772362bed5a3ccd7a90bd982a8a,datas.csv290
하보람,490530-2848411,010-9952-4359,ijeongnam@igim.com,87156964,경상남도 양산시 소주동,49900620,2a767bcd65108ce540b95c13e0bc377b99227d8045b5ddb6430d0cb139f7316d,datas.csv291
강준영,491030-1363443,010-1021-6901,isanghun@ju.com,60897850,강원도 홍천군 남면 신대리,20392923,ea3d3e2d6b9ec33ddb7f8b04030ba2eca89239320d1bbbb8a606f691005c37b0,datas.csv292
박서준,870407-2426045,010-1829-3701,rgim@jusighoesa.net,89101699,제주특별자치도 제주시 이도이동,27130804,b52cd869f8cc70f47f16a0580abe24ce0e3731b8255c289ec60e94d3a9b1becc,datas.csv293
이정순,920610-2178193,010-8093-8107,iseoyeon@jusighoesa.net,43301975,인천광역시 서구 연희동,23773515,0aa124c3ed6f757dd5cf0a8f5520c45899b2c30112e94efb6312752f6a1eac39,datas.csv294
김수진,450219-2419389,010-1853-1615,uhong@joi.com,93499898,전라남도 장흥군 장평면 등촌리,3915116,c773df84635f6fbd4e720185597eac52cb68246e79ea8f46ae561f8b0df8abf3,datas.csv295
김정자,470323-2020111,010-7901-2717,junseo50@yuhanhoesa.com,5600630,제주특별자치도 서귀포시 대정읍 구억리,445613,1a15f4ed7a2e92a9b3e5cb091e64da426ca14845ed56fc33a9f82e2652cec32b,datas.csv296
이현우,000828-3677781,010-8058-6751,ogjason@gimseong.kr,86352247,충청남도 예산군 고덕면 오추리,9462865,14e89a7b453c234c143c3e9f14ed9d640776a6e4606b12f1d1b218e587c6bb42,datas.csv297
박현준,780331-2163370,010-1152-4283,eungyeong12@yuhanhoesa.com,73282177,경상남도 창원시 마산회원구 내서읍 상곡리,16322384,024607755df76c0c58712f56dc22417a7ba9c6e1cf4432f345542e0a7ae6e0fb,datas.csv298
배정웅,060708-3226103,010-3605-6468,ci@yu.com,86424276,경상북도 포항시 남구 연일읍 인주리,2815466,5dde0ad7a38a4a5e6fc3791991d1798b47d192b859127f84017fe091b242b2a9,datas.csv299
손준혁,621213-2967949,010-3140-9686,myeongsuggim@jusighoesa.com,63574567,강원도 평창군 진부면 척천리,20450577,ce36ea7fd9fd24efc31806a3b823898fd3943f60a566d178f505db99436b802e,datas.csv300
양지연,891007-1613901,010-8972-3193,isanghyeon@songgim.kr,67596125,전라남도 구례군 문척면 죽마리,2488180,d26196e5e368818a9ab6db7faee22d4c6c1b3527ec45c58d57a32c95fc06eba6,datas.csv301
이은경,550105-2211735,010-6231-6037,li@yuhanhoesa.com,58951802,전라북도 장수군 계남면 장안리,1763863,d9d8a04ee9892c0f0e611620097e33718301c047423c50a771c4ef070abf86de,datas.csv302
나도윤,760929-1955982,010-9646-4899,seungmin43@jusighoesa.org,99211964,광주광역시 서구 벽진동,23154788,504294e51fbede3114a92f33fc16d6d91df29748ad09aa199170276c1595d00f,datas.csv303
하광수,091209-3407499,010-8655-9901,sumin84@ju.org,62647656,부산광역시 영도구 영선동4가,19295677,b6606ae7b4945f2a2e947e1e9a8601756da76cf7b22ebb677faab4919663f17c,datas.csv304
엄중수,991008-2104894,010-3104-8049,bagjunseo@gimi.com,70762034,울산광역시 울주군 언양읍 평리,17762522,9b54b92632917fcecec52d28fce3477520041af8544d94ccf262de00e1172f81,datas.csv305
이영식,701226-2622885,010-7403-9647,gimsunja@bagi.kr,7446062,대전광역시 동구 오동,668405,702b531682aafea3a776a462ea3e8bf61a3d2dd9e3dabd77254ebc124edce6f9,datas.csv306
노영순,941122-1196553,010-3116-6395,eungyeong63@yu.net,9556615,대전광역시 동구 판암동,1110247,2fa4754e014145e7256601dd2432c3e25881198d6547bb1030d5a41464c32eee,datas.csv307
이광수,521123-1518591,010-4886-4272,sonhyeonsug@ihwang.kr,21554603,충청북도 청주시 흥덕구 휴암동,525958,6674ae339044bc77c8eefb93fbd9c82c6adecba27066e8388d986427810622e4,datas.csv308
강중수,081003-3820730,010-7142-9702,sonjihun@jusighoesa.com,93696583,서울특별시 서대문구 현저동,9801255,1ecf76cf4212c485b865c71f54a6d904a2c3bfc14c3edd5e2391d2a08c7b055f,datas.csv309
엄혜진,680528-2094242,010-3008-6952,ogja19@yangbag.kr,8557839,광주광역시 광산구 하남동,1375232,4d8929bb8cac7a776e6831b1dac52c10d13d739e7922458d42a4313fe7713ea1,datas.csv310
하상철,630616-2183666,010-2504-4448,gimjaehyeon@jusighoesa.com,54113075,세종특별자치시 세종시 금남면 축산리,17937169,69c327be9dc65f512109932c62cdf93be1fbc279391e5e2de33208ebf336ec84,datas.csv311
이경자,890301-2364732,010-6360-2892,jinu90@gimhangim.kr,91763791,대전광역시 대덕구 오정동,15975132,3f98d381498043f33a81c99a82801a2c55a191fd28558e9a454a92bf4c78fc62,datas.csv312
이재호,560716-2059635,010-8653-5211,yeonghwanyun@gimgim.com,91775662,경기도 여주시 가남읍 대신리,23126757,f3cd6a30f2aabfd0e9c170cf3c254b9972ffbb69d098202d6c40aab884ef575d,datas.csv313
이지원,720322-2529299,010-7644-9593,bi@gimnomun.net,8583316,광주광역시 북구 오룡동,4047184,31a0175b3d828f283a1d9dd153bd28e912056dcf9ec9b97ef0b69acd1995699f,datas.csv314
김승현,590801-1435430,010-4384-5899,yeonghwani@ju.net,39777124,강원도 속초시 설악동,7226108,bcdb4876df55fb2ebfbabd42f106133a16f82086decc5e30f18668d3f4f34af0,datas.csv315
강영희,060830-4017668,010-9764-6731,jeongsu01@yuhanhoesa.kr,61326499,세종특별자치시 세종시 장군면 은용리,23502182,d523d1750a26df0d95672ead4e9d6281b542e79c20245caa965bb756675ef99b,datas.csv316
안순옥,020116-3791185,010-9746-9688,josangho@yu.com,5715235,전라북도 김제시 용지면 봉의리,3402082,760d8577a45a8cb0906ea6e986973274862f40b53a0ba5861cc89b746686b10f,datas.csv317
김정호,601001-2185913,010-3691-7996,jungsu10@gimseo.com,88353954,울산광역시 동구 미포동,38986998,16202a1bf68b07c0c8f565377be6d98662704ab38fb4d5349f37d3dd0947723d,datas.csv318
이아름,720125-1494167,010-4096-7032,coeseongho@ju.net,77032101,부산광역시 서구 충무동2가,11421684,bf7d8a0af2817e3e89cd33efd3ffe976cbe6457b28e75169f733a04817f28a2c,datas.csv319
박진호,920923-1360664,010-7551-9867,kcoe@icoena.kr,26272618,대구광역시 달성군 유가읍 양리,1662758,e3f7179ef357ca16086808b5e620bbf8b5159d4e17be2f2614340c1d7dd04e22,datas.csv320
김재호,041129-3744249,010-5363-5350,bgang@gimgweon.com,41489223,대구광역시 남구 이천동,2496063,82a0e2dbcc81383bc795bfc04616827d3d1fcc18b543f9069d03ba8e630fd2d7,datas.csv321
이선영,750828-1262720,010-4140-2771,hayungim@yuhanhoesa.com,70568539,광주광역시 광산구 명도동,42064925,854a3402bde47259d8b9a336fe6fa52fbded242c0848afe2398ccdb322ea51bb,datas.csv322
이지훈,940824-1111202,010-9705-9263,lgim@goyun.com,51081646,경상남도 산청군 오부면 오전리,10921483,0a59be413eb7c8d2361b20c043fed316b41f67e47f586c5e9b1fd0b61fad44f5,datas.csv323
이영철,620102-2084781,010-1187-7506,bagseongjin@gimbag.org,44835448,경기도 수원시 장안구 정자동,28674133,8353c536d9a12a11081640ae01e8cc16c99d246676e94859c9f39ec71f800890,datas.csv324
강영미,720101-1609095,010-9247-3765,jiugim@yuhanhoesa.org,17655474,광주광역시 남구 월산동,486248,a05b51957426869b6767bc7ce3fddaea442fb4230f226fdcaa028d85992ae049,datas.csv325
민지은,860804-1629883,010-3678-1482,pi@bagbag.com,96192116,충청북도 청주시 흥덕구 송정동,15496020,94c6a8c1afcd9180a35677e7799cd87cf418b1e29b9d6baad74dacd79ce1d4ca,datas.csv326
이은서,790628-2358235,010-9321-1275,areum06@ju.kr,11511494,세종특별자치시 세종시 부강면 노호리,2225503,446d40290ab7efb78edce8cf94efe06a6909969a7e5cb1fca0be7fc97fa86f30,datas.csv327
김은주,790621-2950703,010-3613-7201,hyejin46@baggimgweon.kr,26259440,전라북도 정읍시 태인면 거산리,4316438,27c731abb120857d8265584025ee7807e4fe5afffc459f19391ac887062a5050,datas.csv328
김예은,900920-1549650,010-3397-2211,jgweon@gimyuncoe.net,86766002,전라남도 구례군 산동면 신학리,3654547,8f100f2ec6cb6774fc4f8445bbba9342ab80845a9e9576ec638dfbca85e5e97b,datas.csv329
김경숙,631106-1035843,010-6676-8419,sanghungim@jusighoesa.kr,17971243,경상남도 고성군 고성읍 기월리,1208629,c27d558a01c0ffefd9895688fcb0f383e427a82e853ace742963af77e43425a4,datas.csv330
양시우,710822-1775069,010-5644-5630,miyeonggim@icoe.org,17747327,경기도 용인시 수지구 죽전동,814165,b04acfa56f4822f3bfe9db56a3ded8f4109a0c295d1c08f51f555c8888dbcfac,datas.csv331
이상철,040306-3101613,010-6589-5838,bagseonyeong@oigang.kr,95801459,경상남도 의령군 용덕면 소상리,12321312,2960c909183cfce1233b86b0fb9f9df553a71b6765fa4d4aa3c68a890e7a0cee,datas.csv332
이중수,530803-2417289,010-4541-4891,haeun22@ju.com,14210667,세종특별자치시 세종시 조치원읍 남리,421741,fb907b985efe2f3617bfd256961771b1100aa2a67d7437c015bbe8af8bac4cd8,datas.csv333
오성현,580427-1433500,010-3727-5627,jihun03@yuhanhoesa.net,32341060,강원도 횡성군 갑천면 구방리,3484434,6ef378fec8a521b25a3a48b47db5fa21c0cc039765da3d88e869f777b729e55b,datas.csv334
김중수,700813-2698662,010-5329-7707,jeongho95@gimbagbag.com,48852307,제주특별자치도 제주시 회천동,6917728,8ecdb479e2a8fe56ee574261aacbd9353ead72bc8ba23cec58890f8f83c44bd1,datas.csv335
이준혁,820208-2094640,010-4856-6858,seoyeonggim@gimijo.net,80299990,경상북도 상주시 사벌면 매호리,9066217,c2a0503f69563d623284807364c01bd49adc2cb449f00f91f744d88f7f18a27e,datas.csv336
박현숙,820214-2117868,010-2581-2273,sanghun78@mungim.kr,89618137,경상북도 상주시 공성면 인창리,12830381,1f04599ce03fb9ca9b0508cfc0185df0223e7d22155cce5f7ea45474e17db5e6,datas.csv337
이지혜,130519-4877629,010-7688-8765,gimyeonggil@baei.com,60341127,대전광역시 중구 목달동,8278768,a9ed1c73386dfc316008a634597ca1b25979cea75e29a5c306eed2e9990db836,datas.csv338
전지은,120328-4807905,010-4685-6026,yunseosim@jusighoesa.kr,41856241,강원도 춘천시 효자동,5753914,ecb060d2c57e89b9122154d66043eaa2e5ca8fe3168275468f469b9d637d9fab,datas.csv339
김지민,760320-2151709,010-6024-1825,agim@gimmini.kr,57597727,전라남도 진도군 진도읍 수역리,7485141,0b6d452b8d5d8792a884d58d32f708e14e802021e8fc92400199460c7775e244,datas.csv340
성상현,130612-4722760,010-4694-3646,sunogyang@ju.org,53025514,경기도 오산시 누읍동,9741385,6d290305cd56af452ea41499d5a5a2880a0fe3c694503c8ea39d21f8c42656b4,datas.csv341
양준서,900214-2832557,010-2864-1944,gyeongsu53@jusighoesa.org,57432468,부산광역시 남구 대연동,9682682,fc9cf12f6fbb29e1b85252a3a0da5dcf62f77702c28e053b599f6cb9edaa2e12,datas.csv342
고영철,120503-3009019,010-7371-4982,minhyeonu@ancoebag.com,12140940,광주광역시 광산구 용봉동,1481870,ff7897d72f679dfa2cd978b2b8467e92fbb0069870808735be80cfc447729eac,datas.csv343
민은서,060716-4803296,010-8066-2749,seoyeonghwan@gangi.org,43270978,제주특별자치도 제주시 애월읍 상귀리,281223,b38a8ddfd598443d2227ec5f06a02918c638966cc05740e1b786745cf64d10ec,datas.csv344
권지아,590616-2433239,010-8315-2594,eunji55@yu.com,74253196,인천광역시 중구 운서동,29330699,15c0f78cf29ba3a248cc83e12e06017311726f6db02fd9748e8422bde54bf591,datas.csv345
권재현,600906-1578180,010-5574-2926,jcoe@jusighoesa.com,31708082,인천광역시 강화군 화도면 문산리,9884438,8f80dbfff42b61f33bd3678cb9edb001d9a68256c08d542124d02695fb1a9449,datas.csv346
이영순,010201-3289725,010-2836-4393,gimmyeongsug@gogim.com,91117690,경상남도 하동군 진교면 백련리,28014699,2edb72a981548a1f014b9b184348c5adb78c670c9c2393faa41e53e9fcf7c883,datas.csv347
최경숙,470917-1675093,010-4041-8045,misugi@gimcoe.com,32750337,대구광역시 남구 봉덕동,3937885,eb723e769342d6a684e4a36756bb207b910bdafe00c5d970eaa0cd12d1ee6824,datas.csv348
강영미,041122-4058626,010-6109-7225,jihyehwang@gimgim.com,4185577,부산광역시 수영구 수영동,1639900,998b04e2256b1d1cf2ac883aba9029bafe6a358a11b2bd06801916736ea9a6b7,datas.csv349
이서연,800728-2890418,010-6857-8284,gimmiyeong@jusighoesa.com,44405584,울산광역시 중구 교동,10300181,5f6df795329f8ba8a753435a8930d1912ca1474a7434c9b7a85bbb992a9b16d1,datas.csv350
홍영자,650811-2025337,010-6875-7832,ijeongsug@yangigim.com,57968047,제주특별자치도 제주시 구좌읍 김녕리,19083192,0b99e532182c60dbcb7b6f1cb63049d4ef7f5947903e1f5d02771e64e9e0cfc0,datas.csv351
황은경,771105-2360772,010-2595-2370,gyeongjau@iiju.kr,56116721,제주특별자치도 제주시 한경면 신창리,11005790,b0b0926e4ae9c0d133081e5f001aaa7259a8a0269824a43abd98b0345b0192cd,datas.csv352
이재호,930120-2896574,010-2632-8768,sujincoe@yuhanhoesa.com,78787392,전라남도 목포시 금화동,4749744,6c0d7c6aa92388129d0b24fc4b620625cf9c031c1ad0559ea2027aaa849d5f05,datas.csv353
이숙자,800403-2690574,010-5039-1762,gimeunyeong@bagson.kr,56039092,부산광역시 북구 금곡동,14387731,bc3a2a8b842156998d91906da20bf8fa428fa7e7f094a6c375ccf76155e1ee9d,datas.csv354
최옥순,800912-2680648,010-5544-3055,ogang@gimgang.kr,69185907,강원도 춘천시 남산면 서천리,19705727,98a0e3ad95a199b85782393879aebae2f728767f889f1b05a553ddd1e930f771,datas.csv355
이예지,080724-3269628,010-6852-7729,rjo@iryu.net,42271376,울산광역시 울주군 두서면 인보리,14478379,59ada4ac21c9859f178575815f7f81a3bdb7c9e9392b1b3edd0a662d1a65c206,datas.csv356
김주원,610601-2230206,010-4519-1958,seongmin04@ibag.org,98811422,강원도 횡성군 둔내면 마암리,15925862,281c90181362812e2d3d804c502ba1e6693ca156ae3547654994f2687e9353d6,datas.csv357
최지아,780718-2723155,010-2035-8802,migyeong46@yuhanhoesa.org,10322874,전라남도 완도군 고금면 가교리,3827424,2eabfe376ff429c5d53fa79c05306694e05354068a2862848372e3a03c74ce15,datas.csv358
김영길,990121-2785746,010-5840-1153,jinu38@yu.com,42102637,광주광역시 남구 대지동,4740075,07fa360ced21c000616f223ed2445c375dbe6969f39097de94c0086eb3ce8f06,datas.csv359
박성수,860718-2882477,010-9610-7420,hyeonsug83@yu.org,33095309,경기도 평택시 청북읍 삼계리,9584731,ea08868ddc8aed232f7ffd01a7e245397704f212feebcc99f824fcf6bea0cab1,datas.csv360
전지연,010320-3063570,010-8150-9791,ssin@jugim.net,54982947,광주광역시 북구 연제동,12363376,58086854a43adcf688c1b95fbd456d883e37080243637b5f97817e739f95ca41,datas.csv361
나현준,640708-2345464,010-1744-7788,di@baggim.org,9243774,경기도 시흥시 논곡동,1728865,3da8b7d38e89f5f4250cddddff1d1d6f0dbd5b7f28f1bddaff5f8a7b933bb923,datas.csv362
이민준,720507-1123448,010-9906-4162,sugjai@gweonseoseo.com,23501853,경상남도 산청군 단성면 길리,9285197,5ace397dcc6397d983527e377b380086dd0003fde53df89d7e9a38d7a04100aa,datas.csv363
이유진,060527-3261228,010-3492-5548,sgim@isingim.com,45955465,부산광역시 동래구 안락동,16214656,f4a56a15e490fb9a6b56c2af24dd24af4bb8352565af50dd5fcff532057b3a00,datas.csv364
박윤서,030117-3796584,010-5286-1594,sjo@ju.net,78628981,세종특별자치시 세종시 연서면 월하리,19739079,140c2fb0a58dd09899c951a7e3e9c1e0e316be3792e5babd8d15cd52b52e2fbe,datas.csv365
이영수,521123-1310325,010-2966-5038,cunja61@jusighoesa.kr,80318294,제주특별자치도 서귀포시 안덕면 화순리,8391152,6ac9d2bf69ba36e481ed45016155ba1b77d0fcdc8114bf9716a3ea91e30dc005,datas.csv366
황상현,560729-1513053,010-4127-4652,mijeong74@bagsin.com,54249898,제주특별자치도 제주시 한경면 금등리,7081274,8715669f13630237b5f8fc83c1650ccb1bb7aa61c0ad86f69d7ff48b10458582,datas.csv367
이정훈,440930-1712013,010-5218-1519,shwang@yangbag.com,59408520,강원도 정선군 정선읍 가수리,8200488,7a7c4b8c0f0eb6b10bf57669eb3c5a6b643ecb3638543c8a72dfd9949b7edf70,datas.csv368
김정웅,980318-1251255,010-2840-6034,gimjiu@jusighoesa.com,75678856,서울특별시 종로구 돈의동,14456785,1dc04f902e0826267f83bfd2318ecb4ae67b093b274c480473ae847bc3f0e4eb,datas.csv369
진준혁,501105-2918507,010-5550-6831,seongsu34@gimgimgim.kr,18816015,서울특별시 관악구 신림동,2051082,cdaf59377dcc1b1e858be7df5c9d4e3b95e570f2da4e1656743aaa49f9d934d2,datas.csv370
