address,email,income,monthly_spending,name,phone_number,ssn,mk_serial_number,matching_key
서울특별시 노원구 하계동,kcoe@ju.org,56385497,20513602,양하은,010-2129-7180,510405-2754872,data_202506021652562415742658,d10576e19284ba8b01d8a4c0db159ec3cfc8e6c173c95f4bac2518506e35b86e
광주광역시 동구 금남로4가,xgim@gimgimbag.com,7616347,517312,이영숙,010-3291-6411,710424-2832136,data_202506021652562415742659,e42c89eb088fcb24a00124fd719698b9e41ac58f549bad1424b8e3da6688ecf1
부산광역시 강서구 지사동,wyang@gimbag.kr,66765337,108541,황우진,010-7496-5566,990522-1242569,data_202506021652562415742660,3953e40bbe1383d699d32d9101b75764a5cda36b1dd4b51212e765391f77be9b
대구광역시 남구 대명동,yeji54@yu.org,18446593,3670071,김병철,010-5058-5661,770521-2797196,data_202506021652562415742661,40ec2b49130529ea6baed267641e9ba6d10f56d9eac1d1a3268c5dfb0c21dd37
충청남도 서천군 화양면 남성리,jia51@coejeong.com,64618761,11440980,차지은,010-4836-9383,761114-2878499,data_202506021652562415742662,fb8bf0e633ece1bdfc2cd0573ff88ee8159331d588da046305eab2b06cd01743
광주광역시 북구 북동,coejuweon@yu.kr,36829984,2604913,최현주,010-8317-8073,800122-2465752,data_202506021652562415742663,1dd14a8783bca52cc564c90fa380f0037f32106542b4dd3abdaa5e59517e5dfb
강원도 강릉시 유산동,mbag@jusighoesa.net,27524598,520485,이영희,010-5870-2404,860301-1671789,data_202506021652562415742664,438447500a5f09567453cf788b3e2fc2ca8472f300e5c002032db1dbb2b09fc9
전라북도 익산시 성당면 대선리,junho15@yuhanhoesa.com,94260755,34647778,박재호,010-6365-1627,890719-2559119,data_202506021652562415742665,a6892baf91b839233d301b4903c6591cb1fdd63fde9a47ab0b213c9e1c63c4f8
광주광역시 광산구 삼도동,junhobag@iyui.org,86339871,34086347,강지아,010-3254-4614,470529-1439589,data_202506021652562415742666,a02a3e3d7628c795a682313367ce0644511377a6fc65ff44c8b012179760437b
대전광역시 대덕구 용호동,si@baeggimgim.com,92252743,27825029,김명자,010-6169-3258,530331-1936277,data_202506021652562415742667,72df4f50db0f7fff345600affcda99b9c63d6795c6dfa7c619c4bcc273446b0e
전라남도 해남군 해남읍 남외리,minjun67@ju.com,63517369,2267315,류유진,010-3594-7706,601119-1126378,data_202506021652562415742668,af3553a6b03a7581a35f6d7d092ef877a9e9706b0facb24bf7e0ca9ae4663001
서울특별시 성북구 상월곡동,bagseohyeon@gangyangcoe.kr,87066894,11223163,김명숙,010-4110-4229,071105-3696015,data_202506021652562415742669,877a2e0420fb98cf88adfec8e1b42237beb5458e94c5f1aeb3fec4674b94c25e
경기도 고양시 일산서구 주엽동,siu04@yu.kr,32841637,4103494,우경자,010-1364-2206,491227-2324895,data_202506021652562415742670,ea72936acd1411e7bf863a0a442950d7176543a5c2d5f8c07936c281dc698e98
인천광역시 부평구 십정동,seoyeon26@baggim.kr,30352013,1230954,조지아,010-2780-7545,630122-2929166,data_202506021652562415742671,f335310abd9ffc7b8c587a1f118cc29bf16c2d4f429bdd96b95970108a5b4248
강원도 동해시 신흥동,cunjagim@baggim.com,19973601,7141567,고성수,010-5012-5669,601026-1905920,data_202506021652562415742672,e6ebb3a8032554c366397b710ebc81cc77507db6434abb92b2dc82e0f714ed0a
인천광역시 서구 검암동,eunyeong22@yuhanhoesa.com,86557635,6197975,김성수,010-3401-7682,481203-2666739,data_202506021652562415742673,1da5915a6b9298bdb5911689426da8752dc3233a7a223cc7d9e64cdc36cf113c
전라북도 고창군 부안면 운양리,bi@gimbaggim.com,45849575,1035337,김서준,010-5278-2400,100504-3195694,data_202506021652562415742674,092bab19de1685d01efc557037c8946b01a42302aefc7da80574b89a4a4b5a5c
경상북도 울진군 근남면 구산리,minseoo@gimsonggim.kr,83733789,39944132,박하은,010-7771-2124,840107-2693807,data_202506021652562415742675,d055a664cf631bb9d57d7797baa31ee1eb26af5cf88eaa3f541947c9e21f601a
세종특별자치시 세종시 연서면 신대리,jihu93@yu.com,12371969,2793302,이현지,010-8901-5114,060829-3339017,data_202506021652562415742676,05f86c5eb9df42a412a8ca6ad7f8a5eff6da2ac86325dbde51efa30b47e7534e
광주광역시 북구 용전동,ijiyeong@jusighoesa.com,42916432,7337308,전숙자,010-9748-3086,541019-1608965,data_202506021652562415742677,238d1a80547bf605f588baf20260c0c5f3bc7a50287692fcc4b1cbb14412ae3b
전라북도 진안군 성수면 구신리,dha@yu.org,80309048,21608288,이예원,010-5714-9795,920829-1042104,data_202506021652562415742678,1f9badd18fd91b4f80fc6c25b860e15dbccced18fde450090dc74e0d3aab7900
전라북도 완주군 소양면 명덕리,jeongsun67@sinbag.org,62341271,13979937,서현주,010-6151-7394,071215-3794502,data_202506021652562415742679,89311cad5fc07dc50f14a4ecd84b360f69aa7a214589766bb08670effc74b457
인천광역시 동구 송현동,iminsu@yu.kr,77718590,27887951,김명자,010-5195-8999,681006-2639081,data_202506021652562415742680,28149dd40d5620968ede950de5f9b8a56fd95ee94e8ba78d97fd714440ec6752
서울특별시 강서구 방화동,jangjaeho@eomgweongim.org,73814537,29869785,김옥자,010-3762-1561,541001-1526060,data_202506021652562415742681,b1a0ce266a23558976907f0eb29db0f1b09c55420cb909e171ae669c990645c0
경상북도 봉화군 상운면 문촌리,sumini@ju.kr,32004427,3175251,전정남,010-7890-8287,990310-2606060,data_202506021652562415742682,e4767a567174a1f0379dafd01ef841ec65ec33d8fd886acd7b895f707cd34558
경상북도 영천시 신녕면 화남리,dohyeon36@yu.kr,81503013,12034878,송현숙,010-4477-5370,670918-2618638,data_202506021652562415742683,faa9c118d2ab434991e4b28780c9e745345d2997d62165eb4ed01a9716cafdd2
강원도 화천군 화천읍 아리,eunseo59@yu.net,75687903,14525305,조영환,010-5753-1315,990412-2068667,data_202506021652562415742684,083566c0cf16a6fd80890e06eb85b36122492d0b8324593eb7bcb4af8482493f
대구광역시 서구 원대동2가,caeweon56@ii.kr,21118163,485235,이서준,010-7679-5902,490713-2782153,data_202506021652562415742685,838370c8e0644b5509f79e85cb0ec4e82c043075dbe0b696e381f12a5ff6cc23
충청북도 청주시 흥덕구 강내면 태성리,seoyun05@jusighoesa.com,76337781,5820098,송상호,010-7575-2495,040806-3276599,data_202506021652562415742686,95dc77cd710eec4837b3eeb26c778800ff196710f9b28b602d36151f9548a0ad
광주광역시 동구 수기동,eunseobag@jusighoesa.com,29616681,3781225,노미숙,010-9085-6176,091203-3212801,data_202506021652562415742687,dd5c1aa013421ef7d54c63c3c6465406106af9b4701b615d7f380472ca306212
경상남도 합천군 용주면 방곡리,gimseoyeon@yuni.org,4380983,253963,이정자,010-2657-2124,130406-3745926,data_202506021652562415742688,97eb5cc4b3b803a1333af0f2c7ec66e8b92ae245a94f9d0c045c8e1df88cdabe
세종특별자치시 세종시 부강면 노호리,hyeonjeonggweon@songhongmun.com,85739386,3409112,이상철,010-9154-2893,880717-2830298,data_202506021652562415742689,fe666c230e4142f1c4bdfa8d8e4101a180eaf7035219af7c1c6bcffad6c87dcd
경상북도 구미시 도개면 신림리,ocoe@gimjoi.com,24644590,13365157,이현준,010-9746-2074,600618-2649813,data_202506021652562415742690,5c24c6e107cf39517a3fb4da8af1adbe3f5541dda1a8a19c62569895ab758d9b
인천광역시 연수구 연수동,jinhobag@yu.net,65377070,36802265,김상호,010-6541-5379,060221-4511258,data_202506021652562415742691,46493b932d3630728abb2be23d3f5fe80b7751920b639135e0ac152d4bbaea31
충청남도 서산시 지곡면 무장리,seongsubaeg@gimgimjang.net,76892179,7522679,황혜진,010-8510-6203,910925-2109145,data_202506021652562415742692,ed20a99befa1c687a1cf277ab620372f536f719d6faf875447a7bc76968429a0
세종특별자치시 세종시 연기면 연기리,ina@ju.com,27538930,10501341,서경수,010-5788-7364,891015-2813527,data_202506021652562415742693,22b88f9efdf90b9a488f234ff29e73614f1ac3b42d4d6f2bc003c220fe22d32a
전라남도 진도군 조도면 신육리,eungyeong13@ju.com,49482837,16589479,구예은,010-4387-1138,781203-2936233,data_202506021652562415742694,aa210f7d1b5b566a79e93bd8ad2c16d12162a59f250f9e87a8009b3217bc3c0b
광주광역시 서구 화정동,jiyeongson@jusighoesa.com,88910888,53262272,서예은,010-2329-8052,510124-1246925,data_202506021652562415742695,03c1ba89219b8a76caf347e81b7a8efa54720bc03f99660388b4f95e4b47b6f7
충청남도 보령시 동대동,seoyun98@jangsonan.kr,71284425,14885858,이광수,010-5662-3574,611029-1498523,data_202506021652562415742696,a1018f71d68bc168666217bbcd48aecec3291dd68dd49dda6cf7badac4b0f487
세종특별자치시 세종시 소정면 고등리,igo@gobago.kr,80519729,38551109,이병철,010-9430-2403,881020-1342148,data_202506021652562415742697,0aa975f09f3c47134f4a96f38e6c3e7207c2edc5eefea70b83e4cd3fc1559af3
대구광역시 서구 내당동,zyun@iigim.com,64948076,20796646,김은지,010-5700-8168,960319-2745970,data_202506021652562415742698,09c1efb9e41cda94343bb5660c0e97ccec1112648fd86dc8fe4ea18f08e1c3c8
충청남도 부여군 남면 대선리,eungyeong01@ju.com,99326184,50563645,김유진,010-9602-2359,020330-3839285,data_202506021652562415742699,3140674bedea1ded09d1a7de04038750d82ed201faa6dcc106985443ac1d1736
제주특별자치도 서귀포시 성산읍 온평리,coeyeonghwan@gimi.com,70833872,16124580,조아름,010-6892-2660,820210-1532493,data_202506021652562415742700,e71febdac39bdeebb10af1efd70064d8c9252e260292e903cabec46b92adf3ed
대구광역시 달성군 가창면 용계리,jeonminjun@yuhanhoesa.com,86032387,21440458,이도윤,010-4045-7887,590927-2273739,data_202506021652562415742701,b48da4a78b97943cba8863c02c7f3199aa5695dfd11a0f38d7eb23521be34f44
광주광역시 광산구 덕림동,wgim@yu.kr,91516603,14132339,김준영,010-4609-8613,960915-1868310,data_202506021652562415742702,0322a7e22c6a1a7cace1b81b69d03e76cea208554f78780169f9fd83dd4f68b7
광주광역시 광산구 연산동,seongho02@gimcoegim.kr,56851784,7766235,문우진,010-6747-1982,850905-1195566,data_202506021652562415742703,0c8a1041eb99691d445a80fea4c386fb2228ad3340f28daa7325ac51c9d0df9d
인천광역시 계양구 계산동,hyejingweon@jusighoesa.org,70084556,10565349,김성수,010-6235-6607,810307-1732255,data_202506021652562415742704,06fbf423901deb5753637431288c2154a3eb4b2ea3ecfd2bae62748f2c991f9f
강원도 영월군 무릉도원면 도원리,seoyeongim@bagbaeg.com,89679320,47583945,고정웅,010-7730-5923,021119-4294682,data_202506021652562415742705,0aa27c1913995cb758ecf986593f04bfbd67f2726e445eddfd52b1dda7955c62
대전광역시 대덕구 이현동,jeongungbag@yuhanhoesa.kr,40234177,773505,백은서,010-3799-8678,740315-2186140,data_202506021652562415742706,1608205363095ad2624970cfcb5e5c57118b5a7656cf23c2a87b195d6cf6b0bb
전라남도 나주시 문평면 오룡리,bagyeonggil@bagii.com,13485670,6298393,김서영,010-9721-9458,010119-4755563,data_202506021652562415742707,a5181a95853cdcb3407738377fa11e427f536dcbca82eb130040167f2e59cbfa
광주광역시 서구 서창동,heojieun@jusighoesa.kr,79869805,18355509,조지후,010-6224-7053,930312-1114847,data_202506021652562415742708,b0387bd24f0734bc360b3b9bbe929ea1c2550bd230fd8ca4684499883e246159
울산광역시 북구 시례동,miyeong74@jusighoesa.kr,34954947,3560514,김서현,010-2665-6224,950728-2418253,data_202506021652562415742709,2420c5a740bbb6822199df8a1f31be5c53ca1f0c375f4992fd176f3e3bc4a1eb
전라북도 순창군 복흥면 서마리,gimyeongsun@gimgim.kr,63481138,26943155,김경희,010-3413-8432,530713-1944187,data_202506021652562415742710,6affb9d85e6f10f9fb00a092e322255664a384936a12107073d882372282a444
경기도 용인시 수지구 동천동,miyeongha@cagimbag.net,41041474,3789340,이정숙,010-7374-8177,060625-4155871,data_202506021652562415742711,feaf71e4eaffed9008a83215c45bc2375b0c4acd002e6f7cf247f4ef7ece4519
제주특별자치도 서귀포시 성산읍 수산리,jaehona@yuhanhoesa.org,87169913,30506831,김경수,010-3968-6261,880801-2267405,data_202506021652562415742712,91bca6d0086b8758de3395893191d4294269928b77e5c860b327bccc8353dfcf
강원도 평창군 대관령면 횡계리,fgim@baghan.com,16367900,757003,전준호,010-8448-2373,600121-2559139,data_202506021652562415742713,cc0f75c9cebfa29a633f41f6979c0b901df219e0846f2efa4667dd3c23763005
충청북도 제천시 봉양읍 원박리,geonu65@yu.com,56480449,4506909,김상훈,010-9055-7639,520519-1918320,data_202506021652562415742714,1e4636cf50f7f8063c8e79eabf738fd8774251852226ed7e736332a7df486451
대구광역시 달성군 다사읍 문산리,seonghyeonyang@gimgim.kr,58372844,43341423,김지연,010-9193-4349,570327-2075037,data_202506021652562415742715,889034f1b8af85c439b505c83cf8903ac222506aaee2e232cdd2445d432ab45b
경상북도 청도군 운문면 봉하리,seojunryu@yu.com,82919924,8756053,지유진,010-1290-4907,911112-2221616,data_202506021652562415742716,cfc9d6f18d7806c903e08ea5bddc95c268b85b3b43882e8d18c4544f82365523
전라남도 해남군 산이면 부동리,ssim@bagbag.kr,22142146,12891635,김영환,010-6091-8355,470715-1542684,data_202506021652562415742717,5942091dcaad393dd43d8fb6a1ea68d8f4c726d880fa3b58cdd560c7062cc47a
충청북도 충주시 살미면 재오개리,seonghun13@muni.net,30451061,7570014,심건우,010-1809-7781,040325-4519540,data_202506021652562415742718,70ed7298893bf4f9444409374abcfb6065bb51054edde665002b845a112eaad7
충청남도 부여군 규암면 금암리,zgim@yuhanhoesa.kr,64517536,4245584,고영호,010-3410-5742,450923-2838876,data_202506021652562415742719,548c197a0e53d93a9271c461c3f45d9df2a71a999b59a429e1ac8e8852c8ced7
경상남도 창녕군 유어면 대대리,hi@yu.com,7060235,2441169,김정수,010-6614-3133,050804-4379493,data_202506021652562415742720,340b92460de76b88837a1d8c6c97816446663e7fae662180db2ff70c0382e90d
충청남도 예산군 대술면 화산리,yeongjagim@songibag.kr,18988724,596154,김영식,010-5938-3760,600401-2797662,data_202506021652562415742721,5cf30557d0bea03bde8b83953a9a1fbc12ef0e2e978267a1e310297a745e8783
충청남도 천안시 동남구 풍세면 미죽리,eungyeongbag@gimigim.net,95584985,7790631,이서연,010-6535-7297,760912-2751430,data_202506021652562415742722,4325f627b046e90cdc505644dd34c0697d880d63461d332f15ec5fbb3a09c514
경기도 성남시 중원구 여수동,seohyeon46@igimi.net,52124433,489652,최도현,010-5236-1441,930103-1030210,data_202506021652562415742723,a3928af99bdb373f48fa1b4579aa20707136fe413ea9dd8ee22b729100eda1ed
울산광역시 남구 매암동,ijunho@yuhanhoesa.net,18993707,1373596,최성민,010-5755-6533,501231-1789301,data_202506021652562415742724,d14563d6844f15581164db36b35c2d9792dceb8bdb90c09458b3f05bf650466e
대구광역시 중구 동성로1가,gimseojun@igimgim.kr,86378555,8583628,최종수,010-7432-6815,110127-3670743,data_202506021652562415742725,16f63abd26735cc918e5d016d1fdaef87b14ccb9d2429f71183664b67d3d3bb1
대구광역시 남구 대명동,junyeongi@ju.kr,33847704,5332937,서아름,010-7750-8773,590413-2793583,data_202506021652562415742726,9396556a0281bc7eb794f41b14009d08c13c40b782b204cea8b3f9df26b8984b
강원도 영월군 상동읍 내덕리,siu82@gimgimgim.com,15125484,3831500,박현정,010-1878-7490,521018-2572029,data_202506021652562415742727,7993aeadb44e789a738bcf5a1206da9c804a4eea9f0e6f121354036ad07763ec
서울특별시 성북구 보문동2가,jungsu61@yuhanhoesa.kr,21637329,1480545,최숙자,010-9172-4261,010716-4623939,data_202506021652562415742728,aff58dbb42eadd4fca0202bf8eeb988d27539c891e85767fd2046b469d3fe05b
충청남도 서천군 서천읍 사곡리,ihayun@hagimbag.com,78571502,41930021,김준호,010-3647-9912,130206-4550785,data_202506021652562415742729,bfd5700255d69241b051488129fbef680a3e55b094fd73ce9c9eba409f5aef1a
광주광역시 북구 각화동,dgim@ju.com,52178688,18055855,이현지,010-8322-2233,731005-1594433,data_202506021652562415742730,4a7874ac589cb69b0a7f02fc3c531d606a3053327126d0d8bfae2f7dae34aea9
경상북도 포항시 남구 구룡포읍 후동리,gi@ibaggim.org,9187084,419600,이예원,010-5669-9319,681216-1004595,data_202506021652562415742731,eb870457b15b2844702810133b1ec6b242fde8a8c71b628692a8a2a6dd66621a
광주광역시 서구 벽진동,jungsu60@baggweon.com,44959174,11859142,최예진,010-9167-6227,100815-3788102,data_202506021652562415742732,50944c04e36082d7f05949a4bc0867b818680b8a58a69a4b6bc8f90603c3a422
충청북도 증평군 증평읍 남하리,seonghyeonha@ju.org,48503874,6087622,최정희,010-5538-3924,580920-2696643,data_202506021652562415742733,b1e02f232217f6cddcb59d20a02985f522b7669a61c546a3caad056b7e8dce16
전라북도 고창군 대산면 매산리,ica@ryucoesim.net,62373568,13082303,강민재,010-6299-7915,801208-1777273,data_202506021652562415742734,0cce6d613cf7f4076813693c1ff3a04061aa4f9938e38786765c4fc4bbf5ad2e
전라북도 완주군 비봉면 봉산리,wgim@jusighoesa.com,35403839,7819865,이주원,010-8294-5403,700605-1770844,data_202506021652562415742735,71d9f7519572a48031107ee3d1d0c8d778ac4b8577ef60bc87a82ec39ac56d17
경상남도 함안군 여항면 주동리,seunghyeon90@ju.com,75532742,11116262,최영호,010-6985-9901,131226-3406297,data_202506021652562415742736,4474fa04db917a45d47d58ffd1324563ecfc566ba91d945009badaa6c989bec9
충청북도 제천시 강제동,junhyeogjin@isong.com,89947009,689761,홍상호,010-5860-7429,900508-2361096,data_202506021652562415742737,9c70ce23e73ce3daa46b1d0b0d962e9dc89364a54c495e0fcd7fa9c1d3b28d52
경상북도 예천군 감천면 장산리,ohong@jusighoesa.com,35809467,14355751,김채원,010-2562-4070,701102-1661684,data_202506021652562415742738,336b6a428db0ce3e44eef0421ee99a5d39cfc64263826467143d5c641be5bfc4
인천광역시 연수구 선학동,zheo@iii.org,96784364,11066162,양영길,010-2014-7223,900831-2392735,data_202506021652562415742739,f05882bac22d8cf798bf987a57faa130ed2178b9ace4ac68dd37c052183461a7
광주광역시 남구 봉선동,haeun96@ju.com,85609222,15033573,오순옥,010-8386-6540,051109-4718201,data_202506021652562415742740,543ebe706bfbc1934ece45586e3112a9ebc82f627d68b68500a2b6efb465a9a8
강원도 태백시 장성동,gimjeongho@coenam.kr,97982436,1360408,김영순,010-8552-1474,110919-3923184,data_202506021652562415742741,675c16084bfb68b262dbcf66583ef716cadea42129ef2101d5724355d3950020
전라남도 나주시 왕곡면 신가리,qgim@ju.com,73723459,9677607,이상호,010-6798-7454,600810-2952476,data_202506021652562415742742,1bcb5f8492a70eed231722a689759142649c048304001be7bed3d71ced889422
부산광역시 동래구 명륜동,myeongjagim@yangyunsim.com,90527012,34006039,이하윤,010-1271-7339,750528-2446170,data_202506021652562415742743,a4e9181a106fbe08359ab97b10842c7b580cb8bc6cb3d52cc90bad85e8e1c97e
경상북도 경산시 압량면 백안리,seoyeongbag@yu.org,63372539,2076683,박정순,010-3157-3757,740319-1513681,data_202506021652562415742744,3e111f96a9a64fb16f72df5ec78e5f0a06ac8bfe461c7f1d5be112f506be2722
강원도 춘천시 칠전동,gangjeongho@yuhanhoesa.com,30684128,10024516,박경수,010-1976-7077,570622-1060081,data_202506021652562415742745,54456ef425a66e8fc3d2aad9b7aeebad065ef75d94e880824cca72edc878bd4e
경상북도 포항시 남구 청림동,sunogi@igim.net,39986453,5041045,서수민,010-7340-6574,540831-1441316,data_202506021652562415742746,07da74669e61680845df943f21869073a7cb2ba24a785e75424f2c1d6c22189e
충청북도 제천시 금성면 활산리,gimjunseo@ju.org,18200650,6473173,황수민,010-7837-1830,031118-4289749,data_202506021652562415742747,53825893ceca6da4e37b8f2b80a68f20f529453b56bee7ec697ce5b60ba3fa3d
경상남도 남해군 창선면 수산리,seunghyeon99@gimi.kr,46010726,9671604,김순옥,010-6367-2751,771109-2166533,data_202506021652562415742748,b3d9ed95402c6a8384bcc16ee4b6a0680a6cab747c4f4c033d8b8eb9b6acecde
서울특별시 마포구 연남동,bagminseo@yuhanhoesa.org,44661851,579857,곽건우,010-5388-9002,621030-1417930,data_202506021652562415742749,d0c13b64cb6b54f9caa0cefb86408f6a6aab436c626db9bed4b7a2c1cf93d4ac
대구광역시 동구 각산동,jongsugim@ju.com,92189260,2717543,이정희,010-6325-3189,530404-2577324,data_202506021652562415742750,bfce4b53504533cd9926c79999bac2ecfc1bb14aded2bc0cac5ea7ab4d87b5c2
경기도 과천시 막계동,eunju12@gimsong.kr,13734372,5289864,이정수,010-2176-6814,110413-4521100,data_202506021652562415742751,d415313f9317697cc4ce024a2519b75f1dd15f3f1e41dec7d7055d1fa9809de7
서울특별시 용산구 원효로2가,ryusangho@jusighoesa.net,4169687,1013239,김현지,010-7461-1079,490302-1725539,data_202506021652562415742752,f9f42ce588193524caaa74a347e8533961c5564604de8f006e347a03ecb56ee5
경상남도 진주시 문산읍 소문리,sangceol39@yu.kr,97391380,34371357,이미경,010-6787-9666,611206-1485009,data_202506021652562415742753,ba55334bd48a4c4b105badd93b196e47f056cee91c28db2409a745e1677507ae
경상북도 울진군 기성면 황보리,jeongsig81@igimi.kr,8236072,1017004,이명숙,010-1852-6547,060603-3086835,data_202506021652562415742754,812e8e8ce0f191718fd538a5d2904ef9026cdf99f539411a705533c44462f0a1
인천광역시 동구 금곡동,jinho35@ii.com,69496271,6437594,김예준,010-3583-5940,720210-2555860,data_202506021652562415742755,2dce840914ceb1147172f7417e7aa3a2422e3e4dd4376061669270537d66a7b2
강원도 동해시 삼화동,seonghyeon66@ju.org,95317951,15798858,송은정,010-8624-6518,730110-2724557,data_202506021652562415742756,96f4c0feb32cc83810e12b8e6cb6e2288aa2db5f06f85e451b6e2adb8df8179c
서울특별시 성동구 옥수동,jangmyeongja@yu.kr,57618376,11769123,김하은,010-8300-6729,670828-2035229,data_202506021652562415742757,4312ab7338505e52b7549c9aaed82ba4e74200f7818948314a80861c7b2d741f
충청남도 공주시 신풍면 조평리,nca@yuhanhoesa.net,7740016,4405928,배병철,010-2290-4342,490802-1436835,data_202506021652562415742758,31ac53862ac41f93a80b8950d177426dd865b1214d99bb51dbae46b37e6240bb
울산광역시 중구 남외동,ci@jusighoesa.kr,98732218,16239215,우정숙,010-9257-2143,100204-4372637,data_202506021652562415742759,44544415977008823743b65225642fc02f5ae94ac6261c1ad4ff81df9432f196
인천광역시 동구 송현동,subin00@isong.com,27054394,4745997,김우진,010-2194-5698,700914-2928812,data_202506021652562415742760,7ca73365b8c4a94fd1946a3f6aa4e605136d0fd44f659c9f374444cced559aef
부산광역시 기장군 철마면 연구리,shong@yuhanhoesa.kr,71464757,49363120,박성현,010-9777-4854,080217-4876905,data_202506021652562415742761,34345e9e2306c07aa9fe19e3392d682d11632968630e964b61f0cf98149cf63e
대전광역시 중구 유천동,gweonmijeong@yuhanhoesa.kr,69203923,12873740,김서연,010-3091-8880,760214-1446610,data_202506021652562415742762,6d2005aa4fc1c32bfcd9b016bf5b5122247a5e5448a12b8cde19c60ad8df7039
전라북도 전주시 완산구 삼천동3가,gimjaeho@iigim.kr,34739643,11241368,박지원,010-6289-9308,610502-2956121,data_202506021652562415742763,0341334cbee39e7edd23fcd5a3eca6c49af381c4a2cb3fa02935aead7c70007e
광주광역시 동구 충장로2가,egim@ju.org,46597457,1524922,김재호,010-3556-4971,960515-2593937,data_202506021652562415742764,7d4f0cd61eb52fe44682496272aec3274876ccbd93ae1065b6c6a1f699ab85d6
제주특별자치도 서귀포시 하효동,yeongsu49@ju.net,50240532,2583583,이진우,010-9193-3061,120423-4191338,data_202506021652562415742765,04f72d7619824c13cf4f56a94385bcfbfef43f025dac73b01d6f2806913077f7
부산광역시 수영구 수영동,jaehyeongo@muni.com,85531271,5094421,이영진,010-4745-6706,950929-2894741,data_202506021652562415742766,8c2d19169bb98f073286650ff4a064cd2e8527ffd8aefc16f6088327b872dcea
경상북도 울릉군 북면 천부리,ngang@ibag.kr,19477503,6472280,전서연,010-6738-2746,600607-1089577,data_202506021652562415742767,6662971e0002e831f024b1a7dbeaaf24a9c149a696375738ed2a13cccfd945a0
부산광역시 부산진구 연지동,jeonghun68@yuhanhoesa.com,23125570,2579838,이성민,010-8431-4663,531218-1364780,data_202506021652562415742768,30115cea8e8550312c03573fe74e09ee0bb764e2e19389aff44403c49451e44c
부산광역시 연제구 거제동,mbag@ijini.com,21214172,2930707,권상철,010-6359-2093,130304-4928234,data_202506021652562415742769,1b53e439e76b024673c2fb1b6e71f863e6786ea0ca64f2e63aec0c0ade5e3d09
경기도 포천시 신북면 만세교리,doyun26@gimgim.com,10216298,6126696,이지훈,010-2021-2779,090529-4051154,data_202506021652562415742770,d62118d8e7499cff4da3c2484f28c0a3414892309c7d63cd1045711d0bad4e13
경기도 성남시 분당구 이매동,yeongsighong@ju.com,15814902,1637590,류영수,010-8786-6339,140813-4089023,data_202506021652562415742771,da8532711b48b5824dc5580712cd2336705aba84bad8536f082deb00c5e3e541
대전광역시 대덕구 장동,iareum@igimjeong.net,37534846,2146627,김성민,010-3807-8217,890512-2335332,data_202506021652562415742772,fa35b73c4aa733b407e5a39fe7a13adf14a1b302607f71205bb8ed9819598174
전라북도 임실군 삼계면 세심리,ui@ju.org,55432764,17383118,김수빈,010-1610-6148,100117-4166987,data_202506021652562415742773,59e93617fc710c95cf2097c766f00e43cffeeb3af683f367e1fe2f5a7ae14e89
광주광역시 동구 산수동,ci@jusighoesa.org,89766492,38312291,한순자,010-5676-2142,130826-3180071,data_202506021652562415742774,090feb918edc8137c705e6507fe3e30e323371cf9f5e76cfc97a5d9dcb2020d6
대전광역시 유성구 학하동,caeweonheo@coegim.org,73409701,9617359,배지연,010-1704-2377,690129-1433168,data_202506021652562415742775,fa9a87deab44e8fe5f105e1f9a8f00427f6b6452bea801e2e5683146bd701378
충청남도 금산군 군북면 조정리,jeongsigan@gimhan.kr,38792058,16281574,이상호,010-6273-8531,861025-1209213,data_202506021652562415742776,3cb082bff71d21024e154f3e85faa89a073c29e5b2155d9441581a66fce5567f
대전광역시 서구 괴곡동,minseoggim@bagbag.com,61130467,14274272,양채원,010-9997-4420,660818-1340519,data_202506021652562415742777,39f805bbd88906e6a0499848e1d253dfeedd7fd8bcc70de1e3c7cd13c71d817c
경기도 안산시 상록구 수암동,migyeongcoe@yu.org,43479183,3078838,박은지,010-6009-5870,980307-2668862,data_202506021652562415742778,885a305410f5be6e9f335ff3a1a4de936d339986eb1cd085a90d1228817be8e8
충청남도 아산시 염치읍 곡교리,boram48@ibagno.net,44450710,6374400,김수민,010-5206-6918,450611-2626064,data_202506021652562415742779,26f91e7a796c023a27da353ac39d190fe2e712e5022a49e7125decdce5f124a0
충청북도 옥천군 안내면 인포리,dgim@jusighoesa.kr,67312087,17499781,오현지,010-3013-2058,880630-1177913,data_202506021652562415742780,2e4929ca10f4d3655a498f17a0eb61323f423e649231c5fcdc44bd39bada9c69
부산광역시 북구 구포동,songjunhyeog@yuhanhoesa.com,26773932,5974993,권정호,010-9991-6264,090518-4622084,data_202506021652562415742781,079483b9038b30fae6e709224d946aef6e710160c1efc9eced26a18b6a3c6b45
광주광역시 서구 양동,miyeongan@yuhanhoesa.com,87466338,20704562,최유진,010-3297-8780,850512-1577071,data_202506021652562415742782,f0ba75cfc3cbeec9bcb24bca6781f056b03eb7e32b881269c8850194527734ca
울산광역시 동구 서부동,ebag@ju.com,52586607,24075758,최순옥,010-1211-2107,860419-1804981,data_202506021652562415742783,d2e550a1cfae4ced576541aec2fe6a20a9668f6b6e2296f438c34ec36952c835
충청북도 청주시 상당구 남일면 화당리,gimsunog@coegimgim.com,85985025,24743514,김성수,010-8202-8043,880516-2708134,data_202506021652562415742784,9e300d1c0469e313ed3599b977b3e9ec77230f1fa5fef8b99ff84a3b94fdb3f4
